code,title,credits,description
MEDH 2011,Perspectives in Medical Humanities,3.0,"An introduction to the interdisciplinary field of medical humanities. The 
course examines the human dimension of health care through the study 
of literature, art and other humanities disciplines to explore the ways 
in which culture and society work to influence the understanding of 
medicine. Prerequisite(s): ENGL 1221 Minimum Grade of C or ENGL 
1231 Minimum Grade of C or HONR 1221. Minimum Grade of C or HONR 
1231 Minimum Grade of C or ENGL 1421 Minimum Grade of C or ENGL 
1521 Minimum Grade of C. Course Attributes: AS-HUM - Humanities, 
GE_Diverse Cultures, GE_Knwlg of Human Thgt/Culture."
MEDH 4011,Integrative Portfolio in Medical Humanities,1.0,"Required for completion of the medical humanities minor. Includes the 
creation of a portfolio of papers written throughout coursework the minor, 
as well as the composition of a cumulative essay that synthesizes those 
papers to demonstrate an interdisciplinary connection in the field of 
medical humanities. Prerequisite(s): MEDH 2011 Minimum Grade of C 
and ENGL 3271 Minimum Grade of C. Must be enrolled in one of the 
following Minor fields of study: Medical Humanities.
 
Subject – Public Health (PBHE)"
PBHE 1201,Introduction to Public Health,3.0,"This course is designed to provide students with a working definition of 
public health and an overview of the core disciplines of public health. 
Students will be exposed to different career options with in Public Health, 
introduced to public health assessment and analysis, and will engage 
with current public health issues and how public health relates to the 
overall health care system in the U.S. and globally. Course Attributes: 
GE_Knowledge of Human Society.
36"
PBHE 2101,Introduction to Global Health,3.0,"Why are some people om some countries so much healthier than 
others? Explore the factors that explain the unequal distribution of global 
health, including the burden of disease, epidemiology, cost effectiveness 
and health systems. Discussion will include social determinants of 
health, modes of intervention, and key global health issues (access 
to pharmaceuticals, maternal, and child health, HIV/AIDS) from an 
interdisciplinary perspective. Prerequisite(s): ENGL 1221 Minimum Grade 
of C or HONR 1221. Minimum Grade of C or HONR 1231. Minimum Grade 
of C or   ENGL 1521.. Minimum Grade of C or ENGL 1231. Minimum Grade 
of C.Course Attributes: GE_Diverse Cultures."
PBHE 2201,Public Health Research Methods,3.0,"This course is an introduction to research methods used in public health. 
Topics include selecting a topic, developing a research design, ethics, 
measurement, sampling, and different data collection techniques such 
as experiments, surveys, qualitative methods, and secondary analysis. 
The use of descriptive as well as inferential statistics, developing budgets 
for proposed studies, and presenting one’s findings are discussed. The 
course addresses both quantitative and qualitative public health research 
methods. Prerequisite(s):PBHE 1201 Minimum Grade of C."
PBHE 2901,Special Topics in Public Health,1.0 to 4.0,"Coverage of special topics in public health. May be repeated for credit as 
topic varies. Unlimited repeats permitted."
PBHE 2971,Independent Study in Public Health,1.0 to 4.0,"Individual study of a topic of particular interest to the student. May be 
repeated for credit as the topic varies. Unlimited repeats permitted."
PBHE 3201,Community Health Assessment,3.0,"Examines the concepts, methods, and practices for assessing the health 
of a community. Topics include measuring community health status, 
developing community health profiles, identifying the determinants of 
health, the inclusion of community health assessment in developing 
public health interventions, and the utilization of public health surveillance 
data to understand community health profiles. Prerequisite(s): CAMS 
2331 Minimum Grade of D."
PBHE 3401,Health Education Planning,3.0,"This course provides students with an overview of the practical and 
theoretical aspects of health promotion. Students acquire the hands-on 
skills needed to plan, implement, and evaluate health education and 
health promotion programs in various settings. Students develop and 
plan an evaluation for a health education/health promotion program for 
a health problem in a population at risk. Prerequisite(s): PBHE 1201 
Minimum Grade of C."
PBHE 3901,Special Topics in Public Health,1.0 to 4.0,"Coverage of special topics in public health. May be repeated for credit as 
topic varies. Unlimited repeats permitted."
PBHE 3971,Independent Study in Public Health,1.0 to 4.0,"Individual study of a topic of particular interest to the student. May be 
repeated for credit as the topic varies. Unlimited repeats permitted."
PBHE 4201,Health Informatics,3.0,"Principles of Health Informatics providing an introduction to the theory 
and practice of digital information analysis and communication within the 
healthcare industry. Prerequisite(s): STAT 1561 Minimum Grade of C or"
PSYC 2401,"Minimum Grade of C.
UNIVERSITY ACADEMIC PROGRAMS
PBHE 4901 Special Topics in Public Health",1.0 to 4.0,"Coverage of special topics in public health. May be repeated for credit as 
topic varies. Unlimited repeats permitted."
PBHE 4921,Public Health Capstone 1,2.0 to 3.0,"Practical applied experience in a public health area that may include a 
research project, internship, field placement in a clinical setting, or other 
approved experience in a public health discipline. Prerequisite(s): PBHE 
1201 Minimum Grade of C and PBHE 2201 Minimum Grade of C."
PBHE 4941,Public Health Capstone 2,1.0 to 3.0,"Culmination of theoretical and practical experience from Capstone 
1, resulting in a final oral and written synthesis of the experience. 
Prerequisite(s): PBHE 4921 Minimum Grade of C or PBHE 4921 
Minimum Grade of P."
PBHE 4971,Independent Study in Public Health,1.0 to 4.0,"Individual Study of a topic of particular interest to the student. May be 
repeated for credit as the topic varies.
INTERNATIONAL SCHOLAR TRANSITION 
PROGRAM (ISTP)
 
The International Scholar Transition Program, a Student and 
Exchange Visitor Program (SEVP) approved pathway program, provides 
international students holding a TOEFL score of 50-78 iBT with solid 
foundation in academic English and American academic culture through 
concurrent enrollment in general education and composition courses. The 
Transition Program facilitates advancement of academic English skills for 
study in students’ respective majors. All courses carry academic credit 
and fulfill degree requirements or elective credits towards graduation. 
Degree-seeking students with iBT scores between 50 and 78 are 
admitted to the ISTP and must complete the program before moving 
to full academic study. Exchange and other fully enrolled students are 
invited to take ISTP coursework for help in English but are not admitted to 
the program. 
 
ISTP students study full-time for two semesters during the academic 
year, August to May. ISTP is not available in the summer. For ISTP 
students, non-ISTP courses are chosen in consultation with advisors in 
the student’s major. 
 
Students who complete ISTP coursework earning 2.0 or better in 
all courses and demonstrating English proficiency with an Institutional 
TOEFL (ITP) score greater than 500 (no sub-scores below 50) are 
eligible for full-time degree study. The ISTP must be completed before 
registration in courses numbered 3000 or greater. Students receiving less 
than 2.0 in any ISTP course must repeat that course. The program must 
be completed within three semesters.
 
Earlier graduation from any English program requires meeting the 
ONU admission standards for English proficiency (79 on the iBT with 
matching sub-scores; 6.0 on the IELTS with no sub-score below 5.5).
 
Students meeting English proficiency levels while enrolled in ISTP 
must complete English courses before entering full-time, regular degree 
study the following semester. 
Subject - International Scholar Transition Program (ISTP)"
ISTP 1111,Listening & Speaking 1,3.0,"This course develops listening and speaking skills for academic purposes 
for students with TOEFL ITP Section 1 subscores of 46 (minimum) or 
equivalent. Listening strategies to strengthen comprehension of academic 
lectures and introduction to effective note-taking. Additional focus on 
enhancing speaking skills, including pronunciation practice and role-play, 
as well as individual and group presentation and class discussions.
37
UNIVERSITY ACADEMIC PROGRAMS"
ISTP 1131,Reading and Vocabulary 1,4.0,"This course develops reading and vocabulary skills for academic 
purposes for students with TOEFL ITP Section 3 subscores of 46 
or equivalent. Students review and demonstrate ability to predict 
content, identify main and supporting ideas and details, and make 
inferences when reading academic texts. Students will also expand 
and apply academic vocabulary, while increasing reading speed and 
comprehension."
ISTP 1191,Special Topics,3.0 to 6.0,"From time to time, special topics in English Language will be added to 
the schedule. Special Topics may be added to the term curriculum and 
required of all students or may be substituted for another course.
This course may be repeated 2 times. This course is repeatable for a total 
of 12 hours."
ISTP 1211,Listening and Speaking 2,3.0,"This course develops advanced listening and speaking skills for 
academic purposes for students with minimum TOEFL ITP Section 1 
subscores of 50 or equivalent. Further development of listening strategies 
to optimize comprehension of complex academic lectures and discussion, 
as well as more sophisticated note-taking are included. Additional focus 
on enhancing speaking skills, including pronunciation practice and role-
play, in-depth class discussion, as well as extensive individual and group 
presentations. Prerequisite(s):ISTP 1111 Minimum Grade of C."
ISTP 1231,Reading and Vocabulary 2,4.0,"This course develops advanced reading and vocabulary skills for 
academic purposes for students with minimum TOEFL ITP Section 3 
subscores of 50 or equivalent. Students focus on critical thinking skills, 
inferences, interpretation, evaluation, synthesis analysis and application 
as well as additional emphasis on academic vocabulary development to 
maximize comprehension. Students will read authentic academic texts, 
articles, essays and novels. Prerequisite(s): ISTP 1131 Minimum Grade 
of C."
VARS 1001,Cross Country (Men) - Varsity,1.0,Offered fall semester. Unlimited repeats permitted.
VARS 1011,Cross Country (Women) - Varsity,1.0,Offered fall semester. Unlimited repeats permitted.
VARS 1021,Football - Varsity,0.0 to 1.0,Offered fall semester. Unlimited repeats permitted.
VARS 1031,Soccer (Men) - Varsity,0.0 to 1.0,Offered fall semester. Unlimited repeats permitted.
VARS 1041,Soccer (Women) - Varsity,0.0 to 1.0,Offered fall semester. Unlimited repeats permitted.
VARS 1051,Volleyball - Varsity,0.0 to 1.0,Offered fall semester. Unlimited repeats permitted.
VARS 2001,Basketball (Men) - Varsity,0.0 to 1.0,Offered fall and spring semesters. Unlimited repeats permitted.
VARS 2011,Basketball (Women) - Varsity,0.0 to 1.0,Offered fall and spring semesters. Unlimited repeats permitted.
VARS 2021,Indoor Track (Men) - Varsity,0.0 to 1.0,Offered fall and spring semesters. Unlimited repeats permitted.
VARS 2031,Indoor Track (Women) - Varsity,0.0 to 1.0,Offered fall and spring semesters. Unlimited repeats permitted.
VARS 2041,Swimming & Diving (Men) - Varsity,0.0 to 1.0,Offered fall and spring semesters. Unlimited repeats permitted.
VARS 2051,Swimming & Diving (Women) - Varsity,0.0 to 1.0,Offered fall and spring semesters. Unlimited repeats permitted.
VARS 2061,Wrestling - Varsity,0.0 to 1.0,Offered fall and spring semesters. Unlimited repeats permitted.
VARS 2071,ESports,0.0 to 1.0,ESports – Varsity This course is repeatable for a total of 4 hours.
VARS 3001,Baseball - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3011,Golf (Men) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3021,Golf (Women) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3031,Outdoor Track (Men) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3041,Outdoor Track (Women) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3051,Softball - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3061,Tennis (Men) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3071,Tennis (Women) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3081,Lacrosse (Men) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
VARS 3091,Lacrosse (Women) - Varsity,0.0 to 1.0,Offered spring semester. Unlimited repeats permitted.
HONR 1001,Honors Program Orientation,1.0,"Preparation for the various elements of the Honors Program including 
seminar-style discussions, small group work and other active-learning 
techniques. Must be enrolled in one of the following Concentration fields 
of study: Honors Program."
HONR 1221,Honors Writing Seminar,3.0,"Introduction to college-level writing skills, including critical reading, the 
formulation of arguments, researching and incorporating outside sources, 
and writing essays. An emphasis on active learning. Course Attributes: 
GE_Effective Written Communica. Must be enrolled in one of the 
following Concentration fields of study: Honors Program."
HONR 1301,Honors Presentational Speaking Seminar,3.0,"Basic principles of preparation, organization, and delivery of original 
informative and persuasive speeches. An emphasis on active learning. 
Course Attributes: GE_Effective Spoken Communicat. Must be enrolled in 
one of the following Concentration fields of study: Honors Program."
HONR 2041,Honors Great Works Seminar,3.0,"Exploration of themes in literature with an emphasis on writing and active 
learning. Course Attributes: AS-HUM - Humanities, GE_Knwlg/Princ of 
Aesthetics, .Must be enrolled in one of the following Concentration fields 
of study: Honors Program."
HONR 2261,Honors Nonverbal Communication Seminar,3.0,"The multiple facets of communication that involve things other than 
actual words. How people communicate using the eyes, touch, the 
environment, time, space, color, smell and other nonverbal codes. Course 
Attributes: Communication Studies, Effective Comm Non-Writing. Must 
be enrolled in one of the following Concentration fields of study: Honors 
Program."
HONR 2401,Honors Professional Ethics Seminar,3.0,"Major ethical theories and their application to professions and topics that 
arise in the professional setting. The role of institutions in ethical theory, 
the nature of professions, and responsibilities to clients and the public. An 
emphasis on active learning. Course Attributes: AS-HUM - Humanities, 
GE_Knwlg/Princ of Civics/Ethic, Informed Ethical Responses. Must be 
enrolled in one of the following Concentration fields of study: Honors 
Program."
HONR 2461,Diversity and Stratification,3.0,"The origins, institutionalization, and change of class, status, prestige, 
power, and other forms of social inequality with attention to the effects 
of stratification on individuals. Increasing importance of diversity 
in the modern world and understanding diversity and differences 
across dimensions including race, ethnicity, nationality, gender, 
sexual orientation, physical ability, social class, and religion. Group 
dynamics, status, and identity processes will also be discussed. 
Prerequisite(s):ENGL 1221 Minimum Grade of C or HONR 1221. 
Minimum Grade of C.Course Attributes: GE_Diverse Cultures. Must be 
enrolled in one of the following Concentration fields of study: Honors 
Program.
39"
HONR 2901,Honors Special Topics Seminar,3.0,"May be repeated as the topic varies. This course is repeatable for a total 
of 9 hours. Must be enrolled in one of the following Concentration fields of 
study: Honors Program. This course is repeatable for a total of 9 hours."
HONR 2971,Honors General Education Contract,0.0,"Activity enhancing an existing general education class to receive Honors 
Seminar credit. Must be approved by the Honors Program Committee. 
Must be enrolled in one of the following Concentration fields of study: 
Honors Program. This course may be repeated 3 times."
HONR 3901,Honors Advanced Topics Seminar,3.0,"Advanced topics for Honors. May be repeated as the topic varies. This 
course is repeatable for a total of 9 hours. Must be enrolled in one of the 
following Concentration fields of study: Honors Program. This course is 
repeatable for a total of 9 hours."
HONR 3971,Honors Major Contract,0.0,"Activity done under supervision of ONU faculty members enhancing 
a class in the student’s major or following up on experiential learning 
such as research experience for undergraduates (REU), study abroad, 
internship, co-op, practicum, or service-learning. Must be approved by 
the Honors Program Committee. Must be enrolled in one of the following 
Concentration fields of study: Honors Program. This course may be 
repeated 3 times."
HONR 3991,Honors Capstone Enhancement Research,1.0 to 3.0,"Research for the Honors Capstone Enhancement. Must be enrolled in 
one of the following Concentration fields of study: Honors Program. This 
course may be repeated 1 time."
HONR 4001,Honors Capstone Enhancement,1.0,"Final version of the Honors Capstone Enhancement and oral 
presentation. Must be enrolled in one of the following Concentration fields 
of study: Honors Program.
ROTC
(Reserve Officer Training Corps)
AIR FORCE ROTC
 
The Air Force Reserve Officers Training Corps (AFROTC) program, 
offered by the Department of Aerospace Studies on the Bowling Green 
State University campuses, provides college-level education to prepare 
interested men and women for commissioning as second lieutenants in 
the United States Air Force. The program emphasizes the development of 
each student’s sense of personal integrity, honor, individual responsibility 
and potential as a leader and manager.
 
The AFROTC program consists of a General Military Course (GMC) 
offered to freshmen and sophomores and a Professional Officer Course 
(POC) offered to selected juniors and seniors. Admission to the GMC 
is open to most U.S. citizens, male and female, over the age of 14. The 
student must be enrolled full-time in the university and registered for a 
minimum of 12 academic hours. The student spends one hour per week 
in AFROTC courses. Uniforms and AFROTC textbooks are provided 
without cost while the student is enrolled in the GMC. Enrollment of 
foreign students is governed by Air Force regulations.
 
Admission to the POC is on a competitive basis for those students 
who successfully complete the GMC. At a minimum, requirements for 
selection to the POC include successful completion of a four-week 
summer field training camp and an Air Force medical examination. The 
student must be of high moral character and demonstrate outstanding 
leadership potential. The student spends three hours per week in 
AFROTC courses. Enrollment of foreign students is governed by Air 
Force regulations.
 
For both GMC and POC, students will be required to attend weekly 
physical training (three times per week) and leadership lab (two hours per 
week). AFROTC leadership training activities are a part of each course and 
offer opportunities for practical leadership and teambuilding training and 
experience in a supervised environment. Students may also be eligible 
for different types of AFROTC scholarships. If available, scholarships may 
provide up to full college tuition, required fees, textbooks, and a monthly 
stipend. 
 
Students who successfully complete the AFROTC program and 
graduate from the University are commissioned as second lieutenants 
in the active duty U.S. Air Force. Commitment incurred is normally four 
years; however, students designated for pilot or navigator training will 
serve a longer commitment, based on the current Air Force requirements.
 
For additional information, contact AFROTC, Bowling Green State 
University, 419-372-2176, email det620@bgsu.edu.
DEPARTMENT OF AEROSPACE STUDIES
Subject - Aerospace Studies (AERO)
A TOTAL OF FOUR CREDITS EARNED IN AIR FORCE ROTC MAY 
COUNT TOWARD THE 120 SEMESTER HOURS NEEDED FOR GRAD-
UATION IN THE COLLEGE OF ARTS & SCIENCES"
AERO 1110,Air Force Heritage and Values 1.0,2.0,"Cadets will learn the foundations of Air Force values and organizational 
structure. The focus is on developing basic knowledge and comprehen-
sion of Air Force heritage, standards and customs and courtesies. An 
introduction to Air Force communication skills will also be covered. No 
military obligation or prerequisites - offered fall semester only. Credit may 
be offered for prior Active duty, Air Guard/Reserve duty, Civil Air Patrol or 
JROTC experience."
AERO 1120,Air Force Heritage and Values 2.0,2.0,"Candidates will learn the principles of war and the tenets of Airpower. 
The focus is on developing basic knowledge and comprehension of how 
the Department of Air Force is structured and how it supports National 
Defense. A continuation of Air Force communication skills will also be 
covered. No military obligation or prerequisites - offered in spring semes-
ter only. Credit may be offered for prior Active duty, Air Guard/Reserve 
Duty, Civil Air Patrol or JROTC experience."
AERO 2110,Air Force Team and Leadership Fundamentals 1.0,2.0,"Cadets will learn the foundations of the Air Force approach to team 
dynamics. Develops Air Force leadership traits through a broadening of 
listening, followership and problem solving skills. Credit maybe offered to 
prior Active duty, Air Guard/Reserve duty, Civil Air Patrol or JROTC ex-
perience. Dual enrollment with AERO 1110 allowed with department ap-
proval. No military obligation - offered fall semester only. Prerequisite(s):"
AERO 1110,"Minimum Grade of D or AERO 1120 Minimum Grade of D.
AERO 2120 Air Force Team and Leadership Fundamentals 2.0",2.0,"Cadets will expand on Air Force team dynamics through human relations 
and conflict management principles. Develops Comprehensive Airman 
Fitness and prepares cadets for a leadership capstone event. Credit may 
be offered for prior Active duty, Air Guard/Reserve duty, Civil Air Patrol 
or JROTC experience. Dual enrollment with AERO 1120 allowed with 
department approval. No military obligation - offered spring semester only
Prerequisite(s): AERO 2110 Minimum Grade of D and AERO 1110 Mini-
mum Grade of D and AERO 1120 Minimum Grade of D."
AERO 3110,Leading People and Effective Communication 1.0,3.0,"This course continues the development of future Air Force leaders by es-
tablishing a comprehensive level of knowledge on the enlisted force and 
cross cultural competence. Additionally, it expands on Air Force writing 
and briefing skills developed in the AERO 1000 and 2000 series courses. 
Prerequisites: Successful completion of Field Training, unless enrolled 
in a two-year commissioning program with department approval. Course 
Attributes: Requires Department Approval.
UNIVERSITY ACADEMIC PROGRAMS
40"
AERO 3120,Leading People and Effective Communication 2.0,3.0,"This course builds on the lessons learned and leadership attributes devel-
oped during AERO 3110. Air Force values and ethics are reinforced, and 
organizational climate assessment skills are introduced. Additionally, Air 
Force communication skills are enhanced through student presentation 
of lesson materials and briefings. Prerequisites: Successful completion of 
Field Training and AERO 3110, unless enrolled in a two-year commission-
ing program with department approval."
AERO 4110,"National Security/ Leadership Responsibilities/ Commis-
sioning Preparation 1.0",3.0,"This course delivers comprehensive elements of national security policy 
and process. The intent is for students to comprehend air and space 
power operations as well as understand selected roles of the military in 
society. Additionally, current domestic and international issues affecting 
the military profession will be discussed, as well as certain provisions of 
the military justice system. Prerequisite(s): AERO 3120 Minimum Grade 
of D.Course Attributes: Requires Department Approval."
AERO 4120,"National Security/ Leadership Responsibilities/ Commis-
sioning Preparation 2.0",3.0,"This course serves as the culmination of the AFROTC program and 
prepares cadets for transition to military life and the leadership of Airmen. 
Officer and Enlisted evaluations and military pay and benefits systems 
are covered in depth. The Law of Armed Conflict and the Oath of Office 
are internalized in preparation for commissioning. Prerequisite(s): AERO 
4110 Minimum Grade of D.Course Attributes: Requires Department 
Approval."
AASG 0961,Study Skills,1.0,"To increase study efficiency by emphasizing improvement in motivation, 
concentration and memory. Attention is also given to selected study 
skills including time-management, listening, note-taking, reading 
comprehension and testing. CREDIT EARNED DOES NOT SATISFY 
GRADUATION REQUIREMENTS FOR ANY PROGRAM OFFERED AT 
THE UNIVERSITY. Course Attributes: Requires Instructor Approval."
AASG 0971,Introduction to College Reading,2.0,"Designed to increase reading proficiency by focusing on comprehension, 
vocabulary, reading speed, and study skills. Reading ACT score of 18 
or below OR enrollment in AASG 0991 is required. CREDIT EARNED 
DOES NOT SATISFY GRADUATION REQUIREMENTS FOR ANY 
PROGRAM OFFERED AT THE UNIVERSITY. Must be enrolled in one of 
the following Classifications: Freshman."
