Code,Title,Credits,Description
AG 1113,INTRODUCTION TO AGRICULTURAL ECONOMICS,three,"Prerequisite: NONE 
The course covers the economic theory of production, marketing and 
consumption of agricultural products. The role and structure of agriculture in 
the American economy are also included."
AG 1124,INTRODUCTION TO THE ANIMAL SCIENCES,four,"Prerequisite: NONE 
This survey course deals with meat, milk, eggs, and other animal 
products, world needs and distribution of farm animals, production and 
management, quality standards, processing and distribution.  
Three lecture and two laboratory hours per week."
AG 1214,INTRODUCTION TO THE PLANT SCIENCES,four,"Prerequisite: NONE 
This basic course covers the concepts and principles of growth and 
distribution, classification, culture, and utilization of economic plants.  
Three lecture and two laboratory hours per week."
AG 2011,TOPICS IN AGRICULTURE,one,"Prerequisite: NONE 
This course involves the use of farm and ranch operators as resource 
personnel in discussions of current problems and issues in agriculture."
AG 2012,AGRICULTURE EDUCATION,two,"Prerequisite: NONE 
This is an entry-level course designed to help students explore teaching 
agriculture education as a career. Students will consider and reflect on 
the history, philosophy, and current issues affecting agricultural education 
and the nature of the educational process. Emphasis will be placed on the 
characteristics, duties, and responsibilities of successful teachers, the 
components of an agricultural education program, state teacher 
certification requirements, and student differences and special needs."
AG 2423,HEAVY EQUIPMENT OPERATION I,three,"Prerequisite: NONE 
This course introduces fundamental machine functions, safety practices, 
and maintenance. It is designed to develop apprentice-level skills in the 
operation of heavy equipment. In addition, students will identify career 
options that exist for heavy equipment operators."
AG 2523,HEAVY EQUIPMENT OPERATION II,three,"Prerequisite: AG 2423 
This is a continuation of AG 2423 and allows students to develop an 
understanding of basic surveying techniques, receive extensive training in 
safety regulations and procedures, and learn how to handle controls 
precisely and judge distances accurately. This course also promotes 
awareness of potential job site difficulties and allows students to gain 
knowledge of work ethic expected by employers in the construction."
AG 2810,SPECIAL PROBLEMS IN AGRICULTURE,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Agriculture. Course may be repeated for credit.  
Credit:  V aries from one to four s e m e s t e r  hours 
 
AGRICULTURE LEADERSHIP (AGL)"
AGL 1511,INTRODUCTION TO LEADERSHIP,one,"Prerequisite:  NONE 
This course introduces students to the concept of leadership as a field of 
study.  Emphasis is placed on the application of acquired knowledge to 
practical problems."
AGL 2303,PERSONAL LEADERSHIP DEVELOPMENT,three,"Prerequisite:  NONE 
This course focuses on how leaders identify key attributes of leadership  
and link them to their own unique vision, values and personal strengths."
AGR 2013,NATURAL RESOURCE AND ECOLOGY MANAGEMENT,three,"Prerequisite: NONE 
This course is the study of natural plant and animal processes and how 
man interacts and regulates these. Issues such as factory farming, animal 
welfare, pesticides and water quality, world food supply and global 
warming will be discussed. Designed for the non-agriculture major."
AGR 2124,SOIL AND SOIL MANAGEMENT,four,"Prerequisite: One-year inorganic chemistry 
The survey course deals with the fundamentals of soil origin, 
development, classification, fertility, and management.  Laboratory is 
devoted to analytical procedures relevant to the chemical and physical 
conditions of soil. Three lecture and two laboratory hours per week."
AGR 2324,PRINCIPLES OF RANGE MANAGEMENT,four,"Prerequisite: AG 1214 & AG 1124 
This course involves a study of the general principles of range and 
 
murray-state-college|murray-state-college
pasture management. Principles of forage plant properties, ecology and 
management of rangelands for sustained production are covered. Three 
lecture and two laboratory hours per week."
AGR 2810,SPECIAL PROBLEMS IN AGRONOMY,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Agronomy. Course may be repeated for credit.  
Credit: Varies from one to four semester hours 
 
AMERICAN SIGN LANGUAGE (ASL)"
ASL 2613,AMERICAN SIGN LANGUAGE I,three,"Prerequisite: NONE 
This course consists of the principles, methods, and techniques of 
communicating manually with the deaf. Emphasis will be on developing 
manual communication skills, a basic vocabulary in American Sign 
Language and an understanding of the basic grammatical principles of 
American Sign Language."
ASL 2623,AMERICAN SIGN LANGUAGE II,three,"Prerequisite: ASL 2613 
This course provides continued development of American Sign Language 
vocabulary and A.S.L. grammar. Emphasis will be on developing 
expressive and receptive signing skills in ASL."
AP 1113,APPLIED ANATOMY,three,"Prerequisite: NONE 
This is a single semester course designed to cover concepts associated 
with cell biology, histology, and gross anatomy of the human body. The 
cardiovascular system, respiratory system, and nervous system will be 
covered; but an emphasis will be placed on the skeletal and muscular 
systems. Physiological processes associated with energy production, 
energy consumption, and movement will also be introduced."
AP 2124,HUMAN ANATOMY AND PHYSIOLOGY I,four,"Prerequisite:    C or better in BIO  1404 
Students with a declared Nursing, Physical Therapy Assistant, or 
Occupational Therapy Assistant majors can get prerequisites waived by the 
Nursing Program Director, the PTA Program Director, or the OTA Program 
Director. 
This is the first course in a two-course sequence designed to provide the 
student with knowledge of human anatomy and physiology starting from 
the molecular level and progressing to the level of integrated systems. 
Topics covered include anatomical terminology, cell structure and function, 
tissue organization as well as histology and physiology of the following 
body systems: integumentary system, skeletal system, muscular system, 
and nervous system. Laboratory sessions include histological examination 
of tissues, mammalian dissections, and physiological exercises appropriate 
to each system. Three lecture and three laboratory hours per week."
AP 2134,HUMAN ANATOMY AND PHYSIOLOGY II,four,"Prerequisite:  C or better in AP 2124 
This is the second in a two-course sequence designed to provide the 
student with knowledge of human anatomy and physiology starting from 
the molecular level and progressing to the level of integrated systems. 
The anatomy and physiology of the following systems will be studied 
in both lecture and lab: special senses, the endocrine system, the 
cardiovascular system, lymphatic 
system, the immune system, the 
respiratory system, the digestive system, the urinary system and 
reproduction system. Three lecture and three laboratory hours per week."
AP 2810,SPECIAL PROBLEMS IN ANATOMY AND PHYSIOLOGY II,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Anatomy and Physiology. Course may be repeated for credit.  
Credit: Varies from one to four semester hours 
 
ANIMAL SCIENCE (ANS)"
ANS 1101,LIVESTOCK JUDGING AND EVALUATION,one,"Prerequisite: NONE 
Practice is afforded in the evaluation and selection of species and types of 
farm livestock including beef cattle, dairy cattle, sheep, swine, and 
horses. The course will include the judging of classes of breeding and 
market animals with written and oral reasons."
ANS 1112,LIVESTOCK SELECTION AND CARCASS EVALUATION,two,"Prerequisite: ANS 1101 or permission of instructor 
Emphasis will be placed on carcass evaluation of meat animals. 
Slaughtering and processing of farm meats will be included."
ANS 2012,"LIVESTOCK GROOMING, FITTING AND SHOWING",two,"Prerequisite: NONE 
This course deals with the fundamentals behind grooming, fitting and 
showing of livestock. Practical application of the skills presented in the 
course will be evaluated in a showmanship contest at the end of the 
course."
ANS 2123,LIVESTOCK FEEDING,three,"Prerequisite: NONE 
Nutrients and their functions, nutrient requirements of the various classes 
of 
livestock, composition and classification of feedstuffs and ration 
formulation are covered. Two lecture and two laboratory hours per week."
AS 2810,SPECIAL PROBLEMS IN ANIMAL SCIENCE,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Animal Science. Course may be repeated for credit.   
Credit: Varies from one to four semester hours 
 
ART (ART)"
ART 1103,CERAMICS I,three,"Prerequisite: NONE 
Ceramics I will cover a variety of building techniques, glazing and ceramics 
terminology. Students will develop basic hand building skills (pinch, coil 
 
murray-state-college|murray-state-college
and slab), demonstrate basic glaze theory and application, and exhibit 
basic knowledge of the firing processes. Four laboratory hours per week by 
arrangement with the instructor."
ART 1113,ART APPRECIATION,three,"Prerequisite: NONE 
Art Appreciation is the study of art from a variety of different background 
and culture as both product and process. Aesthetic judgment making in 
evaluation of art from different times and places is stressed. It is an 
illustrated lecture course that examines the functions of the visual arts in 
contemporary life. The historic development of art in western culture is 
included where it is relevant to the appreciation of modern art."
ART 1123,DESIGN I,three,"Prerequisite: NONE 
Design I is a study of the principal elements of two-dimensional design. 
Those elements include color, perspective, fundamental drawing concepts 
and compositional elements. By using a variety of materials students will 
apply the information to a series of studio assignments."
ART 1133,DESIGN II,three,"Prerequisite: NONE 
Design II is a continuation of Design I. This course is a study and analysis 
of three-dimensional forms. By using a variety of materials and 
processes, the student will complete a series of studio assignments."
ART 2103,DRAWING II,three,"Prerequisite: NONE 
Drawing II will continue to develop the student’s understanding of the 
concepts of drawing. Students will continue to develop their skills in color 
media by using a variety of sources and environments. Four laboratory 
hours per week by arrangement with the instructor."
ART 2113,WATERCOLOR I,three,"Prerequisite: NONE 
Watercolor I will develop skills in watercolor painting, stressing form and 
composition, visual perception and individual expression. Students will 
develop their understanding of composition and theory as it relates to 
transparent 
painting media. Four laboratory hours per week by 
arrangement with the instructor."
ART 2123,PAINTING I,three,"Prerequisite: NONE 
Painting I will develop skills in opaque painting, stressing form and 
content, visual appreciation and individual expression. Students will 
develop conceptual skills in various painting methods, compositions and 
color theories. Four laboratory hours per week by arrangement with the 
instructor."
ART 2203,CERAMICS II,three,"Prerequisite: NONE 
Ceramics II continues to develop the student’s skills in a variety of 
ceramic techniques. Students will continue to develop their glazing and 
knowledge of ceramic and its terminology. Students will continue the 
development of hand building and throwing techniques, and the 
development of their personal style within the ceramic medium. Four 
laboratory hours per week by arrangement with the instructor."
ART 2810,SPECIAL PROBLEMS IN ART,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Art. C o u r s e  m ay be repeated for credit  
Credit: Varies from one to four semester hours 
 
BIOLOGY (BIO)"
BIO 1114,GENERAL BIOLOGICAL SCIENCE,four,"Prerequisite:  Must have a 15 or higher on the Science portion of the ACT.  
Students that have not taken a science class in 5 years or more need to 
take this class prior to enrolling in sophomore level science courses.  This 
is a general education course directed toward non-majors. It covers a wide 
range of basic biological concepts and introduces the student to the 
scientific process. Topics introduced will include basic chemistry, 
introductive 
cell 
structure 
and 
function, 
Mendelian 
genetics, 
biotechnology, evolution, ecology, health and nutrition. Three lecture and 
two laboratory hours per week."
BIO 1404,PRINCIPLES OF BIOLOGY l,four,"Prerequisite: A 15 or higher on the science portion of the ACT and declare 
a Science or Allied Health major.  Students that have not taken a science 
class in 5 years or more need to take this class prior to enrolling in 
sophomore level science courses.  This course is designed for biology 
and life science-related majors. This class will introduce students to 
important biological concepts as well as the scientific process. Topics 
covered will include the chemistry of biological molecules, cell structure 
and function, metabolism, meiosis and mitosis, Mendelian and molecular 
genetics and biotechnology. Three lecture hours and two laboratory hours 
per week."
BIO 2810,SPECIAL PROBLEMS IN BIOLOGY,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Biology. Course may be repeated for credit.   
Credit: Varies from one to four semester hours 
 
BOTANY (BOT)"
BOT 1114,GENERAL BOTANY,four,"Prerequisite: NONE 
This course is a basic introduction to the life processes and structure 
of the higher plants. Emphasis is on basic plant physiology, morphology 
and anatomy. Students will study plant cell structure and function 
(including photosynthesis and respiration), flower structure and function, 
 
murray-state-college|murray-state-college
the seed and fruit, stem, root and leaf structure, and plant identification. 
Three lecture and two laboratory hours per week."
BOT 2810,SPECIAL PROBLEMS IN BOTANY,,"Prerequisite: Program Chair approval  
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Botany. Course may be repeated for credit.   
Credit: Varies from one to four semester hours 
 
BUSINESS (BUS)"
BUS 2763,PROFESSIONAL DEVELOPMENT,three,"Prerequisite: NONE 
This course is organized around the premise that the techniques and 
personal qualities students need to find the best possible job in a 
particular field are identical to those that they must develop and refine in 
order to become effective and promotable employees."
BUS 2810,SPECIAL PROBLEMS IN BUSINESS,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Business. C o u r s e  m ay be repeated for credit. 
Credit: Varies from one to four semester hours 
 
BUSINESS COMMUNICATIONS"
BC 2113,BUSINESS COMMUNICATIONS,three,"Prerequisite: ENG 1113 
This course is designed to provide the student with the opportunity to study 
the various types of business communications. Students will learn to 
prepare professional, letters suitable for mailing that inform, 
explain, direct, instruct, and sell, as well as letters that seek credit, 
collection, recommendation, and application. Students will develop oral 
communication skills through the preparation and delivery of several 
formal presentations. Course activities also include the discussion of job  
interview techniques and development of interviewing skills."
BC 2810,SPECIAL PROBLEMS IN BUSINESS COMMUNICATIONS,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests and other special projects/events/activities related to 
Business Communications. Course may be repeated for credit.   
Credit: Varies from one to four semester hours 
 
BUSINESS MANAGEMENT (BM)"
BM 1103,INTRODUCTION TO BUSINESS,three,"Prerequisite: NONE 
This course gives the beginning business student background information 
related to the scope of business activity and the methods of solving 
business 
problems. Emphasis is placed upon units dealing with 
management, finance, marketing, business organizations, stocks and 
bonds, business law, and accounting."
BM 1403,BUSINESS MATHEMATICS,three,"Prerequisite: NONE 
This course is designed to develop knowledge and skill in the computation 
of practical financial problems of a business and personal nature. A 
thorough review of the fundamental processes of mathematics will begin 
the course and topics that follow will include percentages, trade, cash 
and bank discounts, simple and compound interest, credit sales and billing, 
mark up and mark down, payroll, social security and other taxes, 
installment buying and periodic payments, negotiable instruments, 
depreciation and inventory valuation methods. This course does not meet 
math requirements for general education."
BM 2013,PRINCIPLES OF MANAGEMENT,three,"Prerequisite: NONE 
This course provides instruction in principles of management that have 
general applicability to all types of enterprises, basic management 
philosophy and 
decision making, principles involved in planning, 
organizing, leading, and controlling, and recent concepts in management."
BM 2023,PRINCIPLES OF CUSTOMER SERVICE,three,"Prerequisite: NONE 
This course focuses on customer service as a profession, the skills required 
to be successful in customer service situations, the knowledge to build and 
maintain customer relationships and customer retention."
BM 2043,INTRODUCTION TO RETAILING,three,"Prerequisite:  NONE 
Principles of modern retailing emphasizing consumer behavior, store location 
and layout, retail pricing and merchandise management are studied."
BM 2103,INTRODUCTION TO HOSPITALITY MANAGEMENT,three,"Prerequisite:  NONE 
This course is designed to acquaint students with career opportunities, the 
scope, the development, the history of the hospitality industry and provide 
an overview of the management functions and concerns associated with 
hospitality operation."
BM 2123,MARKETING,three,"Prerequisite: NONE 
This course is a study of the institutions engaged in the movement of goods 
and services from producers to consumers. Also included are the 
functions, methods, channels, pricing, and regulation of marketing policies."
BM 2203,PRINCIPLES OF SUPPLY CHAIN,three,"Prerequisite: NONE 
This course will explore the principles of supply chain to include the 
evolution of supply chain to current 21st Century models, supply chain 
information technology, the value proposition of logistics, imperative 
customer accommodation, logistical operations to include transportation, 
warehouse design and network design. Finally, this course will explore 
supply chain administration to include relationship management, 
performance measurement and trends."
BM 2213,INTERNATIONAL BUSINESS,three,"murray-state-college|murray-state-college
Prerequisite:  NONE 
This course is a general survey of the unique problems faced by firms      
engaging in international activities.  It will cover the importance of 
understanding the foreign economic, social, political, cultural, and legal 
environment.  The mechanics of importing and exporting, joint venture, 
franchising, and subsidiaries will be studied.  International dimensions of 
management, marketing and accounting as well as international financial 
management will be included.  The aspect of human resource implications 
in international business as well as the special problems of multi-national 
corporations will be discussed. Recent problems of the international 
economic system will be included in this course as well as country risk 
analysis."
BM 2503,HUMAN RESOURCE MANAGEMENT,three,"Prerequisite:  NONE 
This course provides up-to-date information on contemporary issues, trends 
and legislation related to human resource management.  The major human 
resource management processes are covered, including human resource 
planning, job design, staffing, training and development, motivation, 
performance appraisal and review, compensation and reward, protection and 
representation and organization improvement.  Historical perspectives on 
many aspects of human resources management are also discussed."
BM 2513,BUSINESS MANAGEMENT INTERNSHIP I,three,"Prerequisite: Business Management major or instructor permission 
This course provides the opportunity for students to earn college credit for 
employment situations to include:  traditional employment (full-time and 
part-time), work-study, volunteer, clinical training, internships, and service 
learning.  Human Relations in Organizations will be covered in the course.  
This course will include the application of theory and practices to on-the-job 
training relating to the student’s specific field of study."
BM 2523,BUSINESS MANAGEMENT INTERNSHIP II,three,"Prerequisite: BM 2513 
This course is one part of a three-part program developed to provide the 
opportunity to earn college credit for employment situations to include 
traditional employment (full-time and part-time), work-study, volunteer, 
clinical training and service learning. Leadership will be the focus for the 
course and will involve an application in theory and practices to on-the-job 
training."
BM 2533,SMALL BUSINESS OWNERSHIP AND MANAGEMENT,three,"Prerequisite: ACC 2103 or ACC 1113 
Study is made of problems faced in creation and early growth periods of 
business enterprises; such as accounting, finance, opportunity recognition, 
management, marketing and consumer economics. To solidify the 
concepts covered, students are asked to create a plan for implementation 
and operation of a new business venture. Also, an interdisciplinary 
problem-solving approach with emphasis on ""live"" case studies will be 
used."
BM 2603,SPECIALIZED WORD PROCESSING,three,"Prerequisite: CIS 1113 or one year of high school computer classes with a 
grade of “B” or higher. 
This is an advanced course designed to assist students to increase 
proficiency in processing data. Emphasis is on those types of programs 
most likely to be used by office personnel. Special attention is given to 
word processing applications. This is a hands-on, heavily user-oriented 
course."
BM 2613,BUSINESS ETHICS,three,"Prerequisite: NONE 
A course in ethics that includes case studies of situations that poses moral 
and ethical problems in business. The course focuses on what constitutes 
right or wrong behavior in the business world and how business people 
use moral and ethical principles to solve problems and situations in the 
workplace."
BM 2723,SPREADSHEET APPLICATIONS,three,"Prerequisite: CIS 1113 or one year of high school computer classes with a 
grade of “B” or higher. 
This course provides the student with an intensive study of selected 
spreadsheet applications. The student will apply the basic theoretical and 
practical concepts of an electronic spreadsheet as used in business 
applications. Study will include the design and creation of worksheets, 
templates, graphs, macros and other options as they apply to the software 
being used. This is a heavily hands-on, user-oriented course."
BM 2810,SPECIAL PROBLEMS IN BUSINESS MANAGEMENT,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Business Management. Course may be repeated for credit.  
Credit: Varies from one to four semester hours 
 
CHEMISTRY (CHM)"
CHM 1114,GENERAL CHEMISTRY I,four,"Prerequisite: NONE 
Given each semester and required of first year college students majoring 
in Agriculture, Engineering, or Science.  The course deals with the 
fundamentals of general chemistry and consists of lectures, recitations, 
written exercises and laboratory experiments. It is essential that students 
of this course be well grounded in mathematics. Three lecture and three 
laboratory hours per week."
CHM 1214,GENERAL CHEMISTRY II,,"Prerequisite: Must have a C or better in CHM 1114 
Given each semester, this course is a continuation of course 1114. It is 
required of the same students and is conducted in the same manner as"
CHM 1313,GENERAL ORGANIC BIOCHEMISTRY,three,"Prerequisite:  NONE 
This course provides an overview of general inorganic chemistry, organic 
chemistry, and biochemistry.  Course content will include unit conversions, 
atomic structure as it relates to chemical bonding, pH of acids and bases, 
equilibrium, and electrolytes.  The course also introduces topics from 
organic chemistry such as structural theory of carbon-based compounds, 
functional groups, and stereochemistry.  The biochemistry of the four 
major biological molecules (carbohydrate, protein, nucleic acids, and 
lipids) will also be presented in this course."
CHM 2345,ORGANIC CHEMISTRY,five,"Prerequisite: CHM 1114 and 1214 
Required of second-year college students majoring in Agriculture and 
other curricula, the course includes a brief introduction on physiological 
chemistry, and consists of lectures, recitations, written exercises and 
laboratory experiments. The laboratory work includes the preparation and 
purification of some of the more common compounds as well as the 
performance of many fundamental laboratory processes. Three lecture 
and four laboratory hours per week."
CHM 2810,SPECIAL PROBLEMS IN CHEMISTRY,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Chemistry. Course may be repeated for credit.  
Credit: Varies from one to four hours 
 
CHICKASAW (CHA)"
CHA 2243,CHICKASAW HUMANITIES I,three,"Prerequisite: NONE 
Explore Chickasaw history, art, culture, government, language and 
philosophy alongside Western thought and humanities of the same time 
periods. Basic Chickasaw language instruction is a component and weekly 
written assignments are required based on readings provided. Students 
discuss responses to readings each week."
CHA 2253,CHICKASAW HUMANITIES II,three,"Prerequisite: NONE 
Students continue studies of Chickasaw history, art, culture, government, 
language and philosophy contrasted to that of other North American 
tribes. Weekly written assignments, basic Chickasaw language instruction 
and a class discussion format are all components of Clement II. Clemente 
I is not a prerequisite for this course."
CD 1243,"HEALTH, SAFETY & NUTRITION FOR CHILDREN",three,"Prerequisite: NONE 
This course is designed to provide the student an understanding of the 
principles and practices for development of positive health, safety and 
nutrition practices for children. The laboratory provides opportunity for 
application of these principles. Two lecture and two laboratory hours per 
week."
CD 1253,INFANT AND TODDLER PROGRAMS,three,"Prerequisite: NONE 
This course is designed to provide the student an understanding of the 
developmental processes and environmental factors that affect physical 
growth and emotional and social development from conception to three 
years of age. It includes skills for individual care of infants or toddlers such 
as daily schedules, record keeping, food preparation, age appropriate 
discipline techniques and activities. Two lecture and two laboratory hours 
per week."
CD 1353,CHILD AND FAMILY DEVELOPMENT,three,"Prerequisite: NONE 
This course is designed to provide the student knowledge of the child 
from conception to adolescence in the areas of physical, intellectual, social 
and emotional growth. The laboratory provides opportunity for observation 
of these developments. Two lecture and two laboratory hours per week."
CD 2453,CURRICULUM PLANNING,three,"Prerequisite: NONE 
This course is designed to provide the student the skills and techniques 
of program planning, room arrangement and scheduling of activities for 
young children in group settings (including long range, weekly, daily) and 
activity plans and objectives for activities. The laboratory provides for 
application of these techniques and skills. Two lecture and two laboratory 
hours per week."
CD 2463,ADMINISTRATION OF CHILD CARE CENTERS,three,"Prerequisite: NONE 
This is a course with emphasis on managerial principles; skills, knowledge 
and attitudes required of managers of the growing number of child care 
centers. Two lecture and two laboratory hours per week."
CD 2533,GUIDANCE OF YOUNG CHILDREN,three,"Prerequisite: NONE 
This course is designed to provide the student an understanding of the 
principles and techniques of guiding children in group and individual 
settings. General understanding of behavior patterns of children, 
methods of guiding and directing children's behavior, and activities for 
positive growth and development are studied. The laboratory provides for 
application of these principles. Two lecture and two laboratory hours per 
week."
CD 2543,CREATIVE ARTS FOR CHILDREN,three,"Prerequisite: NONE 
This course is designed to provide the student an understanding of the 
principles and practices for the development of skills and techniques for 
working with children in creative arts-art, music, drama and poetry. The 
laboratory provides opportunity for application of these principles.  
Two lecture and two laboratory hours per week."
CD 2553,COGNITIVE ACTIVITIES FOR CHILDREN,three,"Prerequisite: NONE 
This is a laboratory course with specific emphasis on the development of 
skills and techniques for working with young children in cognitive 
activities--math, science, social science, and field trips. An understanding 
of each area and presentation of learning experiences and activities to 
children in a group setting is developed. Two lecture and two laboratory 
hours per week."
CD 2563,FAMILY AND COMMUNITY RELATIONS,three,"Prerequisite: NONE 
This course will enable students to develop the skills and techniques for 
working with parents and community in relation to the child care setting. 
It includes methods for communication, parent involvement, and parent 
education. Two lecture and two laboratory hours per week."
CD 2573,CHILDREN WITH SPECIAL NEEDS,three,"Prerequisite: NONE 
This is a laboratory course to develop an understanding of children with 
special needs, their world, their families, and their problems, through 
working with them. The special needs of children and development of 
methods for working with them and their families to develop each child's 
greatest potential are recognized. Two lecture and two laboratory hours per 
week."
CD 2583,LANGUAGE & PHYSICAL SKILLS FOR CHILDREN,three,"Prerequisite: NONE 
This course is designed to provide the student the skills and techniques 
for working with students in language development and physical skills 
activities. The laboratory provides opportunity for application of these 
principles. Two lecture and two laboratory hours per week."
CD 2593,THE SCHOOL-AGE CHILD,three,"Prerequisite: NONE 
This course is designed to provide the student an understanding of the 
development, appropriate environments, materials and activities and 
teaching and guidance techniques for the child 5-13 years. It focuses 
on the social, emotional, mental and physical developmental processes. 
It includes interpreting Oklahoma licensing standards, problem-solving 
techniques and personal qualities as related to guiding children 5-13.  
Two lecture and two laboratory hours per week."
CD 2810,SPECIAL PROBLEMS IN CHILD DEVELOPMENT,,"Prerequisite: Program Chair approval 
This course is designed specifically for special seminars, special studies, 
special interests, and other special projects/events/activities related to 
Child Development. C o u r s e  may be repeated for credit.  
Credit: Varies from one to four semester hours 
 
COMMUNICATION (COM)"
COM 1133,PHOTOJOURNALISM I,three,"Prerequisite: NONE 
This course will introduce students to basic: photography skills, composition, 
and equipment; photography for various types of news and media events; 
and legal and ethical concerns involving photojournalism."
COM 1153,VOICE AND DICTION,three,"Prerequisite: NONE 
This course is a study of the physiology of speech, including such concepts 
as 
improvement of vocal control, expansion of vocabulary, and 
introduction to the International Phonetic Alphabet."
