code,title,credits,description
AFAM 236,African American Literature,3,"A study of African-American literature from colonial America to the contemporary with an 
emphasis on intersectionality. Readings may include slave narratives, literature of the Civil 
Rights Movement, and women’s writings. Also offered as ENGL 236."
AFAM 276,Theologies of the Civil Rights Movement,3,"An analysis of the Civil rights Era as a time of controversy within American Christianity. 
Students will compare the diverse theological orientations of the various participants in this 
controversy: from nonviolent Civil Rights activists to white ""moderates"" to white terrorists 
to Black Power leaders. Students will reflect on what this theological history means for 
Christians confronting social injustice today. Also offered as THEO 276."
AFAM 333,The Civil War and Reconstruction Eras,3,"This course explores the causes, course, and consequences of the American Civil War, from 
the 1840s through the 1870s.  The course will examine the following themes: the crisis of 
union and disunion; slavery, race, and emancipation; the experience of modern, total war for 
individuals and American society;  the political and social challenges of Reconstruction; and 
the question of why the Civil War era has a unique hold on American historical memory.  
Prerequisite: sophomore standing. Also offered as HIST 333."
AFAM 335,The African-American Freedom Struggle,3,"This course explores the efforts of African Americans to achieve civil rights beginning in the 1860s 
through the present day. In addition to providing a broad chronological and thematic framework 
for understanding the movement, this course will also introduce students to a diverse array of 
primary sources that will help develop an understanding of the major themes of the Civil Rights 
Movement and familiarize students with some of the major historiographical interpretations of 
the period. Also offered as HIST 335. Prerequisite: sophomore standing."
AFAM 336,Poverty and Discrimination,3,"This course explores how the discipline of economics can explain and analyze the causes 
and effects of poverty and discrimination on various parts of the population. Students will 
be introduced to economic theories of poverty and discrimination, ways to measure each 
(and the problems associated with these measures), and a description of the success and 

failures of public policies designed to curtail discrimination in the US. Prerequisite: ECON 
237 or instructor approval."
AFAM 339,History of Southern Africa,3,"This course examines the rich complexity of southern Africa, its varied cultures and diverse 
societies. By interpreting primary and secondary sources, students explore the impact of 
European colonization on Southern African societies, examine the interactions of various 
settler groups and indigenous societies and trace the socio-economic changes wrought by 
South Africa’s incorporation into the industrial-capitalist world system.  In the second half 
of the course, students do research to examine the rise and fall of apartheid and assess Nelson 
Mandela’s role in the process of creating a modern multicultural state. Special attention will 
be given to analyzing different ideologies and strategies that shaped the liberation struggle 
as well as the question of how gender has shaped and still shapes the identities of South 
Africans and their social interactions. Prerequisite: sophomore standing. Also offered as"
HIST 339,VART 131. Drawing 1,3,"Drawing for potential art majors as well as those with little or no previous drawing 
experience. Basic concepts emphasizing the formal elements of drawing. Media include pencil, 
charcoal and pen and ink."
VART 136,Art Appreciation,3,"A basic course in art appreciation and perception. Concepts common to painting, sculpture, 
architecture and the minor arts are stressed through lecture sessions."
VART 138,Design I,3,Introduction to the formal elements of design and principles of visual organization.
VART 231,Drawing II,3,"Theory and practice in the elements of drawing with emphasis on the human figure. 
Prerequisite: VART 131 or consent of instructor."
VART 232,Computer Design I.,3,"Introduction to graphic design on the computer using Adobe Photoshop and Illustrator. There 
are no prerequisites for this course and it is open to all students without prior knowledge of 
computer imaging software."
VART 233,Painting I,3,"Introduction to painting media and techniques. Personal expression through pictorial 
organization is stressed."
VART 235,Sculpture I,3,"Fundamental techniques and 3-dimensional concepts in producing sculpture in clay, plaster 
and other materials."
VART 237,Printmaking I,3,"Introduction to printmaking media and techniques. Personal expression through pictorial 
organization is stressed."
VART 238,Visual Literacy,3,"Designed for the non-major, this course introduces students to the contemporary challenges 
of reading, comprehending, and creating visual communication in an expanded sense. 
Students are introduced to a common language for describing visual communication and then 
apply rules to create and analyze a wide variety of content. Best practices for a variety of 
applications including quantitative graphical forms, photography, advertising, and motion 
graphics are applied in lab using Power Point, Excel, Photoshop, and Illustrator."
VART 272,Ceramics I,3,"Basic techniques in forming, decoration, and firing pottery. Emphasis on hand-building with 
introduction to wheel thrown forms."
VART 273,Art Concepts,3,Basic art activities in a variety of media and materials for teachers of all grades.
VART 274,Art History of the Western World I,3,"A survey of painting, sculpture and architecture from prehistory through 1400. Non- Western 
art traditions included. Artistic styles, individual artistic achievements and cultural contexts 
will be examined."
VART 275,Art History of the Western World II,3,"A survey of painting, sculpture and architecture from 1400 through the present. 
Movements in style, achievements of artists and cultural contexts will be examined. (Note: 
VART 274 is not a prerequisite)"
VART 332,Drawing III,3,"Continuation of VART 231, with emphasis on further investigation of drawing concepts and 
structure. Prerequisite: VART 131, 231 or consent of instructor."
VART 333,Painting II,3,"Emphasis on development of personal style, specialized concepts and techniques. 
Prerequisite: VART 233 or consent of instructor."
VART 335,Sculpture II,3,"Emphasis on development of personal style, specialized concepts and techniques related to 3-
dimensional art. Prerequisite: VART 235."
VART 336,Design II,3,Color theory as well as concepts related to 3-dimensional form.
VART 337,Printmaking II,3,"Emphasis on development of personal style, specialized concepts and techniques. 
Prerequisite: VART 237 or consent of instructor."
VART 339,Watercolor,3,"Investigation of composition, color, techniques and materials related to watercolor."
VART 372,Ceramics II,3,"Continuation of VART 272 with further emphasis on wheel thrown forms, introduction to glaze 
calculations with emphasis on individual expression through combinations of hand-building 
and wheel throwing. Prerequisite: VART 272 or consent of instructor."
VART 378,Photography,3,"Introduction of historic, nontraditional and alternative methods of creating photographic 
imagery with the use of medium format film."
VART 379,Special Topics,3,"Designed to provide specialization in various media taught in the department. 
VART 410, 420, 430. Independent Study (X:0:X) 
Independent research in the visual arts under departmental supervision. Prerequisite: Consent 
of instructor."
VART 414,Senior Seminar I (Capstone research course),1,"The course is to be taken by senior art majors one semester prior to graduation. The student 
will outline a course of research that includes critical aesthetic and ethical reading in order 
 
to fully develop a body of visual art for public display either on or off-campus. Through the 
writing and individual and group critiques of studio work, students will rigorously examine 
the work they create in order to prepare for leadership roles in their professional careers."
VART 424,Senior Seminar II (Capstone seminar course),2,"Required of all art majors during their semester of graduation. The seminar emphasizes 
continued professional development of individuals in  pursuit  of  careers  in  the visual 
arts and has the following components: exhibition and presentation methods, 
documentation and community service through the arts. Preparation of the body of work 
developed in VART 424 for exhibition, production of a digital portfolio, development of a 
resume, artist’s statement, and biography, initiation and/or participation in community service 
and volunteer projects during the course of study that are related to the arts using the 
skills that have been acquired in the process of art-making."
VART 436,Environmental Design,3,"Exploration of three methods of environmental sculpture that include site specific, 
installations and earthworks."
VART 473,Advanced 2-Dimensional Studio,3,"Continuation of 2-dimensional interest (painting or printmaking) with introduction to 
contemporary ideas of art, emphasis on craft and broadening of critical thinking skills in 
preparation for a career in the visual arts. Prerequisite: Completion of 100 and 200 level 
required courses toward art major or consent from instructor."
VART 474,Advanced 3-Dimensional studio,3,"Continuation of 3-dimensional interest (ceramics or sculpture) with introduction to 
contemporary ideas of art, emphasis on craft, and broadening of critical thinking skills in 
preparation for a career in the visual arts. Prerequisite: Completion of 100 and 200 level 
required courses toward art major or consent from instructor."
ATHL 512,Research Project,1,"Independent study and research in a specific area of interest. Students will focus on specific 
areas needed for completion of their research project including but not limited to Institutional 
review process, data collection, data analysis, and results section of a manuscript."
ATHL 513,Case Analyses of Musculoskeletal Injury,1,"The course includes a serial analysis of musculoskeletal case studies. It gives students an 
opportunity to critically analyze prior learned evaluative techniques in real world situations. It 
teaches students to align how musculoskeletal anatomy and physiologic response to stress 
contribute to the formation of key features in specific musculoskeletal injury patterns."
ATHL 530,Athletic Training Concepts,3,"An introduction to clinical patient care in the athletic training profession. Students will be 
introduced to the core competencies for allied health professions and how disablement affects 
care decisions. Domains of the Board of Certification's Practice Analysis will be used to 
discuss foundational knowledge, skills, and abilities of the athletic trainer. Prerequisite: 
Acceptance to the Professional Phase of the Athletic Training Program."
ATHL 531,Clinical Practice 1,3,"This course is intended for students who are enrolled in the professional portion of the 
athletic training program. This is a laboratory-based course designed to begin instruction 
and evaluation of clinical proficiencies in athletic training. Students will be assigned as the 
primary health care provider in a specific clinical setting and provide care under the direct 
supervision of clinical preceptors. Weekly meetings will reinforce 
concepts learned in the 
clinical setting. Prerequisite: Acceptance to the Professional Phase of the Athletic Training 
Program."
ATHL 532,Clinical Practice 2,3,"This course is designed to build upon the clinical concepts begun in the Clinical Practice 
1 course. This is a laboratory-based course designed to continue instruction and evaluation 
of clinical proficiencies in athletic training. Students will be assigned as the primary health 
care provider in a specific clinical setting and provide care under the direct supervision of 
clinical preceptors. Weekly meetings will reinforce concepts learned in the clinical setting. 
Prerequisite: ATHL 531."
ATHL 533,Clinical Practice 3,3,"This course is designed to build upon the clinical concepts begun in the Clinical Practice 
2 course. This is a laboratory-based course designed to continue instruction and evaluation 
of clinical proficiencies in athletic training. Students will be assigned as the primary health 
care provider in a specific clinical setting and provide care under the direct supervision of 
clinical preceptors. Weekly meetings will reinforce concepts learned in the clinical setting. 
Prerequisite: ATHL 532."
ATHL 534,Clinical Practice 4,3,"This course is designed to allow students to practice and gain confidence in the clinical skills and 
concepts covered in the Clinical Practice 1-3 courses. This is a laboratory- based course 

designed to evaluate and refine clinical proficiencies in athletic training. Students will be 
assigned as the primary health care provider in a specific clinical setting and provide care under 
the direct supervision of clinical preceptors. Weekly meetings will reinforce concepts learned in 
the clinical setting. Prerequisite: ATHL 533."
ATHL 535,Pharmacological Concepts in Sports Medicine,3,"An introduction to the principles, physiology and administration of common 
pharmacological agents used in sports medicine. Prerequisite: Acceptance to the 
Professional Phase of the Athletic Training Program."
ATHL 536,General Medical Care,3,"An examination of common illnesses & conditions that affect the multiple body systems. Emphasis 
will be on clinical evaluation, recognition, immediate care, and appropriate referral of general 
medical conditions. Prerequisite: Acceptance to the Professional Phase of the Athletic Training 
Program."
ATHL 538,Advanced Clinical Decision Making,3,"This course builds upon concepts learned in Assessment of Athletic Injuries 1 and 2 in 
developing the ability to evaluate orthopedic conditions. Students will be expected to perform 
a comprehensive clinical examination of a patient with an upper extremity, lower extremity, 
head, neck, thorax, and/or spine injury or condition. Additionally the student will incorporate 
clinical reasoning in the selection of assessment procedures and interpretation of findings in 
order to formulate a differential diagnosis and/or 
diagnosis, determine underlying 
impairments, and identify activity limitations and participation restrictions. Prerequisite: 
ATHL 570A, 570B. 
ATHL 570A. Assessment of Musculoskeletal Injury I (3:3:0) 
An in-depth look at anatomical and differentiating characteristics of injuries to the body to 
include upper extremity, lower extremity, pelvis, abdomen, thorax, and head.  Prerequisite: 
Acceptance to the Master of Athletic Training Program. 
ATHL 570B. Assessment of Musculoskeletal Injury II (3:3:0) 
An in-depth look at the hands-on evaluation techniques (palpation, range of motion testing, 
nervous testing, special testing, etc.) used to assess injuries to the upper extremity, lower 
extremity, pelvis, abdomen, thorax, and head.  Prerequisite: ATHL 570A."
ATHL 571,Community Based Prevention Strategies,3,"Provides an understanding of evidence-based health care practices and their application to 
sound clinical decision making and critically examining athletic training practice. Students 
will learn commonly used clinical outcomes assessment measures to determine the 
effectiveness and efficacy of athletic training interventions. Students will also identify a 
specific clinical question of interest and begin the preliminary steps in conducting an original 
research project. Prerequisite: Acceptance to the Professional Phase of the Athletic Training 
Program."
ATHL 572,Advanced Therapeutic Interventions,3,"An examination of clinician and patient oriented outcome measures used to assess a patient's 
status. Based on assessment results and with consideration of the stage of healing and goals, 
students will design a therapeutic intervention designed to maximize patient function and health 
related quality of life. A variety of interventions, methods, techniques, equipment, exercise, 
modalities and medications will be covered to produce a comprehensive treatment plan for the 
patient. Prerequisite: ATHL 575, 577."
ATHL 573,Acute Care in Athletic Training,3,"Introduction to principles of emergent care across a variety of settings. Students will be 
expected to clinically evaluate and manage a patient with an emergency injury or condition 
to include the assessment of vital signs and level of consciousness, activation of emergency 
action plan, secondary assessment, diagnosis, and provision of the appropriate emergency 
care (e.g. CPR, AED, supplemental oxygen, airway adjunct, splinting, spinal stabilization, 
control of bleeding). Prerequisite: Acceptance to the Professional Phase of the Athletic Training 
Program."
ATHL 574,Summer Clinical Practice,3,"This course is designed to expose students to general medical and non-traditional practice 
settings in allied health. A combination of observation and laboratory based experiences will 
be used to provide an interdisciplinary understanding of patient care. Class meetings will be 
used to reflect upon experiences and reinforce concepts learned throughout the athletic training 
curriculum. Prerequisite: ATHL 532."
ATHL 575,Therapeutic Modalities,3,"An examination of the theories, principles and application of therapeutic modalities in a clinical 
setting. Prerequisite:  Acceptance to the Professional Phase of the Athletic Training Program."
ATHL 576,Administration of Athletic Training Programs,3,"Examination of issues relating to management of a comprehensive athletic training program. 
Administrative and legal issues, risk management, conflict resolution, budgeting, personnel, 
record keeping and policy development. Prerequisite: Acceptance to the Professional Phase of the 
Athletic Training Program."
ATHL 577,Therapeutic Exercise in Rehabilitation,3,"An examination of the theories, principles and applications of therapeutic exercise in the 
rehabilitation of injuries. Prerequisite: Prerequisite: Acceptance to the Professional Phase of the 
Athletic Training Program."
ATHL 578,Athletic Training Capstone,3,"A culminating experience for senior athletic training students, taken during the student’s last 
semester at TLU. This course includes application of knowledge learned in the discipline and 
focuses on preparation as a BOC certified athletic trainer. Students will demonstrate knowledge 
and ability in written and oral communication, and research presentation skills appropriate 
for an entry level athletic trainer. Prerequisite: ATHL 512."
BIOL 111,Biodiversity in Central Texas,1,"A laboratory and field-based course for biology majors and students interested in 
environmental science. Students will observe, photograph and collect plant and animal 
specimens on field trips and then identify the specimens using taxonomic keys and field 
guides. Students will become familiar with the common species and taxonomic groups 
found in central Texas. Cross-listed as ENVS 111."
BIOL 131,Issues in Biology,3,"An introductory course in biology without lab. The class will focus on an important issue 
in society and biology. The topic will be determined by the instructor among such topics as 
genetic technology, evolution, disease and medicine. This course is designed for the non-
science major."
BIOL 140,Basic Biology,4,"A general introductory course in biology with lab. The class will cover basic structural and 
functional characteristics of organisms with an emphasis on current biological issues. Topics 
will include the effects of humans on the environment, genetic engineering and current 
medical concerns. This course is designed for the non-science major."
BIOL 143,Biological Systems I,4,"A study of the unity of life, including molecular and cellular processes; theories and 
evidence of evolution and the concepts of biology and its relevance to human beings."
BIOL 144,Biological Systems II,4,"A continuation of the topics of BIOL 143 with emphasis on the diversity of life, how 
plants and animals work and ecology. 
BIOL 210, 220, 230, 310, 320, 330. Directed Study (X:X:X) 
Individualized study courses under the general supervision of a biology faculty member. The 
topic, chosen by the student and approved by the faculty member and department 
chairperson, must be sufficiently delimited to permit oral and written reports. In this type of 
study, the student is expected to consult the faculty member periodically and report on 
progress being made. Directed study is open to students of all classifications. The student 
must have demonstrated a capacity to do individual work and have a minimum 2.0 
cumulative grade average."
BIOL 233,Pathophysiology,3,"Examines the biological basis of common, clinical disease states. Pathophysiology is treated 
as a disruption of normal homeostatic mechanisms that progress beyond the normal 
compensatory capabilities of the human body. Prerequisite: BIOL 245 and BIOL 246."
BIOL 235,Principles of Nutrition,3,"A study of human nutrition at both the cellular and systemic levels. Each nutrient will be 
examined: its requirement, source, digestion, function and metabolism. Application to 
normal health and eating regimes will be studied as well as several specific topics including 
vegetarianism, weight control, eating disorders, physical fitness, chronic disease prevention 
and the evaluation of nutritional information. Does not apply toward a major in biology. 
BIOL 219/229/239, 419/429/439. Internship In Biology & Health Sciences (X:X:X) 
Opportunities  in  specialty  fields  are  designed  to  familiarize  the  student  with  the 
challenges, opportunities and demands inherent in specific career fields. Students can only 
take 3 hours of internship per semester; a maximum of 6 hours of internship can be 
applied toward a student’s degree requirements."
BIOL 242,Microbiology,4,"An introduction to microorganisms, with emphasis on the bacteria, including the study of 
morphology and metabolism, culturing and staining techniques. Prerequisite: 8 hours of 
biology, and four hours of chemistry (may be taken concurrently)."
BIOL 245,Human Anatomy and Physiology I,4,"An introductory course examining the organization of the human body and mechanisms for 
maintaining homeostasis. Topics include cell structure and function; basic metabolism; basic 
 
histology; and the anatomy and physiology of the integumentary, skeletal, muscular, nervous 
and reproductive systems. Emphasis is placed upon integration of systems as they relate to 
normal health."
BIOL 246,Human Anatomy and Physiology II,4,"Second course in a two-semester sequence in which the organization of the human body and 
mechanisms for maintaining homeostasis are examined. Topics include the anatomy and 
physiology of the special senses and the endocrine, cardiovascular, immune, respiratory, 
digestive, and urinary systems. Prerequisite: BIOL 245 or permission of the instructor."
BIOL 331,Genetics,3,"A study of the principles and molecular mechanisms of genetic transmission in higher 
organisms with emphasis on humans; the identification and functioning of hereditary 
material. Prerequisite: 8 hours of biology and MATH 133 or higher."
BIOL 332,Molecular and Cellular Biology Research,3,"This course focuses on the use of laboratory techniques in cell and molecular biology to 
complete a scientific research project. Students will develop research skills such as hypothesis 
generation, experimental design, data collection, data analysis, and scientific communication. 
Prerequisite: junior standing or permission of the instructor."
BIOL 333,Comparative Anatomy and Embryology of the Vertebrates,3,"An integrated study of vertebrate systematics, evolution, anatomy, and embryology. 
Prerequisite: 8 hours of biology."
BIOL 334,Environmental Biology Research,3,"This course focuses on the use of laboratory and field techniques in environmental biology to 
complete a scientific research project. Students will develop research skills such as hypothesis 
generation, experimental design, data collection, data analysis, and scientific communication. 
Prerequisite: 12 hours of biology."
BIOL 336,Aquatic Biology,3,"A study of freshwater ecosystems the biology of freshwater organisms, and human impacts 
on freshwater ecosystems. Prerequisite: 8 hours of biology."
BIOL 337,General Ecology,3,"A study of the relationships between organisms and their environment. Prerequisite: 8 hours 
of biology."
BIOL 338,Biostatistics,3,"An introduction to the application of statistical ideas to problems in biology including 
experimental design and statistical analyses in health sciences and environmental biology. 
Students will use the R programming language to analyze data. Topics include ANOVA, 
ANCOVA, and regression. Prerequisite: MATH 133 and 12 hours of biology."
BIOL 340,Plant Biology,4,"A study of plants emphasizing anatomy, morphology, function, growth, reproduction, uses, 
diversity and classification. In part, the laboratory will focus on techniques for identifying 
plants of the local flora. Prerequisite: 8 hours of biology."
BIOL 377,STEM by Inquiry Instructional Strategies.,3,"This course is required for students pursuing certification in secondary education in science or 
mathematics. The course introduces science content, science education theory, and research 
and pedagogical strategies for the 7-12 STEM classroom. Students will learn content-relative, 

discipline-specific, best practice for success in the secondary STEM classroom. Prerequisites: 
Admission to the Educator Preparation Program and EDUC 332."
BIOL 379,Special Topic (,3,"or 3:2:3) 
Specialized topics for biology majors. Offered only upon sufficient demand and availability 
of staff. Prerequisite: 8 hours of biology. 
BIOL 410, 420, 430. Independent Study (X:X:X) 
Intensive, individual study and/or research available to qualified students with a special 
interest in doing advanced work in specific areas not covered by regular courses. The student 
devises the study proposal in consultation with the faculty supervisor and obtains the 
approval of the department chair. Independent study is open only to juniors and seniors who 
have performed exceptionally well academically with a cumulative grade point average of 
at least 3.0. Credit earned may be from one to three hours for each course with a maximum 
of 6 hours in a term."
BIOL 414,Biochemistry Lab,1,"Laboratory course in modern biochemical and physiological techniques with an emphasis on 
experimental design, manipulations and data analysis. Focuses on the purification and detection 
of proteins. Also offered as CHEM 414. Prerequisite: BIOL 242, MATH 148, CHEM 248; 
BIOL/CHEM 434 and /or BIOL/CHEM 437 should be taken in advance or concurrently."
BIOL 428,Senior Capstone,2,"Preparation and presentation of a paper, talk and poster describing research done by the 
student. The course will include guest lectures and discussion of the students’ preparation 
for careers and further educational opportunities. Prerequisite: BIOL 332 or 334."
BIOL 431,General Physiology,3,"A physiochemical approach to the functioning of animal cells and the integration of major 
organ systems. Prerequisite: 8 hours of biology; CHEM 143 and CHEM 144 or 341; PHYS 
141-142 or PHYS 240-241."
BIOL 432,Fundamentals of Neuroscience,3,"A comprehensive survey of knowledge concerning brain structure and function. Emphasis 
on understanding complex neuronal networks in terms of physiological and molecular 
mechanisms. Prerequisite: 12 hours of biology."
BIOL 433,Molecular Biology,3,"A study of the synthesis, localization, structure and function of biomolecules with emphasis 
placed on the gene. Topics in lecture will focus on gene structure, DNA replication, 
recombination, gene expression, signaling pathways that control gene expression and 
bioinformatics. Prerequisite: BIOL 331, CHEM 248, MATH 133 or higher."
BIOL 434,Biochemical Principles,3,"Study of the chemical principles behind biological systems, to include properties and types 
of bonds, basic chemicals of life, kinetics and thermodynamics as they relate to biological 
reactions, enzymes and their properties. Also offered as CHEM 434. Prerequisites: CHEM 
248 and BIOL 242."
BIOL 436,Developmental Biology,3,"This course explores the processes and mechanisms that control animal development and 
embryogenesis with a focus on molecular, cellular  and  genetic  approaches. Topics include 
the following: fertilization, early embryogenesis, cell differentiation, axis formation, 
organogenesis, stem cells, sex determination and limb development. Prerequisite: BIOL 331."
BIOL 437,Metabolic Biochemistry,3,"Study of the pathways of carbohydrate, lipid, and amino acid metabolism, including the 
regulation of enzymes involved in those pathways. Also offered as CHEM 437. Prerequisites: 
BIOL 242 and CHEM 248."
BIOL 438,Immunology,3,"An intensive study of immunology, including innate immunity, cell-mediated and humoral 
aspects of acquired immunity and immune disorders. Prerequisite: BIOL 242."
BIOL 471,Cell Biology,3,"The investigation of the structure of eukaryotic cells including membranes, organelles and 
the cytoskeleton, the regulation of cell division and current research methods used in cell 
biology. The course will culminate with a focus on cancer biology and stem cell biology. 
Prerequisite: BIOL 331."
BIOL 473,Evolutionary Biology,3,"An exploration of historical and current ideas in evolutionary biology, with a focus on 
biological mechanisms, scientific methods and evolutionary theory. Prerequisite: 8 hours of 
biology. 
 
 BUSINESS COURSES:"
BUSI 132,Introduction to e-Business,3,"This course stresses the unique aspects of business models, strategies and tools which are used 
by businesses and organization as a viable means of differentiation and competition. 
Students will learn strategies involved in internet marketing, e-commerce, customer relationship 
management, social media as a communication tool, privacy and legal issues, logistics and 
procedures and e-business strategic management. Students will be able to contrast a traditional 
model of business with the e-business model. 
BUSI 231, 232. Principles of Accounting I & II (3:3:0 each) 
Financial accounting processes for service and merchandising enterprises, payables and 
inventories, deferrals, accruals, and long-lived assets; accounting systems and concepts; 
partnerships and corporations; decision-making; and financial statement analysis."
BUSI 235,Survey of Accounting,3,"Introduction of business transactions and financial statements, analysis of business operations 
and ratio analysis tools for evaluation of company financial statements. May not be used by 
business majors to fill BUSI /ECON/CSCI elective requirement."
BUSI 313,Tax Clinic,1,"Practical application of individual tax concepts, development of client relation skills, and 
community service to lower-income and senior taxpayers from the local community. Prerequisite:"
BUSI 336,BUSI 324. Accounting Seminar,2,"Exposure to professional issues of accounting practice using a workshop format. 
Prerequisite: BUSI 343."
BUSI 331,Business Professionalism,3,"A study of a range of career relevant topics including development of critical thinking skills, 
interpersonal communication and internship preparation. This course is targeted towards junior 
business majors with demonstrated high academic performance."
BUSI 332,Accounting Information Systems,3,"Accounting information systems of organizations including business processes, fundamentals 
of systems and information technology, internal controls and IT auditing. Prerequisite: BUSI 232."
BUSI 334,Intermediate Accounting II,3,"A continuation of BUSI 343, including accounting for long-term liabilities and bonds, corporate 
capital, revenue recognition, long-term investments, fair value measurements, 
cash flow 
statement, pensions, and leases. Prerequisite: BUSI 343"
BUSI 335,Business Law,3,"A survey of the principles of legal issues encountered by accountants, including the AICPA 
Code of Professional Conduct, contracts, uniform commercial code, accountant’s 
legal liability, 
commercial paper, secured transactions, bankruptcy, federal securities acts, property, insurance 

agency and business organizations. This course is especially designed for accounting majors 
and covers subjects found on CPA examinations. Prerequisite: BUSI 343."
BUSI 336,Individual Income Tax,3,"Analysis of federal tax laws, emphasis being placed on the determination of net taxable 
income and the preparation of income tax returns for individuals. Prerequisite: BUSI 232 or 
235."
BUSI 337,Principles of Marketing,3,"Examination of marketing principles, concepts, strategies, tactics and analytical tools used 
by profit and nonprofit organizations to selected target groups. Emphasis on the 
managerial aspects of marketing to develop, promote, distribute and price the  firm’s offerings 
in a dynamic, diverse  environment. Prerequisite: sophomore  standing."
BUSI 338,Quantitative Decision Making,3,"Introduces quantitative analysis techniques in business decision-making situations. Includes 
topics such as forecasting, decision analysis, utility theory, game theory, project management, 
inventory control and linear programming. Prerequisite: STAT 374"
