code,title,credits,description
AG 325L,Laboratory for Livestock Management and Production,1,"This laboratory component will provide hands-on animal production experience. Various animal production  operations will be visited as part of the course.   Must be taken concurrently with AG 325.    AG 331 Soil Science  (3 credits - Fall Even Years)    A comprehensive introduction to the field of soil science, covering soil physical, chemical, and biological  properties; soil formation and classification; and soil conversation and management. Environmental  sustainability, efficient food production, and soil health are overarching themes. This course includes a lab  component.
Prerequisite: AG 221/L recommended"
AG 331L,Laboratory for Soil Science,1,"Laboratory experiments and demonstrations which support, extend, or complement the concepts presented in the  lecture course.      AG 335 Crop Health and Pest Management  (3 credits - Spring Even Years)    Diseases, insects and weeds that affect crop plants. Emphasis on integrated pest management strategies to  maintain crop health, including chemical, biological, cultural and biotechnological control methods.
Prerequisite: AG 221/L"
AG 341,Crop Production,3,"This course focuses on the production of grain, forage and biofuel crops in the Midwest. Students examine new  and innovative crop production strategies that promote sustainable agricultural practices. Challenges to crop  production in the Midwest are examined in detail, including planting strategies, pest control, plant nutrition,  harvesting techniques and the influence of markets and government policies. This course includes a lab  component.   Must be taken concurrently with AG 341L.
Prerequisite: AG 221/L"
AG 341L,Laboratory for Crop Production,1,"Laboratory experiments and demonstrations which support, extend, or complement the concepts presented in the  lecture course.   Must be taken concurrently with AG 341.    AG 351 Nutrition of Farm Animals  (3 credits - Spring Even Years)    The composition, nutritional value, relative quality and cost of food for animals will be discussed. This course  includes a lab component.   Must be taken concurrently with AG 351L.
Prerequisite: AG 231/L"
AG 351L,Laboratory for Nutrition of Farm Animals,1,"Laboratory experiments and demonstrations which support, extend, or complement the concepts presented in the  lecture course.   Must be taken concurrently with AG 351.    AG 361 Plant Breeding  (3 credits - Spring Odd Years)    This course focuses on traditional breeding and modern molecular techniques used to improve the productivity,  disease resistance and stress tolerance of crop plants. Central topics include the genetic and phenotypic variation  in crop plants, how such variation is produced and controlled in developing new varieties and hybrids, and the  maintenance of high quality plant stocks. This course includes a lab component.   Must be taken concurrently with AG 361L.   Prerequisites: AG 221/L and BI 321/L    AG 361L Laboratory for Plant Breeding  (1 credit - Spring Odd Years)    Laboratory experiments and demonstrations which support, extend, or complement the concepts presented in the  lecture course.   Must be taken concurrently with AG 361.    AG 365 Reproduction and Breeding of Farm Animals  (3 credits - Spring Odd Years)    Fundamental physiological processes of reproduction in farm animals. Male and female reproductive systems  and function, endocrine relationships, fertility and factors affecting reproductive efficiency. Current methods  used in managing farm animal reproduction, including artificial insemination and embryo transfer. Population  and quantitative genetics as they relate to animal breeding and mating systems used for the improvement of  various livestock/farm animal species and breeds.    Prerequisites: AG 231/L, 322/L and BI 321/L    AG 365L Laboratory for Reproduction and Breeding of Farm Animals  (1 credit - Spring Odd Years)    Laboratory experiments and demonstrations which support, extend, or complement the concepts presented in the  lecture course.      AG 373 Animal Growth and Development  (3 credits - Fall Even Years)    Overview of how cell types differentiate, how tissues develop, and how bodies grow throughout the lifespan of  mammals, bird, etc. Changes during prenatal and postnatal growth and development will be discussed. This  course does not include a lab component.
Prerequisite: BI 161/L"
AG 395,Practicum in Agricultural Studies,1 - 3,"Practicum in some aspect of agriculture designed to give student practical, directed experience.
Prerequisite: Consent"
AG 490,Independent Study,1 - 4,"A study or a research project related to agriculture, the subject of which will be determined by the instructor  according to student interest.
Prerequisite: Consent"
AG 495,Internship in Agricultural Studies,2 - 4,"Students will work with an organization in the community to obtain experience in the field of agriculture. The  internship should be in the area of the student's chosen major.   Prerequisites: Junior standing and agricultural studies major  AR 101 Drawing for Non-Majors  (3 credits - Spring Even Years)    This course is designed for students with little or no drawing experience to enhance their drawing technique and  problem-solving skills. Instruction includes in-class studio drawing and out-of-class drawing exercises. Both  observational and inventive approaches to drawing are covered.   Intended for non-art majors. Does not count in the major.    AR 107 Photography for Non-Majors  (3 credits - Spring Odd Years)    An introduction to 35mm photography as an art form. This course focuses on the foundational elements of the  visual arts as they apply to photographic composition. Basic camera handling, appropriate lighting and technical  information are explored as well as a broad range of aesthetic concerns in photography. Each student must supply  a 35mm SLR digital camera. Cameras can have automatic functions, but must allow the shutter and aperture to  be manually operated/adjusted. Film processing and printing are at student expense.   Intended for non-art majors. Does not count in the major.    AR 111 Drawing I  (3 credits - Fall)    An introduction to the studio experience of drawing from observation. This course will focus on the foundational  elements and principles of art as they apply to drawing concepts and the effective use of pictorial composition. A  variety of basic drawing media will be explored. An emphasis will be placed on building the students' perceptual  and technical abilities along with the development of aesthetic ideas.
Prerequisite: Art major or minor or animation major"
AR 115,Introduction to Art,2,"This course is an introduction to the visual arts by bringing together art theory, practice and history. A Chicago  field trip is required.    AR 141 Basic 2D Design  (3 credits - Fall)    Theory and application of the compositional elements and principles of two-dimensional design. A variety of  media and techniques will be explored through creative problem-solving in the form of compositional projects.    AR 142 Basic 3D Design  (3 credits - Spring)    Theory and application of elements and principles of three-dimensional design. A variety of media and  techniques will be explored through creative problem-solving in the form of model-scale sculptural projects.    AR 211 Drawing II  (3 credits - Spring)    Continuation of perceptual and technical discipline of drawing, with an additional emphasis on pictorial  composition, thematic and conceptual development. A variety of media and artistic treatments of form will be  explored. Contemporary art forms and current aesthetic issues will also be introduced.
Prerequisite: AR 111"
AR 212,Foundations of Art Education,3,"An introduction to art education as a profession, this course will investigate issues, philosophy, concepts,  personalities and content of teaching contemporary visual arts for P-12 art education and other settings.    117 AR 225 Painting I  (3 credits - Fall Odd Years)    An introduction to painting techniques and media and to problems of color, form and composition in  representational art. Pictorial subjects are drawn from life, still life, landscape, memory and imagination. An  emphasis will be placed on the development of perceptual and technical abilities along with the growth of  aesthetic sensibilities in order to prepare a solid foundation for advanced studio studies.
Prerequisite: AR 111"
AR 241I,Introduction to Adobe Creative Cloud:Illustrator,1,"A seven-week course designed to introduce the student to Illustrator based drawing on the Macintosh  workstation. Basic scanning and digital image input will be covered. Students will design a variety of vector  based graphics used in symbol and logo design for print and online formats trending in contemporary graphic  design.    AR 241ID Introduction to Adobe Creative Cloud: InDesign  (1 credit - Fall)    A semester-long course designed to introduce the student to the tools and capabilities of contemporary  publication design software on the Macintosh workstation. CMYK printing will be explained and connected to  the process of building a document destined for printing versus digital publication. Basics of typography will be  introduced along with approaches to book, brochure and poster layout.    AR 241P Introduction to Adobe Creative Cloud: Photoshop  (1 credit - Fall)    A seven-week course designed to introduce the student to Photoshop image creation and editing tools on the  Macintosh workstation. Basic scanning and digital image input will be covered. Students will design a variety of  raster based imagery using photo manipulation for print and online formats trending in contemporary graphic  design.    AR 265 Digital Photography I  (3 credits - Fall Even Years)    This course introduces the principles of digital photography as a creative art form. Instruction will focus on  learning the use of contemporary digital software for workflow management and image enhancement. Adobe  Photoshop Lightroom and Adobe Photoshop will be the ""digital darkroom"" students will learn to use.  Sophisticated camera handling, photocomposition and concept development will be emphasized. Digital printing  and web preparation of photo images will be explored. Students are required to provide their own digital camera.   See the department website for required camera specifications.   Prerequisites: AR 241P or DM 155 or DM 150; art and design major or minor or digital media arts major    AR 271 Visual Communication and Graphics  (3 credits - Fall Odd Years)    This course addresses advanced forms of layout used to design print media. Deeper examinations of layout,  typography and graphics will increase the students' ability to manage and produce large, complex projects.  Students will learn how to develop strategies for integrating all necessary design elements into a final printed  product. Design of logos, symbols, design systems, and brand awareness will also be studied throughout the  course.   Prerequisites: AR 111, 141, 241ID, 241P, 241I, and sophomore standing    AR 276 Ceramics I  (3 credits - Fall)    A basic study of clay as a three-dimensional medium, working with hand-built and wheel-thrown techniques.  Introduction to clay and glaze formulas, decorating techniques and firing processes.    AR 311 Figure Drawing  (3 credits - Spring Odd Years)    An introduction to drawing the human figure using a variety of media. Study of the human skeletal and muscular  structure is included to assist in applying the basic principles of composition, proportion and perspective in  representing the human form. Concentration on developing habits of critical observation.
Prerequisite: AR 111"
AR 325,Painting II,3,"A continuation of the perceptual, technical and aesthetic development in painting with an emphasis on pictorial  composition, artistic treatments of form, theme and use of imagery. Contemporary art forms and current  conceptual issues will also be introduced.
Prerequisite: AR 225"
AR 331,Sculpture,3,"Survey of traditional sculptural ideas, tools, techniques and materials. Individual projects dealing with conceptual  and formal processes of additive and subtractive sculpture.
Prerequisite: AR 142 or DM 110"
AR 332,Elementary Visual Arts Methods,3,"Preparation for future elementary visual arts teachers through study and development of methodologies,  curriculum planning, instructional materials design, artistic growth and developmental stages, concepts of  implementation, artistic evaluation, teaching and classroom management strategies for the elementary level. A  15-hour field experience is required.   Prerequisites: AR 212 and ED 236    AR 341 Illustration  (3 credits - Fall Even Years)    Principles of illustrating using traditional wet and dry media. An overview of the application of illustration for  advertising, fashion, story and product. Methods of artwork reproduction are introduced. Emphasis on creative  problem solving and professional level use of media and presentation.   Prerequisites: AR 111, 141, 225 and 211 or 311    AR 342 Secondary Visual Arts Methods  (4 credits - Fall Odd Years)    Preparation for future middle and high school visual arts teacher through student and development of secondary  methodologies and strategies, curriculum planning, instructional material design, artistic growth and  developmental stages, concepts of implementation, artistic evaluation, teaching and classroom management  strategies. A 15-hour field experience is required.   Prerequisites: AR 212 and ED 236    AR 365 Digital Photography II  (3 credits - Spring Odd Years)    A continuation of AR 265, but with a focus on more sophisticated use of contemporary digital software in  workflow management and image enhancement. Great emphasis will be put on concept development and  establishing a photographic ""style"" in the student's photo work. The student will drive the individual project  scope and direction. Students are required to provide their own digital camera and a tripod. A Digital SLR or  camera consistent with the specifications of Digital Photography I is required. A small component of  videography with cameras provided by the department will be introduced and basic video editing using Adobe  Premier.   Prerequisites: AR 265 and art and design major or minor or digital media arts major   AR 371 Art History I  (3 credits - Fall Odd Years)    A survey of the major art forms of the prehistoric, ancient, classical and medieval worlds. Students will explore  and become acquainted with the forms of art typical of each period and interpret those forms as record of the  spiritual and social development of humankind and indicators of the aesthetic qualities which gives them artistic  significance.    AR 373 Art and Archaeology of Angkor  (3 credits - Fall Even Years)    This class studies the political rise and material culture of the ancient Angkor civilization within Southeast Asia.  The Angkor Empire was deeply influenced by the art and religion of India. The class, therefore, focuses on the  cross-cultural connection and transfer of sculpture, temple structures and people groups within mainland  Southeast Asia.      AR 376 Ceramics II  (3 credits - Spring Even Years)    Intermediate study of clay as a three-dimensional medium, continuing development of form and craftsmanship  through individual projects on the wheel and hand-built forms. Additional instruction in glaze chemistry, kiln  design, and firing.
Prerequisite: AR 276"
AR 381,Art History II,3,"A survey of the major art styles in Western art. Chronologically, the course begins with Renaissance art and  extends through twenty-first-century art. Emphasis will be placed on stylistic evolution and historical  sociological events which were contemporary with this evolution.
Prerequisite: AR 371"
AR 395,Practicum in Art,3,"Practicum in art is designed to give students practical, directed experience in working individually and as a  design group with clients from across campus and with Huntington community groups and individuals. A wide  range of commercial art and design projects will be produced to fulfill client needs.   May be repeated for credit with instructor consent.   Prerequisites: AR 111, 271, graphic design major or minor, and consent    AR 441 Computer Illustration  (3 credits - Spring Even Years)    An introduction to computer-based illustration. Manipulation of scanned images and the creation of illustrations  in object oriented and bit-map based applications will be explored. Emphasis will be on developing creative,  aesthetic sensibility and skills development.   Prerequisites: AR 111, 241I, 241P and junior standing    AR 471 Web Design  (3 credits - Spring Odd Years)    An introduction to developing web graphics and animations and to web page design utilizing a variety of  software tools. WYSIWYG page design will be introduced. Adobe DreamWeaver and Flash will be used for web  site design and DreamWeaver for deployment.   Prerequisites: AR 241I, 241ID, 241P, and 271     AR 485 Senior Project I  (3 credits - Fall, Spring)    In this culminating experience in the visual arts program, students synthesize their studio experiences and  produce work to be displayed in senior exhibits or portfolios. Graphic design majors are expected to do two  different projects chosen from photography, illustration, computer illustration, web design or visual  communication design. Fine arts, studio art, and art education majors are expected to produce work within a  particular studio focus for both semesters.
Prerequisite: Graphic design, fine arts, studio art, or art education majors"
AR 486,Senior Project II,3,"In this culminating experience in the visual arts program, students synthesize their studio experiences and  produce work to be displayed in senior exhibits or portfolios. Graphic design majors are expected to do two  different projects chosen from photography, illustration, computer illustration, web design or visual  communication design. Fine arts, studio art, and art education majors are expected to produce work within a  particular studio focus for both semesters.
Prerequisite: Graphic design, fine arts, studio art, or art education majors"
AR 490,Independent Study,1 - 4,"Independent study of a topic beyond the scope of the regular art curriculum.   Prerequisites: Art and design major and consent    AR 491 Advanced Studio  (3 credits - Fall, Spring)    Studio experiences in specific visual arts disciplines are offered to enhance regular curriculum offerings. Students  counting AR 491XXX toward the hours required for a track in the studio art major should take the advanced  studio prior to the senior project.   Prerequisites: Art and design major and consent.   AR 491CER Advanced Ceramics  (3 credits - Fall, Spring)    Studio experiences in specific visual arts disciplines are offered to enhance regular curriculum offerings. Students  counting AR 491XXX toward the hours required for a track in the studio art major should take the advanced  studio prior to the senior project.
Prerequisite: AR 376"
AR 491DRA,Advanced Drawing,3,"Studio experiences in specific visual arts disciplines are offered to enhance regular curriculum offerings. Students  counting AR 491XXX toward the hours required for a track in the studio art major should take the advanced  studio prior to the senior project.
Prerequisite: AR 211 or 311"
AR 491PAI,Advanced Painting,3,"Studio experiences in specific visual arts disciplines are offered to enhance regular curriculum offerings. Students  counting AR 491XXX toward the hours required for a track in the studio art major should take the advanced  studio prior to the senior project.
Prerequisite: AR 325"
AR 491PHO,Advanced Photography,3,"Studio experiences in specific visual arts disciplines are offered to enhance regular curriculum offerings. Students  counting AR 491XXX toward the hours required for a track in the studio art major should take the advanced  studio prior to the senior project.
Prerequisite: AR 365"
AR 491SCU,Advanced Sculpture,3,"Studio experiences in specific visual arts disciplines are offered to enhance regular curriculum offerings. Students  counting AR 491XXX toward the hours required for a track in the studio art major should take the advanced  studio prior to the senior project.
Prerequisite: AR 461"
AR 495,Internship in Graphic Design,2 - 4,"An off-campus, supervised experience in a professional environment.   Prerequisites: Graphic design major, AR 395, junior standing and consent  BI 111 Biology in the Modern World  (3 credits - Fall, Spring)    This course is a general survey of biological principles for non-science majors. Students will study ecology and  environmental stewardship, origins, nutrition, structure and function of the human body, disease, genetics and  biotechnology. Christian perspectives on these topics and applications to everyday life are emphasized.   Must be taken concurrently with BI 111L.    BI 111L Laboratory for Biology in the Modern World  (1 credit - Fall, Spring)    Laboratory exercises illustrate biological concepts and provide experience with techniques in biology. Includes  field trips, field measurements and laboratory work.   Must be taken concurrently with BI 111.   BI 131 Introduction to Forensic Science  (4 credits - Offered on Sufficient Demand)    This course will serve to introduce the student to the field of forensic investigation, primarily as it applies to  criminal investigation. Areas of discussion will include crime scene investigation, the nature of physical  evidence, analysis of evidence, ethical practice and the relationship between forensic science and social justice.    BI 141 Freshman Biology Seminar  (1 credit - Fall)    This course will introduce students to the biology major as well as prepare them for future studies in the sciences.  The course will be organized around a topical theme of current interest, which will require that students attain  some basic knowledge in an area of cell biology. Students will be provided with a foundation of scientific  thought, critical analysis, research and writing. The course is highly recommended for students planning to major  in biology.    BI 161 Cell Biology  (3 credits - Spring)    Introduction to cellular organization, function and genetics; includes biological molecules, energy  transformations, differentiation and function of organelles and cells, enzymes, replication, translation, synthesis  and movement. Includes introduction to the processes used in investigating scientific phenomena and those used  in communicating the findings of these investigations.   Must be taken concurrently with BI 161L.
Prerequisite: CH 141/L or 161/L"
BI 161L,Laboratory for Cell Biology,1,"Laboratory experiments and demonstrations which support or extend concepts presented in the lecture course.   Must be taken concurrently with BI 161.    BI 195 Job Shadowing in Biology  (1 to 2 credits - Fall, Spring)    Students observe the daily routines and activities of employed professionals and see how skills and knowledge  acquired in class are applied in the biology field.
Prerequisite: Consent"
BI 222,Zoology,3,"Survey of major invertebrate phyla and the chordates, emphasizing anatomy, physiology, classification,  adaptations, behavior, evolution, ecological relationships and the relation of zoology to the broad areas of  biology.   Must be taken concurrently with BI 222L.
Prerequisite: BI 161/L or environmental science minor"
BI 222L,Laboratory for Zoology,1,"Study of the structure and function of representative animals from many different phyla, from sponges through  increasing complexity to the vertebrates. Dissection and microscope slides are used to investigate.   Must be taken concurrently with BI 222.   BI 232 Microbiology for Health Sciences  (2 credits - Fall)    Structure and function of bacteria, viruses, protists and fungi with an emphasis on the disease-causing organisms  relevant to the health sciences. Structure and metabolism of the organisms will be examined in addition to  characteristics of disease caused by infections and treatment of such diseases. Methods for preventing/controlling  contamination and infection will also be discussed. Includes understanding basic immune system function.   This course does not fulfill requirements in the biology major. Must be taken concurrently with BI 232L.
Prerequisite: CH 141/L"
BI 232L,Laboratory for Microbiology for Health Sciences,1,"Students will learn aseptic technique for culturing bacteria, how to identify bacteria via their growth habits and  differential staining procedures. Includes learning how to take patient samples for diagnosis of infection.   This course does not fulfill requirements in the biology major. Must be taken concurrently with BI 232.
Prerequisite: CH 141/L"
BI 241,Human Anatomy and Physiology I,3,"An introduction to the form and function of the human body. Topics include the basic biochemical and cellular  foundations of the body as well as the integumentary, skeletal, muscular and nervous systems. Disorders of each  system will be introduced as appropriate.   Must be taken concurrently with BI 241L.    BI 241L Laboratory for Human Anatomy and Physiology I  (1 credit - Fall)    Laboratory experiences to complement the topics discussed in lecture. Computer and Web-based technologies  will be used to complement hands-on learning in the lab.   Must be taken concurrently with BI 241.    BI 242 Human Anatomy and Physiology II  (3 credits - Spring)    A further introduction to the form and function of the human body. Topics include the circulatory, respiratory,  digestive, urinary and reproductive systems. Human development and genetics will also briefly be discussed.  Disorders of each system will be introduced as appropriate.   Must be taken concurrently with BI 242L.
Prerequisite: BI 241/L"
BI 242L,Laboratory for Human Anatomy and Physiology II,1,"Laboratory experiences to complement the topics discussed in lecture. Computer and Web-based technologies  will be used to complement hands-on learning in the lab. Cats will be used for dissections.   Must be taken concurrently with BI 242.    BI 251 Food Science  (3 credits - Spring Odd Years)    Chemistry, microbiology and processing of foods. Food additives, food safety and biotechnology of foods.  Regulatory aspects of food processing, quality, safety and labeling. Manufacturing practices to ensure food  quality and safety.
Prerequisite: CH 141/L or 161/L"
BI 261,Botany,3,"Survey of algae, fungi and plants. Topics include diversity, evolution, ecology, morphology and anatomy,  reproduction, physiology, biotechnology, current issues involving botany and the relation of botany to the broad  areas of biology. The importance of plants to humans will also be discussed.   Must be taken concurrently with BI 261L.
Prerequisite: BI 161/L or environmental science minor"
BI 261L,Laboratory for Botany,1,"Exploration of algae, fungi and plants, including taxonomy, life cycles, morphology and anatomy, physiology  and ecology. Laboratory work and field trips are included.   Must be taken concurrently with BI 261.    BI 271 Nutrition  (3 credits - Spring)    A general course designed to address dietary needs of individuals across the lifespan. Students are introduced to  dietary guidelines and nutritional standards. Some attention will be given to the role of the nurse, dietician and  community agencies in promoting good health through the proper use of food.      BI 287 Medical Terminology  (2 credits - Fall)    This course introduces medical words and terms through an analysis of their construction, including prefix,  suffix, root, connecting and combining forms. Medical meanings applicable to the structure, function and  diseases of the human body are stressed.     BI 295 Practicum in Biology  (1 to 3 credits - Fall, Spring)    Practicum in some aspect of biology designed to give student practical, directed experience.
Prerequisite: Consent"
BI 311,Metabolism of Nutrients,3,"The sources, digestion, absorption and metabolism of nutrients focusing on carbohydrates, lipids, proteins,  vitamins and minerals. The course will integrate knowledge from the Introduction to Biological Chemistry and  the Nutrition course to understand the process of metabolism.   Prerequisites: CH 141/L and BI 271    BI 312 Nutritional Assessment and Education  (3 credits - Spring Odd Years)    Examines methods and techniques for assessing and educating individuals and populations related to nutrition.  Students will address nutritional issues related to culture, religion and age.   Prerequisites: CH 141/L and BI 271    BI 321 Genetics  (3 credits - Fall Even Years)    A study of heredity at the classical Mendelian, molecular and population levels. Emphasis will be placed on the  molecular mechanisms of DNA replication, transcription, translation, gene expression, cloning and related topics.   Must be taken concurrently with BI 321L.
Prerequisite: BI 161/L"
BI 321L,Laboratory for Genetics,1,"Laboratory experiments investigating genetic phenomena in micro-organisms, Drosophila, corn and mammals.   Must be taken concurrently with BI 321.    BI 322 Animal Anatomy and Physiology  (3 credits - Fall Odd Years)    Structure and function of animal body systems, with reference to farm animals. Includes tissues, organs and  systems and their physiological functions. Tissue and organ systems covered include blood, nervous, sensory,  endocrine, skeletal, muscular, cardiovascular, respiratory, urinary, digestive, reproductive and lactation.
Prerequisite: AG 231/L"
BI 322L,Laboratory for Animal Anatomy and Physiology,1,"Laboratory experiments and demonstrations which support, extend, or complement the concepts presented in the  lecture course.      BI 323 Animal Health and Disease  (3 credits - Fall Odd Years)    Maintaining the health of farm animals through an understanding of diseases caused or influenced by pathogens,  inadequate nutrition or environmental hazards. Management of animal diseases that affect humans. Animal  welfare and ethical issues in managing animals.
Prerequisite: AG 231/L"
