code,title,credits,description
COSC 4320,Software Engineering,3,"Topics include: introduction to software engineering, development processes, requirements development, object oriented analysis and design using UML, architectural design, testing, and project management."
COSC 4305,Computer Science Internship,3,Computer Science Internship 
COSC 4102,Independent Study,1,Independent Study 
COSC 4302,Independent Study,3,Independent Study 
COSC 4300,Selected Topics in Computer Science or Information Systems,3,Selected Topics in Computer Science or Information Systems 
COSC 3334,Introduction to Cyber Security,3,"This course provides an introduction to the set of techniques and mechanisms used to protect the integrity of networks, software, and data against malicious attacks and unauthorized access."
COSC 3335,Introduction to Theory of Computation,3,"Fundamental concepts in automata theory and formal languages including languages and grammars, DFA and NDFA, regular expressions, closure, pushdown automata, computability, and Turing machines."
COSC 3332,Computer Organization and Architecture,3,"Provides analysis and implementation of the level structure of a typical computer system, focusing on the function and design of the various components necessary to process information digitally. Topics include data representation, Boolean algebra and logic gate, digital circuits, programming in machine and assembler languages, instruction set architectures, memory and processor organization, input/output and storage, and system software. (Formerly: Computer Organization & Programming)"
COSC 3331,Data Structures and Algorithms I,3,"A study of basic data structures and algorithm concepts and their application to computing problems including stack and queue, linked list, sorting, recursion and analysis of algorithms. Implementation of theoretical concepts for data structures and software design using preferred programming language."
COSC 3325,Information Systems in Organizations,3,"An introduction to the functions of information systems in organization and their relationships to organizational objectives and structure. Studies of decision theory, quantitative procedures, system design and types of applications that are part of an information system."
ECON 3322,Intermediate Microeconomics,3,This course uses microeconomic tools to analyze economic issues and the decisions made by consumers and producers. Basic linear algebra and derivative techniques will be taught and applied in optimization with constraints.
ECON 4316,International Economics,3,This course is designed to show the theoretical and empirical foundations and policy applications of economics topics that influence more than one country. Classroom presentations stress the theory. Examples and Questions in the text are crucial for a good grade.
ECON 4315,Introduction to Econometrics,3,"This class is an undergraduate-level introduction to econometrics, an applied set of tools that uses statistical analysis to analyze data."
ECON 3321,Intermediate Macroeconomics,3,"The main objective of this course is to provide students with knowledge of the core theoretical models used in the field of macroeconomics. The field of macroeconomics studies, inter alia, economic aggregates such as unemployment, inflation and output in partial and general equilibrium models."
ECON 3311,Money and Banking,3,"The main goal of this course is to develop the framework that will help students to understand the structure of financial markets, money, interest rate determinants, banking system, Federal Reserve System and role of monetary policy. This is an undergraduate course and is an introduction to the behavioral science of economics which focuses on the logic, intuition and operation of a financial system, concept of money, financial markets, and financial institutions and intermediaries (like central banks, investment banks). Formerly “Money/Banking and the Economy”"
ECON 3305,Managerial Economics,3,The development of basic economic concepts and their application to managerial decision making. This is an applied microeconomic theory and applied econometric course requiring the use of a statistical package. (Formerly ECON 3315) (Credit will not be given for both ECON 3315 and ECON 3305)
ECON 2302,Principles of Microeconomics,3,"A study of market systems. Topics include supply and demand, the behavior of firms and households in different market structures, government intervention in markets, barriers to trade, and foreign exchange markets."
ESED 4358,Early School Math & Science,3,A sequential approach to creating developmentally appropriate curriculum in mathematics and science for preschool and primary age children. This course is designed specifically for students who seek Early Childhood-4th Grade teacher certification without the field-based component.
ESED 4357,Math & Science for the Young Child,3,"The development and implementation of an organized, sequential approach to creating a developmentally appropriate curriculum in math and science. Field-based experiences in Early Childhood-Grade 4 classrooms."
ECON 2301,Principles of Macroeconomics,3,"Topics in macroeconomics including aggregate economic performance, aggregate supply and aggregate demand, money and financial markets, monetary and fiscal policies, policy debates and applications, and international economics."
ESED 4350,Social Studies in the Early School Classroom,3,Strategies and techniques for developing and integrating a contemporary social studies curriculum through field-based experiences in Early Childhood-4th Grade classrooms.
ESED 4351,Early School Social Studies,3,Analysis of the social studies curriculum and integration into the early school learning environment. This course is designed specifically for students who seek Early Childhood- 4th Grade teacher certification without the field-based component.
ESED 4314,Early Childhood Administration and Leadership,3,"This course is designed to focus on the application of management, supervision, and leadership of early childhood program. The principles presented in this course can be applied in various types and sizes of childcare facilities."
ESED 4313,Creativity and Play,3,"A study of theory and practice focused on creative activities in EC-6th grade. Students demonstrate a synthesis of child development, pedagogy, and developmentally appropriate practices. Field-based required."
ESED 4312,Social/Emotional Development and the Fine Arts,3,This course is designed to provide activities and strategies to enhance young children’s social and emotional development through the fine arts.
ESED 4310,Social/Emotional Development Through the Arts,3,Factors affecting the social/emotional development of children and how the arts impact the developmental process. Twelve field-based hours are included.
ESED 4307,Early School Education Professional Seminar,3,"Provides understanding about the roles and responsibilities of a professional early school educator in today’s society, under the guidance of a faculty supervisor. Includes seminar meetings. (Formerly: Early School Education Student Teaching Professional Seminar) Course Fee Student Teaching Fee - $15 per course/maximum $45"
ESED 4311,Play & Children’s Social/Emotional Development,3,The study of children’s play and its effect on children’s social and emotional development in the early school learning environment. This course is designed specifically for students who seek Early Childhood-4th Grade teacher certification without the field-based component.
ESED 4305,Early School Education Internship I,3,"Teaching in an accredited school, guided by a mentor teacher, directed by a University Supervisor. Course Fee Student Teaching Fee - $15 per course/maximum $45"
ESED 4306,Early School Education Internship II,3,"Teaching in an accredited school, guided by a mentor teacher directed by a University Supervisor. Course Fee Student Teaching Fee - $15 per course/maximum $45"
ESED 4304,Early School Education Student Teaching,3,"Undergraduate credit only. Classroom management, record keeping and observation; teaching in a public school, guided by a cooperating teacher and directed by a University Supervisor. Course Fee Student Teaching Fee - $15 per course/maximum $45"
ESLN 4303,Student Teaching in an English as a Second Language Classroom,3,"English as a second language teaching experience in a public or laboratory school, guided by a cooperating teacher and directed by a university supervisor. (Formerly C&I 4303)"
HCAD 4364,Healthcare Finance,3,"Examines healthcare policy, resource allocations, healthcare finance and socioeconomic principles to manage patient care. Student will learn to develop budgets for best patient care practices."
HCAD 4361,Healthcare Delivery Systems & Organization,3,"Provides foundational overviews of U.S. nursing and health care delivery systems including unit level healthcare models, delivery systems of care, complexity theory and managing change."
HCAD 4362,Healthcare Informatics,3,"Provides foundational overviews of health informatics, information technology systems and healthcare technologies. Examines utilization of health information and technologies for best patient care outcomes"
HCAD 4356,Strategic Healthcare Management & Planning,3,"Designed to give students an opportunity to develop conceptual skills needed to plan, develop, and effectively execute strategy in health and managed care organizations. Emphasis on development of organizational strategy in health care institutions and emergency programs; strategic planning process; formulation of objectives and policies; execution of the strategy process in the health care industry; and overcoming the challenge of strategy failure in managed care organizations."
HCAD 4355,Organizational Change,3,"Examines theories, concepts, skills, and practices concerning organizational development and change. Topics include the nature of planned changes; diagnosing organizations; collecting and analyzing diagnostic information; feeding back diagnostic information; designing interventions; and leading, managing and evaluating organizational change. (Cross-listed with"
HCAD 4354,Economics for Healthcare,3,"This course is designed to foster a student’s understanding of the economic principles that drive the demand for and supply of medical care in the United States. After completing this course, the student should be adept at deducing the logic behind decisions made by physicians, hospitals, managed care organizations, and government as well as the choices made by consumers on individual aggregate levels."
HCAD 4352,Healthcare Information Systems Management,3,"An introduction to practices developed for the management of electronic healthcare records and information mobility. Emphasis placed on the impact of technology on patient care and how new uses for technology are designed and implemented. Includes techniques used for problem solving with information technology; basics of information representation, relational databases, system design, and propositional logic."
HCAD 4353,Human Resource Management,3,"(A survey of human resource management (HRM) activities within the organization. Topics include the functional areas of HRM as integrated components of business strategy, HR planning, recruitment, selection, and diversity, jobs analysis and design, training and development, employee and labor relations, compensation, and the legal framework for the practice or HRM. (Cross-listed with"
HCAD 4351,Quality Assessment for Patient Care Improvement,3,"The concept of Quality and the process of Quality Assessment and Improvement across the health care continuum. Focus on the history and evolution of quality and its terms, principles, theories, and practices; methods of assessing and improving the quality of care and caring in healthcare delivery systems; review of changes implemented by health care systems in America."
GEOL 4311,Hydrogeology,3,Hydrogeology 
GEOL 4310,Geomechanics,3,Geomechanics 
GEOL 3311,Structure Geology,3,"Mechanics of rock deformation, analysis of rock structures, preparation and interpretation of geologic maps and cross sections showing structural and tectonic features."
GEOL 3310,Engineering Geology,3,"Study of procedures and techniques used to evaluate geologic factors for site characterization, selection and the design of engineered structures."
GEOL 2310,Earth and Space Science Concepts,3,"An introduction to concepts and principles in Earth and space science. It includes Earth history, geology, oceans, atmosphere, and Earth’s place in the universe. (Formerly : SCIE 2310)"
GEOG 1300,Principles of Geography,3,"Introduction to geographical perspectives for multiple majors to master subject content while focusing on spatial distributions of human activities that account for present and past cultural patterns such as population, folk and popular culture, language, religion, gender, ethnicity, politics, and economic development."
GMNG 4340,Senior Project,3,"Individual or group project directed by faculty/industry experts. Plan, develop, implement prototype game or simulation project from concept to completion. Present final prototype and portfolio to a jury of faculty and gaming/simulation company representatives. Must be approved by faculty advisor before project can be initiated."
GMNG 4322,Game Artificial Intelligence and Behavioral Modeling,3,"Navigation, pathfinding, non-player character behavior, strategic intelligence, content generation, conversational behavior, coordinated behavior, learning-player modeling, strategy learning, etc. Combine design and technology to craft a powerful, engaging player experience."
GMNG 4323,Virtual Reality,3,"This course focuses on the theory, design, implementation and application of creating three-dimensional stereoscopic real-time virtual environments."
GMNG 4320,Digital Games as Communication,3,"Course brings questions about texts, producers and audiences to the new medium of the digital game as a way to further our understanding of this popular cultural phenomenon."
GMNG 4321,Game Development Project Management,3,"Acquire and apply knowledge and skills necessary to lead, manage, and be a member of successful game project teams such as software or game development projects. Planning, estimating, scheduling, risk management, tracking, staffing, organization, quality management, and configuration management."
GMNG 4312,Game Engines,3,"This course includes advanced game programming concepts like 3D assets, 3D audio, game AI, multi-platform development and more. It also include experience with more than one game engine and with collaborative production environments. Formerly: Game Engines 3D"
GMNG 4318,Advanced Animation for Gaming,3,Advanced Animation for Gaming 
GMNG 4316,Advanced Leveling,3,"In depth coverage of level design theory for games and simulations, and applications of leveling theory in designing levels, characters, and objects."
KINE 3328,Team Sports,3,The purpose of this course is to develop the techniques utilized in fundamental skills for team sports. This course will also focus on the various stages and progress of games skill development.
KINE 3327,Individual and Dual Sports,3,The purpose of this course is to develop the techniques for sports conditioning and fundamental skills used in teaching individual and dual sports in a public school physical education class.
KINE 3326,Sport Administration,3,An integrated study of the administration of traditional and contemporary kinesiology and sports programs. Philosophies and principles of the administration of kinesiology and sports programs will be applied. Administration of Sports Programs
KINE 3325,Governance in Sport,3,"An investigation of the various agencies governing sport. Includes an examination of the agencies, their authority, organizational structure, and their function."
KINE 3324,Economics in Sport,3,"Examination of economic concepts and applications within the sport industry including industrial organization, finance, labor relations, non-profit entities, and economic theory applied to sport."
KINE 3322,Sociology of Sport and Exercise,3,"This course critically discusses the relationship between sport/exercise and various social issues including politics, gender, culture, race, economic status, and religion."
KINE 3323,Applied Exercise Physiology,3,"This course examines the effects of various factors including heat, cold, altitude, pressure, age, and sex on the physiological responses to exercise and training."
KINE 3321,Legal Issues in Sport and Exercise,3,"This course provides knowledge of the judicial system and current legal issues in sport including risk management, eligibility, discrimination, drug testing, and Title IX."
KINE 3320,Marketing and Promotion in Sports,3,This course provides students with an understanding of the marketing issues within the sport industry within the private and public sectors.
KINE 3319,Sport Business and Finance,3,This course will examine traditional and innovative methods of revenue acquisition available to sport organizations and current financial challenges. Financing Sports Organizations
KINE 3318,Sports Conditioning and Program Design,3,This course covers the theory and practice of sport training methodologies for enhancing the athlete’s physiological capacity to reach a high level of performance.
KINE 3316,Foundations of Exercise and Sports Psychology,3,This course examines psychological theories and research related to sport and exercise behavior that could improve or hinder athletic performance.
KINE 3317,Nutrition in Sports and Exercise,3,Scientific basis for sports nutrition emphasizing basic nutritional concepts used for fuel and post recovery to enhance human performance. (Formerly : “Sports Nutrition”)
KINE 3315,Facility Management and Design,3,"Emphasis on supervising athletic facilities and different aspects of organizing, promoting, scheduling, officiating, leagues and tournaments, risk management and evaluation of intramural sports related activities. (Formerly : “Facilities Management and Intramural Sports”)"
KINE 3313,Scientific Principles of Strength and Conditioning,3,"Overview of strength and conditioning. Emphasis on exercise science, nutrition, technique, programs, testing, and evaluation. Prepares student for Certified Strength and Conditioning Specialist exam."
KINE 3311,Biomechanics of Sport and Exercise,3,"An analysis of physical conditioning, sport skill performance, and injury prevention using the principles of mechanical physics."
KINE 3314,Care and Prevention of Athletic Injuries,3,"Concepts of anatomy, mechanism of injury, and administration of athletic training. Students are able to demonstrate basic mastery of athletic injuries of all body parts."
KINE 3302,Independent Study,3,Independent Study 
KINE 3312,Physiology of Exercise,3,An examination of the physiological and biochemical responses of the human body to the stress of physical exertion and the implications for fitness conditioning and sport performance.
KINE 2316,Resistance Training and Conditioning,3,"An introduction to the skills, knowledge, and techniques of resistance training and physical conditioning."
KINE 3310,Adapted Activities for Special Populations,3,"An overview of the knowledge and subject matter commonly included in adapted physical education, provides an opportunity to develop competency for teaching physical education to persons with disabilities and/or special needs. Fieldwork may be required for this course."
KINE 2314,Communication in Sport,3,"This course is an investigation of public relations and communication practices in sport including reputation management, media relations, crisis communications, community relations, and fostering relationships with key publics."
KINE 2313,Sport Management,3,"This course will introduce students to the operating principles for programs in intercollegiate athletics, professional sports, recreational sports, and community sport associations."
KINE 2311,Motor Learning and Development,3,"An examination of the acquisition and performance of motor skills throughout the lifespan. The practical application of motor skill development for physical education, sport, and fitness is emphasized."
KINE 2312,Kinetic Anatomy,3,This course presents foundational knowledge about structural and functional anatomy that is essential for physical activities including sport and exercise.
MATH 4312,Mathematical Programming,3,"Mathematical development on linear programming, sensitivity analysis, dual problem dynamic programming, probabilistic inventory models and Monte Carlo methods."
MATH 4311,Modern Algebra,3,"Logical structure of mathematics, proof techniques, rings, integral domains, fields, factorization, groups ideals and field extensions, applications."
MATH 4310,Fundamental Concepts of Analysis,3,"Definitions of functions and limits. Introduction to continuity, differentiation, integration, sequences and series, point-set topology, sequences and series of functions, and functions of several variables."
MATH 4302,Independent Study,3,Independent Study 
MATH 4300,Selected Topics in Mathematical Sciences,3,Selected Topics in Mathematical Sciences 
MATH 3365,Introduction to Mathematical Proofs,3,"This course introduces elements of mathematical proof, focusing on various forms and methods of mathematical proofs."
MATH 3391,Probability and Statistics I,3,Probability and Statistics I 
MATH 3361,Linear Algebra,3,"Vector spaces, linear transformation, representation of linear transformations by matrices, matrix algebra, determinants, systems of linear equations and eigenvalue problems. Applications to 2D and 3D geometric modeling, computer graphics, and digital game programming."
MATH 3357,Introduction to Higher Geometry,3,Introduction to Higher Geometry 
MATH 3362,Discrete Structures,3,"Mappings, relations, recurrence, logic, Boolean algebras, graphs, induction, proofs, languages, state machines, history of artificial intelligence, Turing test, and applications of these areas."
MATH 3343,History of Mathematics,3,History of Mathematics 
MATH 3347,Operations Research,3,"Linear programming, critical path analysis, inventory models, Monte Carlo simulation, queuing models and dynamic programming."
MATH 3321,Gaming Mathematics for Non-Programmer,3,Mathematics theory and application for students who pursue non-programming gaming degree. Topics include motion and computer graphics related math theories and the application of these theories to game programming and simulations.
MATH 3312,Math Concepts I for Middle School Teachers,3,Mathematics content (first part) necessary for teaching in the 4-8 classroom is included. This course is designed specifically for students who seek 4-8 teacher certification.
MATH 3318,Concepts in Math I,3,"Sets, whole numbers, relations, numerations systems, theory, integers, rational numbers, fractions and measurement will be addressed by a problem solving approach. Designed for EC-6 teacher candidate."
MATH 3320,Concepts in Math II,3,"Decimals, percent, ration, proportion, probability, statistic and geometry concepts will be addressed by a problem solving approach. Designed for EC-6 teacher candidate."
MATH 3300,Selected Topics in Mathematical Sciences,3,Selected Topics in Mathematical Sciences 
MATH 3311,Math Concepts II,3,"A problem solving approach to decimal, percent, ratio, proportion, probability, statistics, and geometry concepts. (Early Childhood-Grade 4 certification)."
MATH 3310,Math Concepts I,3,"Admitted to Teacher Education. A problem solving approach to sets, relations, numeration systems, whole numbers, number theory, integers, rational numbers as fractions, and measurement (Early Childhood-Grade 4 certification)."
MATH 2414,Calculus II,4,"This course provides essentials of Calculus II including antiderivatives, integrations, and sequences, and series."
MATH 2415,Calculus III,4,"This course provides essentials of Calculus III including vectors, partial derivatives, gradients, and multiple integrations."
MATH 2343,Statistical Methods in Psychology,3,"Descriptive and inferential statistics used in psychological research and assessment. Measurement, characteristics of distributions; correlation and regression; and hypotheses testing and inference."
MATH 2413,Calculus I,4,"This course provides essentials of Calculus I including limits, continuity, derivatives, optimization, antiderivatives, and the fundamental theorem of calculus."
SCIE 2320,Physical Science Concepts,3,Physical Science Concepts 
NURS 3315,Foundations of Comprehensive Pathophysiology in Nursing,3,This course examines basic pathological processes that underlie diseases commonly found in clinical practice. Modifiable factors that offer opportunities for nursing intervention are identified. Formerly “Pathophysiology”. Course Fee Nursing Program Course Fee - $24 per course
PSYC 4334,Psychology of Women,3,"Introduces perspectives on the psychology of women, including the historical contributions of women psychologists."
PSYC 4332,Substance Use Disorders,3,"Introduction of contemporary perspectives on addictive behavior with emphasis on the study of substance abuse, dependence and addiction. (Formerly : Psychology of Addiction, Substance Abuse and Dependence; Substance Abuse and Dependence)"
PSYC 4330,Stress and Health,3,Examines the relationship between stress and health. Explores strategies for effective stress coping and making lifestyle changes to enhance health and wellness.
PSYC 4320,Principles of Learning,3,"Approaches to learning, memory, and motivation in humans; theory and application of learning principles."
PSYC 4328,Principles of Psychopharmacology,3,An overview of principles of psychotropic drug action; behavioral and cognitive effects of currently used medications for major psychiatric disorders and those of historical significance.
PSYC 4319,Psychology of Happiness,3,"The course examines a new area of psychology called positive psychology that involves the emotional states, traits, and institutions that facilitate well-being. It also explores strategies for enhancing happiness and well-being."
PSYC 4318,Research Methods for the Social Sciences,3,Research Methods for the Social Sciences 
PSYC 4317,Human Sexuality,3,Human Sexuality 
PSYC 4316,Psychology of Personality,3,Major contributors and theories of personality development; examination of applications to current social situations.
PSYC 4314,History and Systems,3,"Philosophical, theoretical and conceptual issues in psychology, and major schools of thought within the field."
PSYC 4313,Introduction to Clinical Psychology,3,"Theory and practice of clinical psychology. Psychological assessment, theories of psychotherapy and professional issues. Preview of graduate training in clinical psychology."
PSYC 4311,Abnormal Psychology,3,Analysis of maladaptive behavior; historical and current trends in diagnosis and treatment.
PSYC 4309,Introduction to School Psychology,3,"An introduction to the field of school psychology, including historical evolution, current trends, roles, functions and training requirements."
PSYC 4310,Tests and Measurements,3,"Norms, reliability, validity, and critical analysis of tests used in psychology and education."
PSYC 4305,Internship,3,Provides students with opportunities to participate in a work setting or research project with appropriate agencies or entities in the field of psychology.
PSYC 4302,Independent Study,3,Independent Study 
PSYC 4300,Selected Topics in Psychology,3,Selected Topics in Psychology 
PSYC 4202,Independent Study,2,Independent Study 
PSYC 4102,Independent Study,1,Independent Study 
PSYC 3318,Social Biology,3,A synthesis of scientific disciplines that attempts to explain behavior in all species by considering the evolutionary advantages of social behavior.
PSYC 3316,Child and Adolescent Development,3,"Physical, cognitive, and social development in children through adolescence; factors affecting the developmental process."
PSYC 3317,Adult Development and Gerontology,3,"Physical cognitive, and social development in adulthood through elder years; factors affecting the developmental process."
PSYC 3312,Sport Psychology,3,"An introduction to the field of sport psychology and the tools used by athletes, coaches and sport psychologists."
PSYC 3314,Physiological Psychology,3,Physiological Psychology 
BIMS 6312,Research Methods in Science,3,"This course is designed for graduate students to conduct guided literature and laboratories-based research and independently write a research paper and/or article(s) for publication. The course will help students develop methods in scientific research, how to research current literature, formulate a hypothesis, and develop a scientific methodology to study a problem."
BIMS 6313,Cell & Molecular,3,"The fundamentals of cell and molecular biology, concentrating on understanding the experimental basis of these disciplines as well as the current state of knowledge. An intensive survey of cellular and molecular structure and function that make life possible."
BIMS 6311,Biochemistry,3,"This course is a broad introduction to the fundamentals of biochemistry, especially those relating to thermodynamics, molecular pathways and regulation."
BIMS 6310,Management and Marketing Scientific Technologies,3,"Provides marketing principles and global markets with focus on scientific technologies. Project management skills to manage diversity, conflict, and change in corporate, government and nonprofit including entrepreneurial ventures."
BIMS 6305,Masters Professional Science Internship,3,The culminating experience in the MS Professional science program that provides a supervised opportunity to practice professional skills in an industrial setting. Internship report and oral presentation required for graduation. May be repeated once for credit.
BIMS 6300,Selected Topics in Biomedical Sciences,3,Selected Topics in Biomedical Sciences 
AMST 6310,American Philosophy,3,Introduces MAIS American Studies students to major issues and trends in American Philosophy.
AMST 6300,Special Topics in American Studies,3,Courses under this title will introduce MAIS American Studies students to more specialized and specific topics relevant to the field of American Studies.
AHED 6362,Professional Coaching III: Strategies and Skills,3,Research-derived models of excellence and coaching strategies and skills for executive and leadership development; academic and career performance; personal growth-change- wellbeing-wellness.
AHED 6361,Professional Coaching II: The Coaching Relationship and Positive Change,3,Overview and analysis of learning conditions and skills for establishing the coaching relationship. Teaching and experiential methods for purposeful behavioral development and positive change will be discussed.
AHED 6360,Professional Coaching I: Theory and Practice,3,An overview of professional coaching: History and development of coaching; coaching as distinct from other professions; benefits of coaching for individuals and organizations; core competencies.
AHED 6356,IT Trends and Issues in AHED,3,"This course will address the imperative that modern education administrators be skilled in assessing IT’s role in managing operations, products, and services for students, faculty and staff by examining the current issues and trends in the field."
AHED 6355,Higher Education History,3,"This course’s purpose is to provide an in-depth overview of the philosophic, political, social, and economic forces that have influenced higher education from the colonial period to the present, while simultaneously exploring how these forces relate to issues and challenges in contemporary higher education"
AHED 6354,Higher Education Finance,3,"This course is designed to provide a working knowledge of the economic, finance, and policy context of the U.S. higher education system. It is also intended to introduce prospective college and university administrators to issues and practices related to higher education budgeting."
