code,title,credits,description
1013*,ART APPRECIATION,3,"An introduction to various aspects of the visual arts with 
illustrated lectures and studio demonstrations. Lecturenonenone"
1023*,FUNDAMENTALS OF ART,3,"An 
introduction to art through studio experience for non-
majors. Studio .nonenone"
1031-3,WORKSHOP,3,"A concentrated 
course of specific exploration at the introductory level of 
various art forms, designed to provide intensive 
experience in studio projects. May be repeated for credit 
under different subtitle. No more than  of ARTnonenone"
1113*,DRAWING I,3,"Introduction to the 
basic principles, techniques and media of 
drawing/perception. Studio . (Fall)nonenone"
1123,DRAWING II,3,"Drawing experiences 
that coordinate drawing skills with perception and 
creativity. Studio . Prerequisite: ARTnonenone"
1213*,DESIGN I,3,"An introductory class 
concentrating on two and three dimensional forms which 
emphasizes design elements and their organizational 
principles. Studio . (Fall)nonenone"
1223,DESIGN II,3,"Application and analysis of 
three-dimensional elements and principles of design. 
Studio . (Spring)nonenone"
1231,COMPUTER-STUDIO LAB,1,"credit hour An 
introduction to computer graphics and appropriate 
software for use in foundation studio art courses. For Art 
majors only. Studio  per week. (Fall)nonenone"
2243*,COLOR,3,"Exploration and analysis of 
color. Studio . (Fall)nonenone"
2253,COMPUTER GRAPHIC DESIGN,3,"An 
introduction to the processes of creatively translating 
concepts from words to effective visual communication 
through graphic design, layout, and technical illustration. 
Studio  per week.nonenone"
2313,PAINTING,3,"Painting courses exploring 
the principles, techniques, media and creative potential of 
painting. Studio .nonenone"
2413,PRINTMAKING,3,"An introduction to 
various basic printmaking processes: collagraphs, 
monoprints, intaglio, serigraphy, lithography, relief 
printing. Studio . Prerequisite: ARTnonenone"
2513,SCULPTURE,3,"A beginning class that 
emphasizes sculptural form and aesthetics through 
various media and techniques. Studio . 
Prerequisite: ARTnonenone"
2613*,HISTORY OF ART I,3,"A survey of the 
painting, sculpture and architecture from prehistoric 
times through the Gothic period. Lecture . General 
Education, Humanities–Aesthetics. (Fall)nonenone"
2623*,HISTORY OF ART II,3,"A survey of the 
painting, sculpture and architecture from the Renaissance 
through the  Century. Lecture . General 
Education, Humanities–Aesthetics. (Spring)nonenone"
2733,ILLUSTRATION,3,"Introduction to 
historic and contemporary illustration and consideration 
of a wide range of illustrative styles. Required 
experiments with media and consideration of alternate 
ways of illustrating a message through conceptual and 
compositional variations. Studio . ARTnonenone"
2743,TYPOGRAPHY,3,"An investigation of 
letter forms and their characteristics and a study of 
spacing, leading, type selection, layout alternatives, type 
specification and copy fitting. Preliminary introduction to 
typography as a communication medium. An understanding to 
typographic terminology and 
measuring systems while developing hand skills and 
introducing computer technology. Studio .nonenone"
2813,BEGINNING CERAMICS,3,"Introduction 
to ceramic techniques, with focus on exploration, ideas, 
and the aesthetics of form. Studio .nonenone"
3133,FIGURE DRAWING,3,"An introduction 
to drawing the figure from direct observation. Emphasis 
on a variety of traditional drawing media and techniques. 
Studio  per week.  Prerequisite: ARTnonenone"
3213,GRAPHIC DESIGN,3,"Exploration of 
basic design principles-line, form and color, as visual 
communication. Problem solving, generation of ideas, 
development of concepts and the integration of word and 
image. Technical and presentation skills. Studio . 
Prerequisite: ARTnonenone"
3713,ART FOR ELEMENTARY TEACHERS,3,"Lecture and laboratory experience in two and three 
dimensional media designed for the understanding and 
application of art as an element of the elementary 
curriculum. Lecture/studio .nonenone"
3723,PUBLIC SCHOOL ART,3,"Elementary 
and Secondary theory in two and three dimensional 
media designed for the application and understanding of 
art as an element of the school curriculum with lecture 
laboratory and field experience. Teacher Certification 
students must be admitted to teacher education prior to 
enrollment. Studio .nonenone"
3743,"ADVANCED COMPUTER GRAPHICS AND IMAGE 
ENHANCEMENT",3,"Use of computer software 
(primarily Photoshop) to capture, create and alter 
electronic images for use in graphic design and 
illustration applications with an emphasis on concept and 
thematic development. Skillful production of portfolio 
pieces via learned software. Studio . Prerequisite: 
ARTnonenone"
3753,LAYOUT/PRODUCTION,3,"Use of 
computer and traditional methods to enhance production 
skills and solution of design projects from concept to the 
comprehensive. Evaluation and design of symbols and 
ogos and their various applications, leading to an 
understanding of system design. Introduction to graphic 
design production and the preparation of art for 
reproduction. Studio . ARTnonenone"
3833,CRAFTS,3,"A studio course that relates 
material to form and function, with an emphasis on one of 
several materials: weaving, beadwork, textiles, etc. May 
be repeated under a different subtitle. No more thannonenone"
4143,ADVANCED DRAWING,3,"Advanced 
studio courses exploring the principles, techniques, media 
and creative potential of drawing. May be repeated for 
credit under a different subtitle. Studio . 
Prerequisite: ARTnonenone"
4213,ADVANCED GRAPHIC DESIGN,3,"Design problems with special attention to signage, 
exhibition design, packaging, display, and point of 
purchase. Use of model-building tools and study of 
structure and form to introduce the student to problem-
solving and finishing techniques. Development of 
concepts into models. Studio . Prerequisite: ARTnonenone"
4323,ADVANCED PAINTING I: TRADITIONAL PAINTING TECHNIQUES,3,"Students will continue to apply and further refine the traditional oil 
painting techniques learned in ARTnonenone"
4333,"ADVANCED PAINTING II: CONTEMPORARY 
PAINTING TECHNIQUES",3,"Students will 
explore and experiment with contemporary oil and/or 
acrylic painting techniques. This may include creative and 
inventive use of traditional materials as well as use of 
nontraditional surfaces, mixed media, collage, and 
expanded form painting. Studio .  Prerequisite: 
ARTnonenone"
4343,"ADVANCED PAINTING III: SUBJECT MATTER 
EXPLORATION",3,"Students will focus on the 
creative exploration of personal subject matter using oil 
and/or acrylic paint. Subject matter may include portraits, 
the figure, still life, landscape, and interiors. Students will 
continue to refine their painting techniques in relation to 
their subject matter. Students will research historical and 
contemporary genres in painting. Studio . 
Prerequisite: ARTnonenone"
4353,ADVANCED PAINTING IV: STYLE EXPLORATION,3,"Students will explore a variety of painting 
styles using oil and/or acrylic paint. Styles may include 
realism, abstraction, surrealism, and narrative painting. 
Students will research artists working in a variety of 
historical and contemporary styles. Emphasis is placed on 
the union of style with personal subject matter. Studiononenone"
4363,"ADVANCED PAINTING V: PAINTING THESIS 
INTRODUCTION",3,"Students will develop a 
series of related oil and/or acrylic paintings 
demonstrating creativity and a personal aesthetic and 
direction in painting. Emphasis is placed on the 
development of a unique concept and the application of 
technique, design, style, and subject matter in relation to 
concept. Students will also complete in-depth formal and 
critical analyses of their paintings. Paintings created in 
this course will be part of the student's senior art 
exhibition. Required for all BFA majors with a painting 
concentration. Studio . Prerequisite: ARTnonenone"
4373,"ADVANCED PAINTING V: PAINTING THESIS 
CONCLUSION",3,"Students will continue to 
develop and refine a series of related paintings as well as 
an artist statement in preparation for their senior art 
exhibition. Continued focus is on the development of 
paintings that demonstrate a unique concept and mature 
vision enhanced by creative use of subject matter, skilled 
paint application, and sophisticated design skills. Students 
will also complete in-depth formal and critical analyses of 
their paintings. Required for all BFA majors with a 
painting concentration. Studio . Prerequisite: ARTnonenone"
4383,ADVANCED PAINTING: TRADITIONAL WATERCOLOR,3,"Students will explore the 
techniques and traditional methods of watercolors on 
paper. Subject matter will include landscapes, plein air 
painting, portraits, the figure, still life, and a variety of 
color mixing charts related to subject. Studio . 
Prerequisite: ARTnonenone"
4393,ADVANCED PAINTING: CONTEMPORARY WATERCOLOR,3,"Students will focus on experimentation and personal expression of subject 
matter using watercolor on traditional or nontraditional 
surfaces. Students will continue to refine their painting 
techniques in relation to their concept. Studio . 
Prerequisite: ARTnonenone"
4423,ADVANCED PRINTMAKING I,3,"Students will be introduced to various advanced 
techniques in printmaking methods which will include 
stone lithography, serigraphy, relief, 
and monoprints/monotype. Emphasis will be placed on 
learning and understanding the many techniques of 
printmaking. Students are required to take this course for 
a concentration in printmaking. Studio . 
Prerequisite: ARTnonenone"
4433,ADVANCED PRINTMAKING II: WOODCUT,3,"Students will focus on the techniques and methods 
of woodcut. Emphasis will be placed on learning to carve, 
matrix registration, and applying color to the block while 
simultaneously developing personal imagery. Students 
will learn how to create a consistent edition. Studiononenone"
4443,ADVANCED PRINTMAKING III: SERIGRAPHY,3,"Students will focus on the techniques and 
methods of screen printing. Emphasis will be placed on 
how to prepare and print a screen print with equal 
attention to personal imagery. Students will learn how to 
create a consistent edition. Studio . Prerequisite: ARTnonenone"
4453,ADVANCED PRINTMAKING IV: MONOPRINT/MONOTYPE,3,"Students will focus on developing personal imagery using painting and 
printmaking techniques. Drypoint, collograph, and 
painting will be utilized in developing one of a kind images 
and personal imagery. Studio . Prerequisite: ARTnonenone"
4463,ADVANCED PRINTMAKING V: RELIEF LINOCUT,3,"Students will continue to explore relief 
printing using a linoleum matrix. Reduction and additive 
methods will be used to create personal imagery. Students 
will learn how to create a consistent edition. Studiononenone"
4473,"ADVANCED PRINTMAKING VI: LITHOGRAPHY 
AND RELIEF",3,"Students will continue to 
develop and explore the techniques of stone lithography 
and relief printing. Students will learn how to create a 
consistent color edition. Studio . Prerequisite: ARTnonenone"
4483,ADVANCED PRINTMAKING VII: LITHOGRAPHY,3,"Students will focus on the techniques and 
methods of stone lithography. Emphasis will be placed on 
learning the chemical etching process and developing 
personal imagery. Students will learn how to create a 
consistent edition. Studio . Prerequisite: ARTnonenone"
4523,"ADVANCED SCULPTURE I: WELDING, ASSEMBLAGE, CARVING",3,"Advanced studio course emphasizing safe studio practices and the personal 
exploration of sculptural forms and materials. Students 
will learn advanced skills to create sculpture using the 
techniques of oxy-acetylene welding, arc stick welding, 
wood-assemblage, wood carving, and hand building in 
clay. Studio . Prerequisite: ARTnonenone"
4533,"ADVANCED SCULPTURE II: TIG WELDING AND 
HAND BUILDING CLAY",3,"Advanced studio 
course emphasizing safe studio practices and the personal 
exploration of sculptural forms and materials. Students 
will engage in self-directed image making and create 
personal sculptural expressions for their portfolio. Studio 
workshop skills using advanced techniques of TIG 
welding and hand building in clay will be developed. 
Studio . Prerequisite: ARTnonenone"
4543,"ADVANCED SCULPTURE III: SPECIAL PROBLEMS 
IN WELDING, WOOD, AND CLAY",3,"Advanced 
studio course emphasizing safe studio practices and the 
personal exploration of sculptural forms and materials. 
Students will engage in special problems in sculpture. 
Each student will design an original sculpture and 
construct an advanced portfolio of their work. Studio 
workshop skills will build upon the advanced techniques 
of TIG welding, arc welding, plasma arc cutting, and oxy-
acetylene welding in addition to further development of 
their advanced skills in woodworking and clay 
construction. Studio . Prerequisite: ARTnonenone"
4553,"ADVANCED SCULPTURE IV: TIME BASED MEDIA, 
ASSEMBLAGE, CARVING, CASTING, OR MODELING",3,"Advanced studio course emphasizing safe 
studio practices and the personal exploration of 
sculptural forms and materials. Students will engage in 
new forms of sculpture. Each student will design original 
sculpture and construct advanced portfolios of their work 
using a variety of new materials including time-based 
media. Studio workshop skills will be stressed in all 
sculpture media and include works that are carved, 
assembled, cast, or modeled. Studio . Prerequisite: ARTnonenone"
4563,ADVANCED SCULPTURE V: PUBLIC INSTALLATION SCULPTURE,3,"Advanced studio course emphasizing safe studio practices and the 
personal exploration of sculptural forms and materials. 
Students will engage in new forms of sculpture. Each 
student will design original sculpture for public display. 
Studio . Prerequisite: ARTnonenone"
4573,"ADVANCED SCULPTURE VI: EXHIBITION DESIGN 
AND CONSTRUCTION",3,"Advanced studio 
course emphasizing safe studio practices and the personal 
exploration of sculptural forms and materials. Students 
will engage in new forms of sculpture. Each student will 
design original sculpture and construct an advanced 
exhibition of their work. Studio . Prerequisite: ARTnonenone"
4633*,"HISTORY OF ART SEMINAR: ORIGINS OF 
MODERN ART",3,"Advanced Art History course 
with an emphasis on origins and development of Modern 
Art. The course content covers the time period ofnonenone"
4643*,"HISTORY OF ART SEMINAR: MODERN ART 
MOVEMENTS",3,"Advanced Art History course 
with an emphasis on Modern Art movements and their 
development. The course content covers the time period 
ofnonenone"
4663*,HISTORY OF ART SEMINAR: ART SINCE,1940,nonenone
1213,and  of History.,4713,HISTORY OF GRAPHIC DESIGNnonenone
4733,ART PORTFOLIO CAPSTONE,3,"Professional study on setting fees, writing contracts, 
working with an agent, and other business practices. Final 
preparation of a professional portfolio culminating in an 
extensive design project and the design, organization, and 
production of an exhibition of work. Studio/internshipnonenone"
4911-4,WORKSHOP,1-4,"A concentrated 
course of specific exploration of various art forms, 
designed to provide intensive experience in studio 
projects. May be repeated for credit under different 
subtitle. No more than  of ARTnonenone"
4921-3*,INDEPENDENT STUDY,1-3,"Independent study and guided research in a selected area 
of Art. May be repeated for credit. Independent study  
hours.nonenone"
4933,SENIOR ART STUDIO,3,"Senior level art 
experience in a major studio area. May be repeated for 
credit. Studio , as assigned by department chair. 
the Chair.nonenone"
4991,SENIOR ART CAPSTONE AND EXHIBITION,1,"credit hour A capstone course that emphasizes the development 
and documentation of professional 
credentials and culminates in a final exhibition of art. 
Capstonenonenone"
1104*,CONTEMPORARY ASTRONOMY,4,"A 
one-semester survey course in astronomy. Topics are 
developed around observational astronomy, 
how astronomers understand the universe using models, 
astronomical and physical concepts which provide a 
fundamental understanding. The course surveys the solar 
system, our galaxy and near stars, and stellar 
characteristics. Lecture . Prerequisite: At least one 
year of high school algebra. General Education, Physical 
Science.nonenone"
1004*,GENERAL BIOLOGY,4,"A life science 
laboratory course for non-science majors. Students 
should learn the principles of cell structure/function, 
genetics, evolution and organismal diversity, ecology, and 
the scientific method. Such principles will be applied in 
discussions of biotechnology, conservation of biodiversity 
and natural resources, human population growth, and 
global environmental changes. Not applicable to the 
Biology major or minor, Medical Technology major, or 
Allied Health Science major. Lecture , laboratorynonenone"
1114*,PLANTS AND CULTURE,4,"A general 
education course that will explore the historical, social, 
and economic relationships between plants and people. 
Topics covered in class include a brief introduction to the 
plant kingdom and plant anatomy and morphology with 
more in depth coverage of human plant usage including 
foods, beverages, spices, fibers, and medicines. The lab 
portion of the course will in part involve hands-on 
production of plant products, and where appropriate (and 
legal) include sampling these products. Not applicable to 
biology major or minor or medical technology major. 
Lecture , laboratory . Corequisite: BIOLnonenone"
1214*,HUMAN BIOLOGY,4,"Human Biology is 
a general education science lab course that introduces the 
basic concepts of biology, using humans and society as a 
focus. After establishing the molecular and cellular basis 
of life, the course describes and investigates the structure 
and function of the human body with an emphasis on 
homeostasis. It concludes with an examination of the 
principles of evolution and ecology, again focusing on 
human impact on the environment. It is not applicable to 
the Biology major or minor. Lecture 
Laboratory Science, Biological Science.nonenone"
1364*,PRINCIPLES OF BIOLOGY I,4,"An 
introduction to the physical, chemical and biological 
principles associated with life from the subcellular to 
ecosystem level. Lecture , laboratory .nonenone"
1474*,PRINCIPLES OF BIOLOGY II,4,"A 
continuation of BIOLnonenone"
2013,MEDICAL TERMINOLOGY,3,"An 
introduction to the prefixes, roots, and suffixes used to 
construct medical terms. A systems approach will be used 
  
 
 
to survey the basic anatomy and physiology of the human 
body, followed by selected terms defining the pathology, 
diagnostic procedures, and treatment procedures of each 
system. Emphasis will be on learning to pronounce, spell, 
and define all terms. Lecture . Will not satisfy 
general education science requirements. (Fall, Spring)nonenone"
2034*,HUMAN ANATOMY,4,"Introductory 
anatomy with emphasis on histology and human gross 
anatomy. Includes cadaver dissection and study. Lecture 
, laboratory . Prerequisite: BIOLnonenone"
1-2,"credit hours Selected 
topics in biology which may include lecture, laboratory 
and/or field trips. May be repeated for a maximum of",3,"credit hours. Lecture . Will not satisfy general 
education science requirements.nonenone"
2124*,MICROBIOLOGY,4,"A survey of the 
principles and techniques of microbiology with emphasis 
on disease prevention and health maintenance. Lecturenonenone"
2134*,HUMAN PHYSIOLOGY,4,"Emphasis is 
on concepts and principles that serve as a foundation for 
understanding human physiology. Laboratory 
experiences demonstrate physiological mechanisms and 
serve as a basis for understanding clinical applications of 
physiology. Lecture , laboratory .
BIOLnonenone"
2144*,BOTANY,4,"A survey of the plant 
kingdom stressing structure, function, life histories, and 
ecology. Lecture , laboratory .nonenone"
2154*,ZOOLOGY,4,"A phylogenetic and 
comparative survey of the animal kingdom that treats 
evolutionary, ecological, zoogeographical and 
morphological aspects of each phylum. Emphasis is on 
classification as it reflects evolutionary adaptation. 
Economic impact of wild animals on society and natural 
resource conservation are considered. Lecture , 
laboratory .nonenone"
3012*,PRACTICUM IN HUMAN ANATOMY,2,Students will serve as a teaching assistant for BIOLnonenone
2034L,"Human Anatomy Lab and will obtain additional dissection 
experience and anatomical knowledge beyond material 
covered in that course. in BIOL",2034,or BIOLnonenone
3014*,GENETICS,4,"A general course in the 
cellular and molecular mechanisms of heredity. Lecturenonenone"
3043*,EVOLUTION,3,"Historical development 
of evolutionary concepts, and current theories to account 
for speciation, evolutionary mechanisms, and 
phylogenetic relationships. Lecture . Prerequisite: 
BIOLnonenone"
3054*,PLANT TAXONOMY,4,"Classification of 
flowering plants with emphasis on the flora of the area. 
Lecture , laboratory , and field trips. 
Prerequisite: BIOLnonenone"
3064*,ECOLOGY,4,"General principles of 
biotic and abiotic interrelationships including sampling 
techniques, productivity, energy flow, interspecific 
association and biomes. Field trips arranged. Lecturenonenone"
3074*,NATURAL HISTORY OF THE VERTEBRATES,4,"Ecology, taxonomy and life histories of 
vertebrates. Field trips arranged. Lecture , 
laboratory . Prerequisite: BIOLnonenone"
3084*,ORNITHOLOGY,4,"Identification, 
ecology, distribution and population dynamics of birds, 
with emphasis on locally occurring species. Family and 
ordinal characters are stressed. Lecture , 
laboratory , field trips arranged. Prerequisite: 
BIOLnonenone"
3093*,IMMUNOLOGY,3,"Nature and 
mechanisms of natural and acquired resistance including 
humeral and cellular immunity. Characteristics of 
antigens and antibodies and of their interaction; 
transplantation reactions and hypersensitivities. Lecture 
. Prerequisite: BIOLnonenone"
3104*,COMPARATIVE VERTEBRATE ANATOMY,4,"Functional morphology and evolution of 
organ systems in representative chordates. This course 
emphasizes biomechanics and environmental adaptation, 
and fulfills the needs of pre-professionals and biology 
majors. Lecture , laboratory . Prerequisite: 
BIOLnonenone"
3114*,MAMMALOGY,4,"Classification, life 
histories, and distribution of mammals. Methods of 
collection and preservation. Lecture , laboratorynonenone"
3124*,HISTOLOGY,4,"Structure of animals at 
tissue and organ levels with emphasis on recognition and 
function of mammalian tissues and organs. Lecturenonenone"
3174*,MOLECULAR BIOLOGY,4,"Structural 
and functional organization of prokaryotic and eukaryotic 
cells at the molecular level. Regulation of transcription 
and translation, DNA repair mechanisms, and cancer 
genetics are also considered. Lecture , laboratory 
. BIOLnonenone"
3184*,PRINCIPLES OF ANATOMY,4,"This 
course provides students with an intensive survey of the 
microscopic and gross anatomy of various human tissues, 
organs, and organ systems. The course uses a systemic 
approach, with an emphasis on integrated structure-
function relationships at the cell, tissue, and organ level. 
Includes extensive cadaver dissection. Lecture , 
laboratory . Prerequisite: BIOLnonenone"
