code,title,credits,description
MGMT 4335,Technology & Innovation Management,3,
MGMT 4210,E-Management: Managing in a Digital Economy,2,
MGMT 4235,Social Entrepreneurship,2,
MGMT 4220,Advanced Entrepreneurship,2,
MGMT 4180,Workplace Health and Safety,1,
MGMT 4170,Employee and Labor Relations,1,
MGMT 3870,Management Research Methods,8,
MGMT 3880,Business Ethics and Social Responsibility,8,
MGMT 3860,Human Resource Management,8,
MGMT 3850,Foundations of Entrepreneurship,8,
MGMT 3830,Operations Management,8,
MGMT 3720,Organizational Behavior,7,
MGMT 3820,Management Concepts,8,
MGMT 3341,Dealership Fixed Operations,3,
MGMT 3340,Introduction to the Global Auto Industry,3,
MGMT 3335,Managing Diversity in Organizations,3,
MGMT 3310,Digital Entrepreneurship,3,
MGMT 3330,Communicating in Business,3,
LSCM 4900,Special Problems,9,
PSCI 3350,Minority Politics and Political Behavior,3,
PSCI 3340,"Rights, Opportunities and Social Justice",3,
PSCI 3330,Introduction to Public Administration,3,
PSCI 3320,Democratic Theory,3,
PSCI 3301,Introduction to Public Policy,3,
PSCI 3300,International Relations,3,
PSCI 3210,The U.S. Supreme Court,2,
PSCI 3130,Interest Groups,1,
PSCI 3200,The American Legal System,2,
PSCI 3160,Mass Media in American Politics,1,
PSCI 3110,The Legislative Process,1,
PSCI 3120,Women and Politics,1,
PSCI 3100,Topics in American Government,1,
PSCI 2307,Introduction to Political Science Research Methods,3,
PSCI 1050,American Government: Process and Policies,0,
PSCI 2304,Introduction to Political Science,3,
PHYS 2240,Electricity and Magnetism Lab,2,
PSCI 1040,American Government: Laws and Institutions,0,
PSYC 4480,New Directions in Psychology,4,
PHYS 1730,Mechanics Lab,7,
PHYS 2220,Electricity and Magnetism,2,
EDRE 4450,"Reading and Writing, Birth through Grade 6",4,
EDRE 4360,Content Area Reading in Secondary Schools,3,
PBHL 4900,Special Problems,9,
PBHL 4390,Capstone in Public Health,3,
PBHL 4395,Applied Practice Experience in Public Health,3,
PBHL 4330,Mentored Research Experience in Public Health,3,
PBHL 4340,Health Promotion Skills and Competencies,3,
PBHL 4320,Biostatistics for Public Health,3,
PBHL 4310,Epidemiology,3,
PBHL 3350,Environmental Health,3,
PBHL 3340,Social and Behavioral Sciences in Public Health,3,
PBHL 3330,Health Policy,3,
PBHL 3320,Program Planning in Public Health,3,
PBHL 3310,Principles of Human Nutrition,3,
PBHL 2300,Introduction to Public Health,3,
PBHL 2900,Special Problems,9,
PACS 4310,Community Service Internship,3,
PACS 4240,Volunteer Management Concepts and Applications,2,
PACS 4980,Special Topics in Alternative Dispute Resolution,9,
PACS 4040,Crisis Intervention,0,
PACS 4200,Leadership Theory and Practice for Volunteer Managers,2,
PACS 4030,Dispute Resolution in a Global Workplace,0,
PACS 3000,Pathways to Civic Engagement,0,
SPAN 4361,Mexican American Literature,3,
EDSP 4330,Advanced Educational Strategies of Exceptional Learners,3,
EDSP 4320,Educational Assessment and Evaluation of Exceptional Learners,3,
EDSP 3420,"Behavioral Disorders: Characteristics, Identification and Intervention",4,
EDSP 3240,Family Communication and Collaboration for Exceptional Learners,2,
EDSP 2310,Introduction to Individuals with Disabilities,3,
SPAN 4950,Spanish Practicum,9,
SPAN 4900,Special Problems,9,
SPAN 4390,Spanish for the Health Professions,3,
SPAN 4800,Spanish Internship,8,
SPAN 4383,Media Technologies for Communication in the Hispanic World,3,
SPAN 4360,Survey of Spanish-American Literature,3,
