Code,Title,Credits,Description
AHS 2013,NUTRITION,3,"This course examines the basic composition of nutrients 
and accessory factors required for adequate human 
nutrition. It includes the application of nutritional"
Catalog 2023-2024,,4,"Redlands Community College        Section III-Course Descriptions 
 

principles to the planning of normal and special dietary 
regime.  (Spring, Summer, Fall)"
AHS 2113,PHARMACOLOGY,3,"This course is an in-depth study of pharmacologic 
principles, 
including 
pharmacodynamics, 
pharmacokinetics, 
specific 
drug 
groups 
and 
considerations in administration. Trends and issues in 
pharmacologic perspectives also are discussed. The 
course will benefit those going into health careers such as 
EMT, nursing, medicine and pharmacy.  (Spring, 
Summer, Fall) 
ANIMAL SCIENCE"
ANSI 1124,INTRODUCTION,4,"TO ANIMAL SCIENCE  
This course examines the various areas and types of 
production in animal agriculture.  It provides an 
introduction to nutrition, genetics, reproduction, breeds 
within species, and an overview of the current status of 
animal agriculture in the United States. 3 hours lecture 
credit; 1 hour lab credit.  (Spring, Fall)"
ANSI 1213,LIVESTOCK,3,"PRODUCTION  
This course covers the application of the basic principles 
of livestock production. Emphasis will be on livestock 
breeds, characteristics and selection, balancing rations, 
and feeding recommendations.  (Spring)"
ANSI 2001-3,ANIMAL,3,"SCIENCE SEMINAR  
This course is a study of selected topics in Animal 
Science."
ANSI 2023,MEAT,3,"ANIMAL/CARCASS 
EVALUATION  
This course discusses how to identify and evaluate carcass 
cuts and apply yield grades and grading standards to live 
meat animals. Students have an opportunity to select 
superior meat animals."
ANSI 2112,LIVESTOCK,2,"EVALUATION AND 
SELECTION  
Prerequisite: Must be on the Livestock Judging Team to 
enroll in this course. 
This course covers the use of performance records, 
pedigree information and visual appraisal in the 
evaluation of cattle, swine, and sheep.  Students have the 
opportunity to judge livestock classes and give oral 
reasons. (Spring, Fall)"
ANSI 2123,LIVESTOCK,3,"FEEDING  
This course covers the principles of animal nutrition with 
emphasis on nutrients and their functions for various 
classes of livestock feeding.  Students are taught how to 
formulate rations for domestic livestock and to use the 
results of the rations to improve rate of gain and control 
production costs.  (Spring)"
ANSI 2133,ADVANCED,3,"LIVESTOCK 
EVALUATION/SELECTION 
This course provides advanced training with livestock 
evaluation and selection. Emphasis will be on the 
demonstrated ability to judge livestock classes and 
present oral reasons for selection. Students have the 
opportunity to serve on the Redlands Community College 
Livestock Judging Team."
ANSI 2142,ARTIFICIAL,2,"INSEMINATION  
This course is a study and practice of artificial 
insemination of beef cattle including heat detection, 
semen 
care 
and 
storage, 
semen 
deposition, 
synchronization, sanitation, and sire selection.  (Spring)"
ANSI 2143,ANATOMY,3,"AND PHYSIOLOGY OF 
REPRODUCTION 
This course provides the opportunity to examine the 
reproductive systems of livestock as such systems 
produce new offspring. Emphasis will be on identifying 
the heat cycle, collecting and storing semen and semen 
deposition, applying the methods of synchronization to 
alter the heat cycle and demonstrating proficiency with 
cattle artificial insemination.  (Spring, Fall)"
ANSI 2163,BEEF,3,"PRODUCTION 
This course provides an introduction to the beef cattle 
industry. Students will study topics including cattle 
reproduction, anatomy and physiology, management, 
marketing, and pasture management. Upon completion 
students should be able to demonstrate a basic 
understanding of beef cattle production practices and the 
economic impact of the beef cattle industry in Oklahoma.  
(Fall) 
ANTHROPOLOGY"
ANTH 2013,ANTHROPOLOGY,3,"This course is an introduction to the study of the origin 
and development of human culture. Particular topics 
include race, society, customs, and beliefs. 
ART"
ART 1013,BASIC,3,"ART I: 2D DESIGN  
This is an introductory course in the two dimensional use 
of the principles and elements of art and design. Emphasis 
is placed on the organizational command of the 2D picture 
plane and issues of illusion. Format of this class will be a 
combination of studio practice, lecture, demonstration,"
Catalog 2023-2024,,4,"Redlands Community College        Section III-Course Descriptions 
 

critique, and quizzes. Students will explore a variety of art 
mediums including: Drawing, Painting, Mixed Media, 
and Printmaking. In class exercises, process work, 
research, and written reflections challenge students to 
explore 
the 
basics 
of 
two-dimensional 
design. 
Throughout the course, students will collect works to 
create a portfolio to be evaluated at the end of the 
semester.  (Spring, Fall)"
ART 1023,BASIC,3,"ART II: 3D DESIGN  
Prerequisite:"
ART 1013,Basic,3,"Art I: 2D Design 
This is an introductory course in the Three Dimensional 
use of the principles and elements of art and design. 
Students will work using both the additive and subtractive 
process, exploring media through representational, 
abstract and expressive works.  Technique as well as 
composition will be explored through the use of both the 
elements and principals working in three dimensions.  
Color theory will be explored and discussed in depth as 
well as the historical context of these methods. Studio 
experiences, research, and written reflections will 
challenge students to explore these processes. Throughout 
the course, students will collect works to create a portfolio 
to be evaluated at the end of each semester.  (Spring, Fall)"
ART 1073,COLOR,3,"AND DESIGN  
This course is a study of color theories, perceptions, and 
the practical application of color principles to a variety of 
design problems. Students will learn color mixing and 
color application through a series of projects using color 
harmonies and visual/psychological color effects. 
Students will explore the uses of color while using the 
principles of design in the creation of original works of 
art. Throughout the course, students will collect works to 
create a portfolio to be evaluated at the end of each 
semester.  (Spring)"
ART 1113,ART,3,"APPRECIATION I  
This course is the study of art from a variety of different 
backgrounds and cultures as both product and process. 
Aesthetic judgment making in evaluation of art from 
different times and places is stressed.  (Spring, Fall)"
ART 1123,ART,3,"APPRECIATION II 
This course is a study of arts, artists, and their cultures 
from the 15th Century to present.  (Spring, Fall)"
ART 2001-3,ART,3,"SEMINAR  
This course is a study of selected topics in art."
ART 2063,INTRODUCTION,3,"TO DIGITAL 
PHOTOGRAPHY 
Digital photography has changed the way photographers, 
both beginners and professionals, think. This class will 
give the student basics on what type of camera, computer, 
and software they may want or need to achieve the digital 
darkroom. They will learn how to capture an image and 
what to do with that image. Time will be spent on how to 
move the image from the camera to the computer, along 
with making corrections for exposure and color. One of 
the most convenient things about digital photography is 
how easy it is to share your photos with others. The class 
will cover printing, e-mailing, and how to prepare your 
photo to use on a website.  (Spring, Fall)"
ART 2093,PAINTING,3,"I  
This course is an introduction to the materials and 
technical aspects of painting with oil or acrylic media. 
Students will work from direct observation and reference 
material, exploring use of media through representational 
and expressive paintings. The process of painting, as well 
as 
composition 
(balance, 
unity, 
emphasis, 
and 
manipulation of space) will be explored through the use 
of color, value, line, texture, opacity, and shape. Students 
will learn color mixing and glazing techniques, and 
experiment with various brushwork and knife techniques. 
Throughout the course, students will collect works to 
create a portfolio to be evaluated at the end of each 
semester.  (Spring, Fall)"
ART 2103,PAINTING,3,"II  
Prerequisites:"
ART 2093,Painting,3,"I 
This is an advanced course focusing on the materials and 
technical aspects of painting with oil or acrylic media.  
Students will work from direct observation and reference 
material as well as exploring the use of media through 
more experimental techniques.  Students will experiment 
with the formal and expressive potential of surface and 
objective and subjective color as well as the psychological 
effects of color.   Students will learn how to stretch and 
prepare canvas and work toward finding their own voice 
and artistic style while creating original art works that 
show an extremely high level of craftsmanship and 
presentation. Throughout the course, students will collect 
works to create a portfolio to be evaluated at the end of 
each semester.  (Spring, Fall)"
ART 2113,DRAWING,3,"II  
Prerequisites:"
ART 2283,Drawing,3,"I 
This is an advanced drawing course, which builds off the 
student’s existing drawing skills and knowledge of the 
medium. The course will emphasize creative exploration 
and discovery of students’ own aesthetic language, while 
continuing to introduce and explore a variety of tools and 
techniques. Emphasis will be placed on the further growth 
of all aesthetic qualities as they relate to a more 
complicated visual means of expression.  (Spring)"
Catalog 2023-2024,,4,Redlands Community College        Section III-Course Descriptions
ART 2123,NATIVE,3,"AMERICAN PAINTING  
This course introduces the student to the symbolism, 
heritage and painting techniques involved in Native 
American art."
ART 2163,INTERMEDIATE,3,"DIGITAL 
PHOTOGRAPHY 
This course complements ART 2063, Introduction to 
Digital Photography, with students progressing in the 
areas of more advanced computer software skills and 
photography techniques. Upon completion, the students 
will possess a greater knowledge of color management 
and file formats, including JPEG, TIFF, and Photoshop 
files.  (Spring, Fall)"
ART 2213,SCULPTURE,3,Prerequisites:
ART 1013,Basic,3,"Art I: 2D Design or 
approval of the instructor 
Sculpture is the creative approach to sculptural building 
techniques and form exploration using a variety of media. 
This course will focus on idea development, using both 
traditional 
and 
nontraditional 
three-dimensional 
materials. It will emphasize conceptual reasoning and 
consideration of material choice, craft, form, space, site, 
presentation, and context. It will provide a forum for the 
discussion and exploration of sculptural practices, and the 
possibilities made available by such an expansive field.  
(Fall)"
ART 2233,POTTERY,3,"I  
This is an introductory course in the basics of ceramics. 
Students enrolled in this course need no previous 
knowledge of art. The course is structured to provide 
instruction and basic techniques of clay construction and 
design. Methods of pottery include a variety of hand 
building techniques and an introduction to wheel 
throwing. Through this course, students will develop a 
basic terminology of ceramics as well as being introduced 
to the glazing and firing process.  (Spring, Fall)"
ART 2243,PAINTING,3,"III 
Prerequisite:"
ART 2103,Painting,3,"II 
This course covers advanced exploration of materials and 
technical aspects of painting.  Students may use their 
choice of oil or acrylic painting media for this class.  
Students will explore the historical concepts of painting 
and contrast them to contemporary methods. Students will 
have the opportunity to concentrate on developing their 
individual concepts and means of personal expression 
while creating a substantial body of work.  (Spring, Fall)"
ART 2263,POTTERY,3,"II  
Prerequisite:"
ART 2233,Pottery,3,"I 
Pottery II is a course in advanced pottery, building off of 
previous knowledge and experience with clay. This 
course continues to develop the students’ skills in a 
variety of techniques including hand building and wheel 
throwing. Students will continue their experience and 
gain further knowledge in glazing and firing processes, as 
well as building their ceramics vocabulary. Students will 
also be given an opportunity to explore their own ideas 
and personal style in the creation of a body of work.  
(Spring, Fall)"
ART 2283,DRAWING,3,"I 
The impulse to draw is instinctive and the act of drawing 
is a vital tool in the creative process of making art.  This 
course is an introduction to drawing and emphasis will be 
on representational and expressive drawing through direct 
observation.  The process of drawing, as well as 
composition, light and shade, figure-ground relationship, 
proportion, perspective, and line quality will be explored 
in a variety of media.  The student will develop a working 
knowledge of linear perspective and gain experience in 
using other various means for creating an illusion of 
spatial depth within a drawing.  (Spring)"
ART 2443,ART,3,"IN MOVIE MAKING 
Storytelling using the visual mediums of film and video 
is a collaborative process, utilizing dozens of creative 
individuals. This course is an examination of the 
significant roles that artists play in the film, video and 
social media related industries.  (Spring, Fall) 
ASTRONOMY"
ASTR 1614,ASTRONOMY,4,"WITH LAB 
Prerequisites: none 
This course is designed to examine the history and 
principles of astronomy. Topics related to the solar 
system, stars, galaxies and universe are covered. Includes 
a hands-on practical experience in areas including optics, 
optical telescopes, modeling of our solar system, use of a 
telescope, and nighttime observation of constellations. 
This course will satisfy physical science requirements for 
graduation. 3 hours lecture credit, 1 hour lab credit. (Fall) 
BIOLOGICAL SCIENCE"
BISC 1113,BIOLOGICAL,3,"CONCEPTS 
Prerequisites: none 
This course is designed to provide fundamental 
information concerning life and life processes with an 
introduction to the integration between structure and"
Catalog 2023-2024,,4,"Redlands Community College        Section III-Course Descriptions 
 

function. Introduction of principles at the major levels of 
biological organization is included. This course will 
satisfy the lecture-only life science requirement for 
graduation and is not intended for health or science 
majors. 3 hours lecture credit.  (Summer, Fall, Spring)"
BISC 1114,BIOLOGY,4,"WITH LAB 
Prerequisites: none 
This course includes fundamental information concerning 
life and life processes with an introduction to the 
integration of structure and function.  Application of 
principles at the major levels of biological organization is 
included in both lecture and laboratory.  3 hours lecture 
credit, 1 hour lab credit.  (Spring, Fall)"
BISC 1115,PRINCIPLES,5,"OF BIOLOGY WITH LAB 
Prerequisites: none 
This course includes an introduction to the integration 
between structure and function among all levels of 
biological organization.  Application of principles 
utilizing the scientific method for studying cell 
structure/function, 
evolution, 
genetics, 
anatomy, 
physiology, and ecology are emphasized.  The 
investigative laboratory introduces important techniques 
and methodologies used to develop critical thinking and 
problem solving skills with additional comprehensive 
instrumentation, observation, and evaluation utilizing 
“hypothesis-based” inquiry.  This course is intended for 
Pre-Professional Science majors-Life Science option.   3 
hours lecture credit, 2 hours lab credit.  (Fall) 
BOTANY"
BOT 1114,BOTANY,4,"WITH LAB 
Prerequisites: none 
This course is a study of morphology, anatomy, and 
physiology of plants with emphasis in phylogenetic 
relationships. Plant ecology, variation heredity and 
economic importance are included. 3 hours lecture, 1 hour 
lab credit.   
BUSINESS"
BUS 1103,INTRODUCTION,3,"TO BUSINESS  
This course is an overview of modern business and an 
introduction to various functions of business such as 
economics, management, marketing, finance, business 
law, and government involvement.  (Fall)"
BUS 1353,BUSINESS,3,"ETHICS  
This course introduces students to traditional concepts of 
ethical behavior, as they apply to the challenges of 
conducting business in the modern marketplace. The 
student will be encouraged to develop an understanding 
of ethics that is both legally and philosophically 
defensible by examination of notable moral failures in the 
business environment. Special emphasis will be given to 
the definition of ethical terms, recognition of the potential 
costs and benefits of ethical business behavior, and the 
application of this knowledge to actual business 
scenarios.  (Spring)"
BUS 2001-4,BUSINESS,4,"SEMINAR  
This course presents studies in selected topics in business."
BUS 2093,BUSINESS,3,"COMMUNICATIONS  
Prerequisite:"
ENGL 1113,English,3,"Composition I 
(Required), SPCH1113 Fundamentals of Speech is 
recommended or approval of the instructor. 
This course is a study and analysis of business and 
industrial communication problems, an analysis into 
communication theory and instruction and practice in 
effective communications, including the memorandum, 
letters, 
various 
business 
reports, 
proposals, 
and 
professional oral presentations.  (Fall)"
BUS 2163,BUSINESS,3,"LAW  
This is an introductory course covering the principles of 
law as applied to contracts, warranties, commercial paper, 
agencies, types of business organizations, sales, property, 
bailment’s, bankruptcy, and government regulations.  
(Spring)"
BUS 2513,BUSINESS,3,"STATISTICS 
Prerequisite:"
MATH 1513,College,3,"Algebra 
This course focuses on techniques for descriptive and 
inferential measures with emphasis on business 
applications. Topics covered include scientific decision 
making, 
data 
summary 
techniques, 
frequency 
distributions, probability, sampling, and hypothesis 
testing.  (Fall) 
CHEMISTRY"
CHEM 1215,CHEMISTRY,5,"I WITH LAB 
Prerequisite or Co-requisite:"
MATH 1483,Functions,3,"and 
Modeling or"
MATH 1513,College,3,"Algebra or required 
score on placement exam. This course covers the 
fundamental facts, laws, principles, theories, and concepts 
of chemistry necessary for further work in science related 
subjects. There is a strong emphasis on the essential 
features of atomic structure, nomenclature, periodic 
properties, chemical bonding, molecular geometries of 
organic and inorganic compounds, stoichiometry, the 
reactions and properties of solutions, gas laws, and 
thermochemistry. 4 hours lecture;"
Catalog 2023-2024,,4,Redlands Community College        Section III-Course Descriptions
CHEM 1315,GENERAL,5,"CHEMISTRY I WITH LAB  
Prerequisite:"
MATH 1483,Functions,3,and Modeling or
MATH 1513,College,3,"Algebra 
This course includes the fundamental principles of this 
discipline such as the philosophy of chemistry, atomic 
theory and structure, types of compounds and chemical 
nomenclature, states of matter, solutions and ionization, 
chemical reactions and stoichiometry, molecular bonding 
and structure, electron distribution and atomic spectra, 
nature of gases, acids and bases, and thermochemistry. 
Laboratory activities will correspond with the topics in 
lecture and will serve to reinforce these concepts through 
hands-on learning.  This course is designed for students 
with strong math and science ability who typically 
progress to CHEM 1415: General Chemistry II with Lab. 
4 hours lecture; 1 hour lab credit.  (Spring, Summer, Fall)"
CHEM 1415,GENERAL,5,"CHEMISTRY II WITH LAB 
Prerequisite:"
CHEM 1315,General,5,"Chemistry I with Lab 
(or equivalent) 
A continuation of"
CHEM 1315,General,5,"Chemistry I with 
Lab to include a study of chemical kinetics, chemical 
equilibria, 
solubility 
products, 
redox 
reactions, 
electrochemistry, chemical thermodynamics, nuclear 
chemistry, metallic/transitional elements, qualitative 
analysis, organic chemistry / biochemistry and nuclear 
chemistry. Emphasis will be placed on chemical analysis 
utilizing instrumental methods. Laboratory activities will 
correspond with the topics in lecture and will serve to 
reinforce these concepts through hands-on learning. 3 
hours lecture; 2 hours lab credit."
CHEM 2115,ORGANIC,5,"CHEMISTRY I WITH LAB  
Prerequisites:"
CHEM 1415,General,5,"Chemistry II with 
Lab (or equivalent)  
This course provides students with a study of carbon and 
its compounds (inclusive of major functional groups 
except those taught in Organic Chemistry II). The study 
will place emphasis on organic molecular structures and 
nomenclature, 
synthesis 
and 
other 
reactions, 
stereochemistry and reaction mechanisms and an 
introduction to instrumental methods of analysis. 
Laboratory activities will include selected experiments 
involving the properties, preparation, analysis, and 
separation of organic compounds. Emphasis will be 
placed on tradition “wet” methods and an introduction to 
instrumental methods of analysis such as nuclear 
magnetic resonance (nmr) and infrared spectroscopy. 
Lecture (3 semester credits) and laboratory (2 semester 
credits) are combined."
CHEM 2125,ORGANIC,5,"CHEMISTRY II WITH LAB 
Prerequisite:"
CHEM 2115,Organic,5,"Chemistry I with Lab 
(or equivalent) 
This course provides students with a continued study of 
organic compounds (primarily biochemistry and those 
functional groups not covered in Organic Chemistry I). 
The study will place emphasis on molecular structures 
and nomenclature, synthesis and other reactions, 
stereochemistry and reaction mechanisms and an 
introduction to instrumental methods of analyzing these 
compounds (e.g. electrophoresis, nmr, and infrared 
spectroscopy). Experiments and excursions will be 
included to provide students with “hands-on” activities to 
include calibration of instruments, chemical analysis, and 
graph interpretation. 3 hours lecture; 2 hours lab credit.  
CHILD DEVELOPMENT"
CD 2001-4,CHILD,4,"DEVELOPMENT SEMINAR  
This course includes special topic courses offered as the 
need arises in the areas of child development, early 
childhood education, and parenting education. Mini-
courses or workshops also are included."
