Code,Title,Credits,Description
APM 1001G,Piano Class I,1,"A study of functional keyboard skills including sight reading, 
transposing, harmonizing, and improvising. 
Satisfactory/unsatisfactory grades are given after two (2) 
registrations. The course is repeated until the first piano 
proficiency examination is passed."
APM 1011,Piano Class II,1,"A study of keyboard skills including advanced harmonic 
vocabulary, reading open score, and four-part 
compositions. The course is repeated until the second 
proficiency examination is passed. 
Prerequisite: APM-1001G."
APM 1041G,Beginning Voice Class,1,"A classroom study of basic techniques of vocal tone and 
production. Satisfactory-unsatisfactory grades are given 
after two (2) registrations."
APM 1090,Guitar Proficiency Level I,0,"A non-credit transcript entry to indicate the student 
completed the first level of the guitar proficiency 
requirements."
APM 1091G,Guitar Class I,1,"Introduction to the guitar, fundamentals of technique, and 
music notation reading. Students will learn beginning 
chords and finger-picking patterns to accompany songs. 
This course is for beginning students only. Students must 
have an electric or acoustic guitar to enroll."
APM 2000,Piano Proficiency Level II,0,"A non-credit transcript entry to indicate the student 
completed the second level of the piano proficiency 
requirements. 
APM APM-2031, 3031, 4031 - Private Music 
Composition (0.5-2) 
Private instruction in composition. The usual credit is one 
(1) credit each semester. The course is repeatable for two 
(2) credits at each level. 
Prerequisite: MTH-1002G, MTH-1033, and APM-1001."
APM 3000,Junior Recital,0,"A non-credit transcript entry to indicate that the student has 
successfully performed a required junior recital."
APM 3001,Piano Improvisation,1,"Private instruction in piano allows the student to improvise 
on the piano in the styles of choice. Related scales and 
Traditional Courses | 155 
 
chord progressions are drilled; genre pieces are played and 
improvised to develop the student's ability to build upon old 
and new pieces, bringing them fresh life and substance. 
Some previous experience with piano and/or music theory 
is highly recommended. Repeatable for up to six (6) credits. 
Prerequisite: Permission of the instructor."
APM 4000,Senior Recital,0,"A non-credit transcript entry to indicate that the student has 
successfully performed a required senior recital. 
ART - Art"
ART 1002G,Art in the Western World,2,"An introductory study of the history, theory and practice of 
western art. Special emphasis is given to a variety of 
media, and issues of Christianity and creativity."
ART 1013G,Design Foundations,3,"An introduction to the theory and practice of visual 
communication design with emphasis given to the study of 
composition, the elements of design, the dynamics of color, 
and the illusion of space. 
Crosslisted as: GRD-1013G."
ART 1023,Design Fundamentals,3,"An introductory study of composition, design, dynamics of 
color, and illusions of space."
ART 1033,Color Theory,3,"A studio course introduction to the use of color and two-
dimensional design in the process of art making. The 
emphasis is on developing a comprehension and 
appreciation for how colors interact and on gaining the 
ability to use color in an intentional and sensitive manner."
ART 1053G,Drawing I,3,"An introductory study in drawing with pencil, pen, brush and 
charcoal. Special emphasis is given to expression, 
discipline and development of observation and drawing 
skills."
aART 2003,3D Design,3,"This is an introductory course that will help students 
understand and manipulate three-dimensional forms. 
Students will work in a variety of media. Emphasis will be 
placed on the selection of materials to promote concepts. 
This course will also introduce students to basic fabrication 
techniques."
ART 2013G,Art and Architecture in Historical Italy,3,"A travel/study course involving a focused study of the 
history and culture of Italy through the media of art and 
architecture."
ART 2023,Printmaking I,3,"An introductory study of printmaking materials and 
techniques including intaglio, collograph, monotype and 
various methods."
ART 2053,Composition Concepts,3,"A study in composition and problem solving with emphasis 
on change and growth in the student's art perspective. 
Prerequisite: ART-1053G."
ART 2063G,Painting I,3,"An introductory study of characteristics, materials and 
techniques of acrylic and oil painting with emphasis on 
design."
ART 2083G,Ceramics I,3,"An introductory study of pottery construction methods 
including hand building methods, wheel throwing, glazing, 
and firing."
ART 2093G,Darkroom Photography,3,"An introduction to black and white photography and design 
principles. Special emphasis is given to composition, 
expression, film developing, and printing."
aART 3003G,History of Art I,3,A study of art history from prehistoric times
aART 3013G,History of Art II,3,A study of art history
ART 3023,Printmaking II,3,"An advanced study of intaglio, collograph, monotype and 
various methods. 
Prerequisite: ART-2023."
ART 3042,Art Materials and Teaching,2,"A study of instructional techniques and motivation 
strategies for teaching art. Special emphasis is given to 
development of creativity and psychomotor coordination 
during early and middle school years. 
 
156| Mount Vernon Nazarene University Traditional Academic"
ART 3043,Ceramics II,3,"An advanced study of pottery and ceramic techniques with 
emphasis on design and glaze composition. 
Prerequisite: ART-2083G."
ART 3063,Painting II,3,"An advanced study of composition, design and individual 
execution traits in acrylic and oil paints. 
Prerequisite: ART-2063G."
ART 3093,Sculpture,3,"An introductory study of technical and aesthetic aspects of 
sculpture. 
Prerequisite: Junior Standing."
ART 4002,Content Area Teaching Methods in Art,2,"An experience-based study of art and the substantive 
issues related to designing, developing, and executing art 
instruction in the preschool through twelfth grade visual art 
program. 
Prerequisite: Admission to the Teacher Education program."
ART 4003,Painting III,3,"An advanced course in painting with emphasis on the 
continued skills development integrating personal content 
and individuals goals. Students explore a variety of painting 
media such as oil, acrylic, water-based paint and mixed 
media. 
Prerequisite: ART-3063."
ART 4013,Aesthetics and Postmodern Art,3,"An introductory study of the philosophy of art and the 
issues of post-modern art through analysis of selected 
writings. 
Prerequisite: Junior standing."
ART 4073,Senior Project,3,"An advanced art study project in one medium, development 
of a senior art portfolio, and exhibition of works. Students 
must enroll for two semesters and earn a total of six (6) 
hours credit. 
Prerequisite: Open only to senior art majors with advisor 
approval."
ART 4083,Senior Art Exhibit,3,"This course is conducted as an intensive studio and critique 
time in coordination with the faculty member and 
classmates. It entails producing a body of work for 
exhibition at the end of the year and readies the student 
with a portfolio for MFA graduate application. This is the 
culminating work and parting statement of the studio art 
major. The student has regular class critiques and 
collaborative meetings with a supervising professor 
concerning the projects scope, standards, and progress."
ART 4093,Special Topics in the History of Art,3,"A study of topics in art history presented in research format. 
Prerequisite: aART-3003G and aART-3013G."
ART 5019,Independent Study in Art,1 - 4,"Independent study is available in studio art area after 
completing a two course sequence. An independent study 
application must be approved by the department."
ART 5029,Art Internship,1 - 6,"A supervised experience performed in a professional 
environment representing a student's major 
discipline. Students receive satisfactory/unsatisfactory 
grades. 
Prerequisite: Departmental application and approval."
ART 5091,Art Honors Research Project,1 - 2,"A capstone research project within the major for honor 
students. It is supervised by a faculty mentor and evaluated 
by a committee of three faculty. The course is repeatable 
for up to four (4) hours of credit. 
Prerequisite: Approval of the Application of Intent for 
Honors Research Project by the Honors Program Director. 
BIB - Biblical Literature"
BIB 1003G,Old Testament History & Literature,3,"A survey of the books of the Old Testament with emphasis 
given to the significant historical events, personalities, and 
theological traditions of Israel. This course is offered in 
traditional and non-traditional formats."
BIB 1013G,New Testament History & Literature,3,"A survey of the books of the New Testament with emphasis 
given to the significant historical events, personalities, and 
theological traditions of the early Christian church. This 
course is offered in traditional and non-traditional formats. 
Traditional Courses | 157"
BIB 1023G,The Narrative of Scripture,3,"This course will aid in interpreting the scriptural narrative 
within the historical and cultural contexts of the Hebrew 
people and the New Testament Church with special 
attention to the Bible's literary features and theological 
themes."
BIB 2013,Biblical Interpretation,3,"A study of the assumptions and principles underlying the 
interpretation of various types of literature found in the 
Bible. Special emphasis is given to exegesis of biblical 
passages. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G. ."
BIB 2033,Theology and Language of the Bible,3,"This course surveys the theology within the biblical text by 
introducing key elements of biblical languages and 
language tools within the interpretative task of Biblical 
Theology. One thematic approach to theological dialogue is 
used to produce a paradigm for maintaining the integrity of 
the entire canon within theological interpretation."
aBIB 2083G,History and Geography of Biblical Lands,3,"A travel course to significant sites in biblical lands. Special 
emphasis is given to the geographical, historical and 
cultural background of the Bible."
aBIB 3003,Eighth Century Hebrew Prophets,3,"An exegetical study of the books of Amos, Hosea, Micah, 
and Isaiah in their historical, social and religious contexts 
with contemporary applications. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G."
aBIB 3023,Life and Teachings of Jesus,3,"A study of the life, works and words of Jesus as found in 
the four Gospels. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G."
aBIB 3043,Life and Letters of Paul,3,"A study of the life and teachings of Paul and his insight into 
the personal and social dimensions of the Christian life. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G."
aBIB 3053,Johannine Literature,3,"A study of John's gospel, the epistles of John, and 
Revelation in the light of the literature and culture of the first 
century Mediterranean world. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G."
aBIB 3063,Psalms and Wisdom Literature,3,"A study of the psalms and their cultic settings in Israel's 
worship, the wisdom literature of the Old Testament with 
particular emphasis on the book of Job. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G."
aBIB 3073,Acts and General Epistles,3,"A study of the origins and expansion of the Early Christian 
Church as recorded in Acts and the General Epistles. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G."
aBIB 3083,Pentateuch,3,"A study of the Pentateuch (Genesis through Deuteronomy) 
and its cultural and literary background. 
Prerequisite: BIB-1023G or both BIB-1003G and BIB-
1013G."
aBIB 3113,Biblical Archaeological Field Work,3,"Participation in a major archaeological excavation in Israel 
provides opportunity for the observation and practice of 
techniques in field archaeology. During the excavation 
process, the student observed and participates in methods 
of excavation, recording, decipherment, classification, 
cataloguing, and preservation of various finds. Lectures and 
field trips led by the archaeological staff provide for a 
comprehensive field experience."
BIB 5019,Independent Study in Bible,1 - 4,BIO - Biology
BIO 1014G,Principles of Biology with Laboratory,4,158| Mount Vernon Nazarene University Traditional Academic
BIO 1054G,General Zoology with Laboratory,4,"A survey of the animal kingdom, its taxonomy, morphology, 
and physiological processes at the cellular level through the 
organismic level, and their relationship to the environment. 
A laboratory includes observation, experimentation, and 
dissection of invertebrates and vertebrates. 
Corequisite: BIO-1050."
BIO 1074G,General Botany with Laboratory,4,"The systematic study of anatomy, physiology, and 
taxonomy of plants. The laboratory emphasizes 
morphology, taxonomy, and physiology of plants. 
Corequisite: BIO-1070."
BIO 2001,Medical Terminology,1,"A self-directed course in medical terminology that uses a 
body systems approach."
BIO 2064,Invertebrate Zoology with Laboratory,4,"A study of representative invertebrates of the major and 
minor phyla and selected aspects of their biology. The 
laboratory emphasizes dissection of major phyla 
representatives and requires an invertebrate collection. 
Prerequisite: BIO-1054. Corequisite: BIO-2060."
BIO 2094,Principles of Microbiology with Laboratory,4,"This course is intended for students with a basic 
background in biology and chemistry.  The purpose of this 
course is to provide the student with knowledge associated 
with the structure, function, and identification of 
microorganisms and their relationship to public health, 
industry, and agriculture.  Class lectures and laboratories 
are designed to integrate knowledge with the practical 
techniques common to microbiology such as cell culturing, 
identification of microorganisms, cell staining, immunology, 
and biochemistry of microorganisms. 
Prerequisite: CHE-1044 or CHE-1064G. Corequisite: BIO-
2090."
BIO 3003,Pathophysiology,3,"A study of the abnormal functions of the body during 
disease that includes case study discussions and research 
writing. 
Prerequisite: BIO-2044 or BIO-3064."
BIO 3004,Microbiology with Laboratory,4,"A study of the structure, function, and identification of 
micro-organisms. Special emphasis is given to relations to 
public health, industry, and agriculture. 
Prerequisite: CHE-1064G or CHE-1044; and BIO-1014G or 
BIO-1054G. Corequisite: BIO-3000."
BIO 3009,Research Problems,1 - 6,"A research project in biology designed under the direction 
of faculty. 
Prerequisite: BIO-1054G, BIO-1074G and instructors 
permission."
aBIO 3014,Principles of Ecology with Laboratory,4,"A study of the interrelationships and population dynamics of 
living organisms with abiotic factors in the environment. A 
laboratory is included. 
Prerequisite: BIO-1054G or BIO-1074G; Both are 
recommended. Corequisite: BIO-3010. 
 
Traditional Courses | 159"
aBIO 3024,Field Botany with Laboratory,4,"A study of local field plants. Emphasis is given to taxonomy 
and making an herbarium collection. A laboratory is 
included. 
Prerequisite: BIO-1074G. Corequisite: BIO-3020."
BIO 3034,Genetics with Laboratory,4,"A study of the principles of inheritance. Special emphasis is 
given to the nature and behavior of genetic material in 
plants, animals, and microbes. A laboratory is included. 
Prerequisite: BIO-1054G and either CHE-1044 or CHE-
1064G. Corequisite: BIO-3030."
BIO 3064,Vertebrate Physiology with Laboratory,4,"A study of basic physiological processes in vertebrates 
from cellular through organ systems levels. The laboratory 
investigates selected aspects of vertebrate physiology. 
Prerequisite: BIO-2044, BIO-3045, or BIO-3114; CHE-3034 
is recommended. Corequisite: BIO-3060."
aBIO 3074,Ornithology with Laboratory,4,"A study of the classification, life history, behavior, 
morphology, physiology, and ecology of birds. Emphasis is 
given to identifying birds of eastern North America. A 
laboratory is included, and field trips may be required. 
Prerequisite: BIO-1054G. Corequisite: BIO-3070."
BIO 3084,Clinical Preceptorship,4,"Observation of health care professionals in a clinical 
setting, library research, and interviews with practitioners 
on societal issues that confront health care providers. 
Prerequisite: (a) Biology major, (b) junior standing, (c) 
eligibility and intent to apply to graduate or to medical 
school the summer following completion of the 
preceptorship, (d) approval by the Biology Department, and 
(e) if pre-medical, pre-dental, pre-optometry, or pre-
veterinary medical, approval by the Pre-Medical 
Committee. BIO-3064 or BIO-3104 are recommended."
aBIO 3094G,Tropical Ecology with Laboratory,4,"An off-campus study in Central America includes tropical 
flora and fauna at various levels of altitude from the cloud 
forest to the sea shore. 
Prerequisite: BIO-1054G or BIO-1074G. Corequisite: BIO-
3090."
BIO 3104,Human Physiology with Laboratory,4,"A study of the basic physiological processes in humans 
from cellular through organ systems levels. The laboratory 
investigates selected aspects of human physiology. 
Prerequisite: BIO--3104, BIO-3045, or BIO-3114; CHE-
3034 is recommended. Corequisite: BIO-3100."
BIO 3114,Advanced Human Anatomy with Lab,4,"This course is intended for students with a basic 
background in biology and chemistry. The purpose of this 
course is to provide the student with knowledge associated 
with the anatomical structure in humans. The course is 
designed to help students understand the relationships and 
organization of the major structures within a designated 
body region. 
Prerequisite: BIO-1054. Corequisite: BIO-3110."
BIO 3154,Aquatic Environments with Laboratory,4,"A study of the biology and ecology of aquatic organisms 
and the impact of human culture and activity in the oceans 
and seas. Special emphasis is given to problems related to 
over harvesting, pollution, and exploitation of the marine 
environment. A laboratory is included. 
Prerequisite: BIO-1054G or BIO-1074G; Both are 
recommended. Corequisite: BIO-3150."
BIO 4011,Principles of Bioethics,1,"A study of Christian principles of bioethics with an 
emphasis on personhood and the sanctity of human life. 
 
160| Mount Vernon Nazarene University Traditional Academic"
aBIO 4014,Freshwater Ecology with Laboratory,4,"A study of the freshwater environment as a resource and 
habitat for plants and animals. Special emphasis is placed 
on streams, lakes, and wetlands. A laboratory is included 
and a macroinvertebrate collection is required. 
Prerequisite: BIO-1054G or BIO-1074G; BIO-2064 is 
recommended. Corequisite: BIO-4010."
BIO 4044,Field Zoology with Laboratory,4,"A field study of the biology, ecology, behavior, and 
identification of terrestrial animals including insects, 
amphibians, reptiles, birds, and mammals. A laboratory is 
included and a specimen collection is required. 
Prerequisite: BIO-1054G; BIO-2064 is recommended. 
Corequisite: BIO-4040."
BIO 4064,Molecular Biology with Laboratory,4,"A study of the principles of genes, chromosomes, 
transcription, translation, and regulation. The laboratory 
focuses on DNA manipulation using plasmids, restriction 
enzymes, gel electrophoresis, and tools associated with 
recombinant DNA technology. 
Prerequisite: CHE-3024 and a grade of C- or better in BIO-
3034; BIO-4073 is recommended. Corequisite: BIO-4060."
aBIO 4074,Developmental Biology with Laboratory,4,"A study of development in representative invertebrates and 
vertebrates from gametogenesis through organogenesis 
with emphasis given to physical and chemical mechanisms. 
A laboratory is included. 
Prerequisite: BIO-1054G; BIO-3045 and BIO-3064 are 
recommended. Corequisite: BIO-4070."
BIO 4073,Cell Biology,3,"An introduction to the cellular structure and physiology. 
Special emphasis is given to the plasma membrane and the 
transport of molecules into cells, internal membranes and 
their function, cell nucleus and chromosome structure, 
energy conversion and mitochondria in chloroplasts, 
cytoskeleton, cell growth division, and the extracellular 
matrix. 
Prerequisite: BIO-1054G; CHE-3034 and BIO-3064 are 
recommended."
BIO 4089,Special Topics in Biology,1 - 4,"A study of specialized topics in biology. The course may be 
repeated as topics vary. 
Prerequisite: Instructor permission. Corequisite: BIO-4080."
BIO 4091,Biology Seminar,1,"A discussion of current topics in biology from a Christian 
perspective.  
Prerequisite: Senior classification with a major in biology."
BIO 4112,Technical Writing in Biology,2,"A study of oral and written communication skills needed by 
biologists. A research paper is required. 
Prerequisite: Senior classification in biology or 
departmental permission."
BIO 5019,Independent Study in Biology,1 - 4,
BIO 5029,Biology Internship,1 - 6,"A supervised experience performed in a professional 
environment representing a student's major discipline. 
Prerequisite: Departmental application and approval."
BIO 5091,Biology Honors Research Project,1 - 2,"A capstone research project within the major for honor 
students. It is supervised by a faculty mentor and evaluated 
by a committee of three faculty. The course is repeatable 
for up to four (4) hours of credit. 
Prerequisite: Approval of the Application of Intent for 
Honors Research Project by the Honors Program Director."
BLA 2003,Beginning New Testament Greek,3,"A beginning grammar of the Greek New Testament with 
emphasis on forms, syntax, and vocabulary."
BLA 2023,Beginning Biblical Hebrew,3,"A beginning study of Hebrew grammar and vocabulary with 
translation of selected Old Testament passages."
BLA 5019,Independent Study in Biblical Languages,1 - 4,BSS - Business Special Studies
BSS 2089,Business Seminar,0 - 4,"A course allowing students to experience the business 
world in its actual environment. Special emphasis is given 
to social responsibility of business and society. Students 
may choose to repeat this course for a total of 8 hours. 
 
Traditional Courses | 161"
BSS 3091,Enactus,0 - 1,"A course providing practical experience in entrepreneurship 
and economic development. Student work with primary, 
secondary, and high school students, and local and 
international businesses and organizations, and compete in 
regional and national competitions. Students may repeat 
the course for a total of eight hours credit. Students who 
choose to enroll for 0 credit receive satisfactory or 
unsatisfactory grades."
BSS 5019,Independent Study in Business,1 - 4,
BSS 5029,Business Internship,1 - 6,"A supervised experience performed in a professional 
environment representing a student's major discipline. 
Prerequisite: Departmental application and approval."
BSS 5091,Business Honors Research Project,1 - 2,"A capstone research project within the major for honor 
students. It is supervised by a faculty mentor and evaluated 
by a committee of three faculty. The course is repeatable 
for up to four (4) hours of credit. 
Prerequisite: Approval of the Application of Intent for 
Honors Research Project by the Honors Program Director. 
CED - Christian Education"
CED 2089,Special Topics in Christian Education,1 - 2,"An in-depth study of a special topic in Christian education 
and its impact on the educational ministry of the church."
CED 3010,Youth Ministries Workshop,0,"Participation in a national youth ministries conference, with 
pre-conference reading required prior to and assigned work 
during and after the event. This course is graded on a 
satisfactory/unsatisfactory basis. The course may be 
repeated."
CED 3013,Missional Strategies in Youth Ministry,3,"An investigation of the principles of ministry with youth, with 
special emphasis on the creation and implementation of 
youth ministry programs in the local church and the 
development of organizational and leadership strategies 
with parents, volunteer workers, and students themselves."
aCED 3030,Children's Ministries Workshop,0,"Participation in a national children's ministries conference, 
with pre-conference reading required prior to and assigned 
work during and after the event. The course may be 
repeated."
CED 3032,Church and Family Recreation,2,"An overview of recreational strategies and activities within a 
church's framework, from traditional organized competitive 
sports to the less structured, noncompetitive recreational 
opportunities offered within the context of educational 
ministries. Emphasis is placed on the philosophy of ministry 
as ministry within the body of Christ to the whole person."
CED 3062G,Developmental Missions,2,"A study of the principles and methods for teaching children 
and youth to effectively communicate Christ and serve the 
church outside their own cultural context. Special emphasis 
is given to the history and philosophy of missions, 
contemporary culture and subsequent strategies for 
missions, multicultural communication and ministry, 
programming for missions education, and encouraging the 
call to full-time missionary service in children and youth. 
Involvement in a university missions trip during the course 
provides training in planning and administering age-level 
missions trips."
CHE 1034G,General Chemistry I with Laboratory,4,"A study of chemical principles with emphasis upon 
conceptual foundations. Topics include atomic structure, 
chemical nomenclature, stoichiometry, chemical bonding, 
gases, heat, and the properties of the elements. 
Prerequisite: Must have a grade of C- or better in MAT-
0093, an ACT Mathematics sub-score of 19 or higher, an 
SAT Mathematics sub-score of 530 or higher, or an ALEKS 
162| Mount Vernon Nazarene University Traditional Academic"
CHE 1044,General Chemistry II with Laboratory,4,"A study of the properties and reactions of matter. Special 
emphasis is given to the structure of solids and liquids, 
solutions, equilibrium, thermodynamics, kinetics, 
electrochemistry, acid-base reactions, coordination 
chemistry, and nuclear chemistry. 
Prerequisite: A grade of C- or better in CHE-1034; MAT-
1023 is strongly recommended. Corequisite: CHE-1040."
aCHE 3014,Analytical Chemistry with Laboratory,4,"A study of the theories, techniques, and calculations of 
chemical analysis. Laboratory exercises include 
representative titrimetric, gravimetric, potentiometric, and 
spectrophotometric determinations, and chemical and 
chromatographic separations. 
Prerequisite: CHE-1044 and MAT-2063G. Corequisite: 
CHE-3010."
CHE 3024,Organic Chemistry I with Laboratory,4,"A study of carbon compounds including their molecular 
structures, physical properties, bonding, stereochemistry, 
chemical reactions, and reaction mechanisms. A laboratory 
includes techniques of separating and identifying organic 
compounds. 
Prerequisite: CHE-1044. Corequisite: CHE-3020."
CHE 3034,Organic Chemistry II with Laboratory,4,"A study of aromatic hydrocarbons and organic compounds 
containing oxygen, nitrogen, phosphorus, sulfur and the 
halogens. Special emphasis is given to instrumental 
techniques for structural determination. A laboratory 
includes syntheses and identification of unknown organic 
substances. 
Prerequisite: CHE-3024. Corequisite: CHE-3030."
CHE 3044,Environmental Chemistry with Laboratory,4,"A study of the chemistry within the atmosphere, geosphere, 
and hydrosphere. Emphasis is given to human impacts to 
the environment from pollution as well as detection and 
prevention of these impacts. A laboratory includes 
techniques for detecting and preventing chemical damage 
to the environment. 
Prerequisite: CHE-1044. Corequisite: CHE-3040."
CHE 3084,Clinical Preceptorship,4,"Observation of health care professionals in a clinical 
setting, library research, and interviews with practitioners 
on societal issues that confront health care providers. 
Prerequisite: (a) Junior standing, (b) eligibility and intent to 
apply to graduate or to medical school the summer 
following completion of the preceptorship, (c) approval by 
the student's major department, and (e) if pre-medical, pre-
dental, pre-optometry, pre-chiropractic, pre-podiatry or pre-
veterinary medical, approval by the Pre-Medical 
Committee."
CHE 4001,Technical Writing in Chemistry,1,"Practice in written communication skills needed by 
scientists in higher education, industry and research. 
Projects include a literature search, a scientific review, 
abstracting an article, writing a report of original 
experimental work for publication in American Chemical 
Society format, and interpreting a scientific discovery to the 
public. 
Prerequisite: Chemistry major and junior or senior 
classification."
CHE 4014,Biochemistry I with Laboratory,4,"A study of the structure and function of biological 
compounds. Topics include water, amino acids, proteins, 
Traditional Courses | 163 
 
enzymes, carbohydrates, lipids and nucleic acids. A 
laboratory emphasizes techniques for isolating and 
characterizing biological compounds, including 
chromatography and electrophoresis. 
Prerequisite: BIO-1054 and CHE-3034. Corequisite: CHE-
4010."
CHE 4024,Biochemistry II with Laboratory,4,"A study of the metabolic reactions of living systems. Topics 
include bioenergetics, biosynthesis, digestion/transport, 
regulation of metabolism, and medical conditions that are 
caused by the lack of a specific enzyme. A laboratory 
includes studies of protein structure and enzyme kinetics. 
Prerequisite: CHE-4014. Corequisite: CHE-4020."
aCHE 4034,Inorganic Chemistry with Laboratory,4,"A study of modern concepts of chemical structure and 
bonding, with descriptive chemistry of selected elements. A 
laboratory includes inorganic syntheses, characterizations, 
and analyses. 
Prerequisite: CHE-3014. Corequisite: CHE-4030."
aCHE 4054,Physical Chemistry with Laboratory,4,"Quantitative and theoretical investigation of 
thermodynamics, changes of state and chemical kinetics. 
Laboratory exercises measure thermodynamic properties of 
gases, equilibrium constants, and kinetic parameters of 
chemical reactions. 
Prerequisite: CHE-1044, MAT-1034, and PHY-2024. 
Corequisite: CHE-4050."
CHE 4060,Physical Chemistry Laboratory,0,"Registration record companion laboratory for CHE-4064. 
Corequisite: CHE-4064."
aCHE 4064,Physical Chemistry II with Laboratory,4,"An introduction to special relativity, atomic structure, and 
nuclear structure/reactivity. 
Prerequisite: Take MAT-1034 and either PHY-2024 or 
PHY-2065. Corequisite: CHE-4060. Crosslisted as: PHY-
3014."
