code,title,credits,description
ART 1113 ,Fundamentals of Art I,3,"(H) Class 3. A foundation course in drawing and composition expressed through drawing. It is designed to develop the student’s power of observation and graphic 
expression; composition expressed through drawing, emphasizing the basic art principles underlying the fine and applied arts in present day civilization."
ART 1213 ,Basic Drawing I,3,(H) Class 3. Prerequisite:
ART 1313 ,Basic Color and Design,3,(H) Class 3. Prerequisite:
ART 2113 ,Figure Drawing,3,(H) Class 3. Prerequisite:
ART 2300 ,"Special Topics in Art 
1",3,(H) Consent of the instructor needed. The study and/or analysis of a selected topic in Art. Individual and/or group study. May be repeated with a different topic.
ART 2313 ,Painting I,3,(H) Class 3. Prerequisite:
ART 2323 ,Introduction to Printmaking,3,(H) Class 3. Prerequisite:
BIOL 0124 ,Concepts of Science,0,"Class 3, Lab 2. Placement with appropriate placement measures or successful completion of"
BIOL 1113 ,Introduction to Environmental Science,3,(N) Class 3. Placement with appropriate placement measures or successful completion of
BIOL 1114 ,General Biology,4,"(N) (L) Class 3, Lab 2. Placement with appropriate placement measures or successful completion of"
BIOL 1314 ,Anatomy and Physiology I,4,"(N) (L) Class 3, Lab 2. Placement with appropriate placement measures or successful completion of"
BIOL 1324 ,Anatomy and Physiology II,4,"(N) (L) Class 3, Lab 2. Placement with appropriate placement measures or successful completion of"
BIOL 1404 ,General Botany,4,"(N) (L) Class 3, Lab 2. Placement with appropriate placement measures or successful completion of"
BIOL 1604 ,General Zoology,4,"(N) (L) Class 3, Lab 2. Placement with appropriate placement measures or successful completion of"
CHEM 2300 ,"Special Topics in Chemistry 
1",3,"(N) Class 1, Lab 4. Consent of the instructor needed. The study and/or analysis of a selected topic in chemistry. Individual and/or group study. The course number 
may be repeated with a different topic. 
Cherokee (CHER)"
CHDV 2400,"Internship in Child Development 
1",5,One to five hours credit for supervised internship in the field of child development. Must be approved by the division chair.
CHDV 2523 ,Child Growth and Development,3,"This course will identify patterns of the physical, intellectual and emotional/psychosocial development of children from conception through middle childhood. The 
course will recognize the major theories of human development as they apply to children."
CHDV 2533 ,Guidance of Young Children,3,"This course presents the theoretical basis for the use of positive, constructive child guidance and discipline techniques in programs serving children. A general 
understanding of behavior patterns of children, methods of guidance and directing children’s behavior, and activities for positive growth and development are 
included."
CHDV 2563 ,Child and Family in Society,3,"A laboratory course to enable students to develop and demonstrate an understanding of the family in various cultural settings including the place of the child in the 
family as well as environmental factors. The development of referral methods for parents with special needs and participation in parent education activities."
Computers 101,,3,"Class 3. This is an introductory computer course, designed specifically for those students with little or no computer experience."
COBOL 1,,3,"Class 3. Fundamentals of the COBOL programming language, using handson, problemsolving techniques, including the development of programming principles 
using structured methods. Also includes the structured methods approach to the development of programming principles."
COMS 2133,Introduction to Java,3,Class 3. Prerequisite:
CJPS 1103,Introductions to Corrections,3,An overview of the historical development and a complete analysis of the entire adult corrections systems.
CJPS 1303 ,Introduction to Criminal Justice,3,"(S) Class 3. An overview of the criminal jus�ce system, to include police, courts and correc�ons as they pertain to both adults and juveniles.  An understanding of 
the par�cipants and their roles, in accomplishing the missions of the criminal jus�ce system."
CJPS 2013 ,Criminal Law I,3,Class 3. Prerequisite:
CJPS 2023 ,Criminal Law II,3,Class 3. Prerequisite:
CJPS 2033 ,Police Report Writing,3,Class 3. Prerequisite:
CJPS 2043 ,Criminal Procedures,3,Class 3. Prerequisite:
CJPS 2063 ,Criminal Investigations,3,Class 3. Prerequisite:
CJPS 2073 ,Street Survival,3,"Class 3. Prerequisite: Sophomore standing, Criminal JusticePolice Science major or certified law enforcement officer, completion of Police Self Defense or 
permission of the instructor. The study of tactics for armed encounter. This course includes study of line of duty deaths of police officers, survival shooting 
techniques and methods of apprehending armed offenders."
CJPS 2300 ,"Special Topics 
1",5,"Class 1, Lab 5. Consent of the instructor needed. The study and/or analysis of a selected topic in Criminal Justice/Police Science. Individual and/or group study. 
May be repeated with a different topic 
Education (EDUC)"
EDUC 1113 ,Strategies for Success,3,"Class 3. This course is designed to assist students in obtaining personal and academic skills knowledge necessary to reach their educational objectives. Topics to be 
covered include memory development, time management, testtaking, communication skills, career planning, study skills and techniques, wellness, an understanding 
of diversity and career issues that face many college students. This course is recommended for all new students, returning students and others who may benefit."
ENGL 0003 ,Developmental Reading I,0,Class 3. Placement into
ENGL 0013 ,Developmental Reading II,0,Class 3. Placement into
ENGL 0121 ,Fundamentals of English Lab,0,"(L) Class 3. Placement with appropriate placement measures or lowerlevel deficiency cleared required for enrollment. The lab is required of students not meeting 
appropriate placement measures and are enrolled in the companion"
ENGL 0123 ,Fundamentals of English,0,Class 3. Placement with appropriate placement measures or successful completion of
ENGL 1022 ,College Reading,2,"Class 2. Placement with Collegelevel reading proficiency. This course is designed to enhance and improve reading proficiency. Reading rate, skimming, scanning, 
imagery, tone, and critical reading are emphasized."
ENGL 1013 ,Introductory Technical Writing I,3,Class 3. Placement with appropriate placement measures or successful completion of
ENGL 1113 ,English Composition I,3,Class 3. Placement with appropriate placement measures or concurrent enrollment with
ENGL 1213 ,English Composition II,3,Class 3. Prerequisite:
ENGL 2113 ,Creative Writing I,3,Class 3. Prerequisite:
HUMN 2413,World Literature I,3,(H) Class 3. Prerequisite
HUMN 2443,World Literature II,3,(H) Class 3. Prerequisite
FCSE 1213 ,Introduction to Nutrition,3,"Class 3. The consideration of basic nutrition related to food and health problems in the present socioeconomic and cultural environment are included in this course. 
Food Science (FDSC)"
to 1877,,3,Class 3. A survey of American History
since 1877,,3,Class 3. A survey of American History
HORT 2112 ,Indoor Plants and Interior Plant Scaping,2,"Class 1, Lab 2. Identification, cultural requirements and use of ornamental foliage and flowering plants for indoor gardens."
HORT 2212 ,Herbaceous Ornamental Plants,2,"Class 1, Lab 2. Identification, cultural requirements, and landscape value of ornamental flowering herbaceous plants. Discussions of design and installation of 
herbaceous beds and borders."
HORT 2300 ,"Special Topics 
0",3,Consent of the instructor needed. The study and/or analysis of a selected topic in Horticulture. Individual and/or group study. May be repeated with a different topic.
HUMN 1113 ,Art Appreciation,3,"(H) Class 3. An examination of the historical, social and cultural contexts and dimensions of visual art."
HUMN 1123 ,Music Appreciation,3,"(H) Class 3. An examination of the historical, social, and cultural contexts and dimensions of music."
HUMN 2300 ,"Special Topics 
1",3,"(H) Consent of the instructor needed. The study and/or analysis of a selected topic in Humanities. Individual and/or group study. May be repeated with a different 
topic."
ENGL 2413 ,World Literature I,3,(H) Class 3. Prerequisite
ENGL 2443 ,World Literature II,3,(H) Class 3. Prerequisite
or 1311 ,Journalism Staff Problems,1,Class 1. Specialized staff problems. Work in specialized fields of newspaper writing to meet the needs of the school newspaper.
JORN 1113 ,Elementary Journalistic Writing,3,"Class 3. This course includes the theory and practice of journalistic writing. Students enrolled become reporters on the staff of The Connors Collegian, the campus 
newspaper."
JORN 1213 ,Journalistic Writing,3,"Class 3, Prerequisite:"
JORN 1313 ,Introduction to Photography,3,"Class 2. The basic fundamentals of photography are presented in a functional manner. Analysis of pictorial content, effective use of the camera, and basic 
laboratory skill are also included."
JORN 2113 ,News Editing,3,"Class 2, Lab 2. Prerequisite:"
JORN 2300 ,"Special Topics 
1",3,"Consent of the instructor needed. The study and/or analysis of a selected topic in Journalism. Individual and/or group study. May be repeated with a different topic. 
Mathematics (MATH)"
MATH 0013 ,Basic Mathematics,0,"Class 3. Placement: Appropriate placement measures. A study of the fundamental operations with whole numbers, fractions, decimals, and signed numbers, 
including a study of percentage, measure, ratio, and proportion, geometry, and scientific notation. This proficiency course is designed to prepare students for 
Elementary Algebra."
MATH 0113 ,Elementary Algebra,0,"Class 3. Placement: Appropriate placement measures. This course does not assume prior knowledge of algebra. Topics include signed numbers, integer 
exponents, algebraic expressions, factoring, algebraic fractions, linear equations, linear graphing. This proficiency course is designed to prepare students for 
Intermediate Algebra."
MATH 0133 ,Math Readiness,0,"Class 3. Placement: Appropriate placement measures. This course does not assume prior knowledge of algebra. Topics vary as this course is designed to prepare 
students for placement in one of the following course groupings: MATH1513 and MATH0511, or MATH1473 and MATH0471. MATH0133 credits do not count 
toward an Associate degree."
MATH 0123 ,Intermediate Algebra,0,Class 3. Placement: Appropriate placement measures or lowerlevel deficiency cleared required for enrollment. This course is an extension of
MATH 1493 ,Mathematical Structures,3,"(A) Class 3. Appropriate placement measures or lowerlevel deficiency cleared required for enrollment. A study of the fundamental structures of mathematics. This 
course is suitable for prospective elementary school teachers. Topics include systematic problem solving, logic, techniques of reasoning and proof, finite algebras 
and their properties, structure of number systems, algebraic systems, and introduction to number theory."
MATH 1513 ,PreCalculus Algebra,3,"(A) Class 3. Appropriate placement measures or lowerlevel deficiency cleared required for enrollment. Study of equations and functions (polynomial, rational, 
radical, exponential, logarithmic), systems of equations, and elementary sequences and series. Suitable for students planning on taking calculus."
MATH 1715 ,College Algebra and Trigonometry,5,(A) Class 5. Prerequisite:
MATH 1813 ,Analytical Geometry,3,(A) Class 3. Prerequisite:
MATH 2103 ,Elementary Calculus,3,(A) Class 3. Prerequisite:
MATH 2214 ,Calculus I,4,(A) Class 4. Prerequisite:
MATH 2234 ,Calculus II,4,(A) Class 4. Prerequisite:
MATH 2300 ,"Special Studies in Math 
1",5,"Consent of instructor needed. The study and/or analysis of a selected topic in mathematics. May involve individual and/or group study. This course may be repeated 
with a different topic. 
MUSC 1111121113111411,Chorus Music,1," 
(H) Class 2, Lab 1. Course may be repeated for credit." 
MUSC 11121212, Applied Voice ,2,"
(H) Two lessons per week. This course covered the study of basic vocal techniques, proper breathing, diction, and singing style. Fee charged." 
MUSC 1121122123212421,College Band & Orchestra,1,"  
(H) Consent of the Instructor needed. Two lessons per week. A study of the basic techniques and skills on musical instrument. Emphasis placed on proper toned, 
technique, and intonation. Study from exercise and drill books involving the specific instrument on which the student is studying. Performing solo from standard 
repertoire. The student will memorize and perform one such solo first semester and two such solos second semester. Fee charged. May be repeated for credit." 
MUSC 11221222 ,Applied Instrument ,2," 
(H) Consent of the Instructor needed. Two lessons per week. A study of basic techniques and skills on instrument. Emphasis placed on proper tone, technique, and 
intonation. Study from exercise and drill books involving the specific instrument on which the student is studying. Performing solo from standard repertoire. The 
student will memorize and perform one such solo first semester and two such solos second semester. Fee charged" 
Music (MUSC)"
MUSC 1153 ,Music Theory I,3,"(H) Class 2, Lab 2. A study of music notation, symbols, scales, and elemental harmony. This course is designed to give a thorough groundwork in the rhythmic, 
melodic, and harmonic elements of music."
MUSC 1253 ,Music Theory II,3,"(H) Class 2, Lab 2. Prerequisite:"
NREM 1012 ,Introduction to Natural Resource and Management,2,"CLASS 2. Introduction to the wide variety of natural resources found globally with a focus on Oklahoma eco regions. Including an overview of the ecology and 
management of natural resources in the Pine Hardwood Forest, the Cross Timbers, and the tall grass, mixed grass and short grass prairies. Offered Fall Semester."
NURS 1002 ,Success in Nursing Education  Hybrid,2,"Class 2. This course has been designed to promote success in the nursing program. Students will be assisted in evaluating their own learning styles and discovering 
their most effective study methods. An explanation of cognitive levels of test questions is included, with emphasis on applicationstyle questions found in nursing 
course exams, as well as in the national licensure exam. Exercises in critical thinking will be integrated throughout the course. Experience with the use of nursing 
informatics and time management skills will further enhance the student’s probability of success in the nursing program. This is a blended course. Computer and 
internet access are required."
NURS 1223 ,Clinical Practicum,3,Clinical 9. Prerequisite:
NURS 1228 ,Adaptations of the Family  Hybrid,8,Class 8. Prerequisite:
OTAT 1012 ,Introduction to Occupational Therapy with Lab,2,"This course establishes a knowledge base for the OTA student, emphasizing the human element of health care and the role of the occupational therapy assistant in 
providing this component. The history and philosophy of occupational therapy, the official framework documents of OT, and the use of research in treatment 
planning is introduced. OT methods and clinical applications and the OTA’s role in various traditional and nontraditional settings across the lifespan will be 
explored to lay a foundation for the following program coursework."
OTAT 1022 ,Kinesiology for OTA with Lab,2,"This course builds on basic anatomic and physiologic concepts of human movement, emphasizing the kinesiological, anatomic, and functional aspects of the skeletal 
musculature of the human body and their application to human motion. 
OTAT1101  Therapeutic"
OTAT 2101 ,Therapeutic Activities with Lab,1,"In this course the OTA student learns how to use activities to promote wellness, health, and independence and the idea of therapeutic use of self is introduced. 
Activity analysis as a part of the assessment and intervention planning process will be learned. The student will become acquainted with using and adapting 
activities, games, and everyday skills, including the use of assistive technology and devices, to assist clients with a variety of life activities."
OTAT 2112 ,Physical Dysfunction and Treatment Techniques with Lab,2,"This course includes the study of occupational therapy principles, assessment techniques, and methods of treatment for individuals with difficulties in physical 
function. Therapeutic techniques and intervention strategies for treating individuals with neurological and orthopedic dysfunction are presented as well as methods 
to document clients’ performance and progress."
Fieldwork 1,B,1,"In this course students will apply OT concepts and techniques, learned during academic preparation, to practical situations. Students will work with fieldwork 
educators, patients/clients, and team members in a variety of practice settings such as schools, pediatric clinics, and community facilities. Written documentation, 
professionalism in treatment settings, and application of therapy techniques will be emphasized during this fieldwork."
OTAT 2132 ,Pediatric Care in Occupational Therapy with Lab,2,"This course offers a comprehensive study of OT treatment in the pediatric population. The course content will include normal development, diagnoses and 
conditions, frames of reference, documentation, and theory as related to pediatric intervention. Family/caregiver issues, legal requirements, adaptive equipment for 
pediatric clients, and an introduction to pediatric assessment will also be covered."
OTAT 2142 ,Elder Care in Occupational Therapy,2,"This course includes a comprehensive review of the aging process, integrating the complex and unique psychosocial and physical challenges of older adults. The 
concepts of aging, wellness, and participation in occupations in later life will be emphasized. Addressing both well elders and those with illness or injuries, the 
student will learn to use various intervention techniques in multiple practice settings."
OTAT 2152 ,Psychosocial Dysfunction and Treatment Techniques,2,"This course includes the principles and techniques of assessment and OT intervention strategies for individuals with emotional, cognitive, and psychosocial 
challenges. The psychosocial foundations of occupational therapy and the psychological and behavioral aspects of occupational performance are introduced for 
work with individuals and groups in a variety of traditional and nontraditional psychosocial settings."
OTAT 2211 ,Disease Pathology,1,"In this course OT students become familiar with the various mental and physical health conditions commonly encountered in occupational therapy practice. This 
course will introduce the etiology, prognoses, symptoms, and occupational performance effects of these health conditions."
PHIL 1113 ,Introduction to Philosophy,3,"(H). An introduction to the ideas of major Western philosophers by examining questions concerning reality, knowledge, justice, and morality. May be counted as a 
General Education Humanities course. 
Physical Education (PHED)"
PHED 1411 ,Varsity Athletics and Fitness,1,Class 0.
PHED 1421 ,Varsity Athletics and Fitness,1,Class 0.
PHED 1713 ,Introduction to Athletic Training,3,"Class 3. An introduction to the profession of athletic training. Basic history, policies and procedures, management, and prevention techniques related to athletic 
training. Development of essential skills and competencies needed to perform selected athletic training procedures. Included lab portion for development of skills. 
Offered Fall only. (FA)"
PHED 1811 ,Freshman Cheerleading,1,Class 0.
PHED 1813 ,Sports Nutrition,3,"Class 3. Overview of the science of sports nutrition, with emphasis on nutrition as it applies to fitness, sportspecific training, and athletic performance. Topics 
include nutrient requirements and dietary recommendations, energy metabolism, weight management, and special nutrient needs during training and competition. 
Offered Fall semester only. (FA)"
PHED 1821 ,Freshman Cheerleading,1,Class 0.
PHED 2222 ,Introduction to Kinesiology,2,"Class 2. An introduction course to the discipline of Kinesiology. The course will include origin, scope, development, and purpose of the Kinesiology discipline. The 
course will provide knowledge concerning future directions and career possibilities. Offered spring semester only."
PHED 2223 ,Legal Aspects of Sports,3,"Class 3. Includes an examination of the interrelationships of the legal process in the field of physical education and athletics, discussion of fundamental legal 
concepts, analysis of litigated cases of tortlaw, negligence. Also includes the liability of coaches and physical education instructors."
PHED 2300 ,"Special Topics in Physical Education 
1",3,"Class 1,"
PHED 2411 ,Varsity Athletics and Fitness,1,Class 0.
PHED 2421 ,Varsity Athletics and Fitness,1,Class 0.
PHED 2512 ,Motor Learning,2,"Class 2. This course covers the concepts and applications of motor skill development dealing with attention, memory, knowledge of results, transfer, practice, and 
motivation."
PHED 2562 ,Sports Officiating,2,"Lab 2. A study of the rules, mechanics, and principles of officiating for basketball, baseball, and softball. Designed for students who desire to officiate interschool 
athletics."
PHED 2664 ,Assessment and Management of Musculoskeletal Injuries,4,"Class 3. Lab 1. Recognition and management of medical conditions affecting athletic participants. Medical history, use of evaluative tools, knowledge of various 
conditions and diseases, and clinical evaluation techniques for musculoskeletal disorders. This course will correspond directly with clinical observation placement 
and skills will be evaluated under the supervision of ATC. Prerequisite:"
PHED 2711 ,Dance Team,1,Class 0.
PHED 2721 ,Dance Team,1,Class 0.
PHED 2811 ,Cheerleading,1,Class 0.
PHED 2821 ,Cheerleading,1,Class 0.
PTAT 1011,Introduction to Physical Therapy,1,"This course will introduce students to the profession and practice of Physical Therapy, including history, professional organizations, educational process, roles and 
relationship of the physical therapist and physical therapist assistant, contemporary practice settings in physical therapy, ethical behavior, fraud/abuse, professional 
behaviors, data collection and medical record keeping, communication with medical professionals and patients, evidencebased practice, medical literature review, 
cultural awareness in practice, and responsibility for professional development."
PTAT 1012 ,Kinesiology for PTAs,2,"The student will discuss the components of the musculoskeletal system, view function and mobility through the framework of the Human Movement System, and 
identify joint kinematics, normal and abnormal joint postures at rest and with activity, and normal and abnormal muscle tone. The student will become competent 
with joint range of motion assessment, manual muscle testing, and sensation testing. Clinical skills will be practiced in lab."
PTAT 1122 ,Pathophysiology for PTAs,2,"In this course the student will gain knowledge of various organ systems of the human body, and explore the etiology, pathophysiology, signs/symptoms, course of 
treatment, effects of aging, and effect of disease condition on patient health, roles, family/caregivers, and therapeutic care. Basic pharmacology commonly seen in 
practice settings will be covered."
PTAT 1203 ,Basic Patient Care Skills,3,"This course covers basic patient care skills, including assessment of vital signs, identifying emergency situations, understanding the hospital environment and 
medical equipment, asepsis techniques, anthropometric measurements, patient interviewing, positioning and draping techniques, wheelchair management, use of 
assistive devices for gait, and patient mobility and transfer techniques. Students will build upon medical record review, understanding of the plan of care, and 
medical documentation. Clinical skills will be practiced in lab."
PTAT 1033 ,Therapeutic Exercise I,3,"This course will cover the basic principles of exercise, types of exercise, therapeutic goals for exercise, and rationale of the implementation and progression of 
therapeutic exercises within the plan of care. The student will learn to monitor physiological responses to exercise and make adaptations as appropriate, analyze gait 
cycle and identify gait deviations, perform postural assessments, and functional training through therapeutic exercise. Clinical skills will be practiced in lab."
PTAT 1023 ,Physical Agents,3,"During this course, the student will become competent in the application of the following biophysical agents: biofeedback, electrotherapeutic agents, compression 
therapies, cryotherapy, hydrotherapy, superficial and deep thermal agents, traction, and light therapies. Indications and contraindications for use, efficacy, and 
physiological response to these biophysical agents will be covered. The student will build on previously taught communication skills, working within the plan of 
care, and medical documentation. Clinical skills will be practiced in lab."
PTAT 2033 ,Therapeutic Exercise II,3,"This course will build on students’ knowledge of therapeutic exercise, covering cardiac rehabilitation spinal stabilization, advanced balance training, work specific 
reconditioning programs, and the application of exercise with specialized patient populations, including geriatric and women’s health. Amputations and prosthetic 
use and care will be covered. Clinical skills will be practiced in lab."
PTAT 1232 ,Clinical Procedures,2,"This course covers massage techniques, pulmonary rehabilitation, peripheral joint mobilization, use of orthotics, wound management, edema management 
techniques, and environmental and ergonomic assessment. Clinical Skills will be practiced in lab."
PTAT 1212 ,Clinical Practice I,2,"This is the first of three clinical educational courses in the PTA program. It offers the student the opportunity to apply learned skills and knowledge in a clinical 
setting under the direct supervision of a licensed physical therapist. The student will apply basic clinical skills, engage in clinical reasoning, perform medical 
chart 
review, and document patient care experiences in a medical record. The student will develop professional behaviors in the clinical setting. This is a full"
PTAT 2011 ,Orthopedic Management for PTAs,1,"This course will cover various orthopedic conditions, including etiology, signs/symptoms, surgical management, and therapeutic management both pre and post 
operatively. Students will explore conditions affecting the shoulder, elbow, wrist/hand, hip, knee, ankle/foot, and spine. Students will further develop their ability to 
work within the plan of care and progress a treatment plan."
PTAT 2124 ,Clinical Practice II,4,"This is the second of three clinical education courses in the PTA program. It offers the student the opportunity to apply leaned skills and knowledge in a clinical 
setting, under the direct supervision of a licensed physical therapist. The student will build upon previous clinical experience, working with patients with more 
complex issues, and increasing patient care load. The student will further develop communication skills and apply ethical decision making and valuesbased 
behaviors into patient care. This is a full"
PTAT 2121 ,Professional Issues,1,"During this course, the student will utilize experiences gained in clinical education courses to reflect upon and assess their performance as a student physical 
therapist assistant. The following topics will be discussed: treatment and progression of complex patients within an interprofessional team, contemporary 
healthcare settings and systems, adjustment of delivery of care to maintain a patientcentered approach, quality assurance, ethical and safe practice, leadership and 
advocacy, and medical fraud and abuse. Students will also learn resume writing skills and discuss professional behaviors as they prepare to transition from student 
to 
practitioner."
PTAT 2134 ,Clinical Practice III,4,"This is the last of three clinical education courses in the PTA program. It offers the student the opportunity to apply learned skills and knowledge from all didactic 
coursework in a clinical setting, under the direct supervision of a licensed physical therapist. The student will build upon previous clinical experiences, working with 
more complex patients and heavier caseload as appropriate. This course allows students to transition forward to becoming a practitioner, integrating knowledge with 
experience to become safe and effective entrylevel physical therapist assistants. This is a full"
PHYS 1114 ,General Physics I,4,"(N) (L) Class 3, Lab 2. Prerequisites or Concurrent enrollment in:"
PHYS 1214 ,General Physics II,4,"(N) (L) Class 3, Lab 2. Prerequisite:"
PHYS 2014 ,Engineering Physics I,4,"(N) (L) Class 3, Lab 2. Prerequisite:"
PHYS 2114 ,Engineering Physics II,4,"(N) (L) Class 3, Lab 2. Prerequisite:"
PHYS 2300 ,"Special Topics in Physics 
1",4,
POLS 2313 ,Introduction to Political Theory,3,Class 3. An introduc�on to the founda�ons of poli�cal philosophy.
PSYC 2183 ,Introduction to Counseling in Psychology,3,(S) Class 3. Prerequisite:
SPAN 1113 ,Elementary Spanish I,3,"Class 3. Grammar, pronunciation, reading, composition, oralaural practice."
SPAN 1223 ,Elementary Spanish II,3,Class 5. Prerequisite:
AGCM 2113,Introduction to Agricultural Communications,3,Class 3. Prerequisite:
AGEQ 1123,Internal Equine Anatomy and Technology,3,"Course includes the study of the respiratory, circulatory, digestive, urinary, and nervous systems. Additional topics include basic genetics and a practical study of 
feeds, nutrition, and ration balancing. Offered spring semester. (SP)"
AGEQ 1225,Basic Care and Training,5,"Class 0,"
AGEQ 1401,Equine behavior and Handling,1,
AGEQ 2123,Equine Advertising and Marketing,3,"Class 3. This course is designed to study and understand the skills and knowledge needed to advertise and sell horses. It includes the study of different methods of 
sale and advertising media layout. Offered Fall Semester."
AGLE 1511,Introduction to Leadership in Agricultural Sciences and Natural Resources,1,"Class 1. Introduction to the concept of leadership as a field of study. Emphasis placed on the application of acquired knowledge to practical problems. Offered Fall 
Semester."
AGRI 2010,"Agriculture Internship 
1",6,
AGRI 2041,Career Development in Agriculture,1,"Class 1. Prerequisite(s): Sophomore standing. Develop personal goals in agriculture through identification of personal values, skills building, exploring professional 
opportunities, and networking. Offered Fall Semester"
AGRI 2113,Microcomputer Techniques in Agriculture,3,"Class 3. An introduction to the operation and capabilities of microcomputers in agricultural applications. Course content will include the development of basic 
Internet skills in addition to word processing spreadsheet design and application, data management, and graphics/presentation development. Meets the General 
Education requirement for the twoyear degree and for most fouryear degree plans"
AGRI 2303,Ag Ecology and Natural Resources,3,"Prerequisites: None. Introduction into general agriculture practices and their short term and longterm effect on the local to global environment. Emphasis on 
relationships between agriculture systems including livestock and plant production and includes effects on water and soil quality. Topics include organic systems, 
native and introduced species and invaders, cause and effect of agriculture practices, carbon imprint, species diversity and longterm management and maintenance 
practices and uses."
AGRM 1002,Ranch Operations and Maintenance,2,"Class 3. Lab 2. An introduction to the operating techniques and current methods of constructing fences, corral design, show and sale facility design, planting for 
grazing systems, and farm fences, corral design, show and sale facility design, planning for grazing systems, and farm equipment maintenance. Offered spring 
semester."
