code,title,credits,description
BIB5300,New Testament History and Interpretation,3,"A study of modern research on the New Testament, 
including the origin and nature of the New Testament 
canon, with special attention relationships among the 
synoptic Gospels, the purpose and integrity of Acts, and 
the authorship and dates of the epistles."
BIB5400,Old Testament History and Interpretation,3,"Modern research and literary approaches to the Old 
Testament, with a primary focus on the Pentateuch, 
Isaiah, Daniel, and the Psalms. 
 
 

BIO  Biology"
BIO1010,Introduction to Biology,3,"Major concepts of biology, emphasizing cell structure and 
function, heredity, plant and animal organization, 
taxonomy, evolution, and ecology.  
Corequisite: BIO1011"
BIO1011,Introduction to Biology Lab,1,"Weekly laboratory activity for BIO1010. 
Corequisite: BIO1010 
Lab fee"
BIO1060,Human Biology,3,"Brief review of ecology, biological chemistry, cellular 
structure and function, structure and physiological  
function of body systems, reproduction and development, 
genetics, and disease.  
Designed to meet the General Education requirement for science. 
Corequisite: BIO1061"
BIO1061,Human Biology Lab,1,"Weekly laboratory activity for BIO1060. 
Corequisite: BIO1060 
Lab fee 
BUS  Business"
BUS1010,Introduction to Business,3,"Foundations of business, including environment, 
planning, entrepreneurship, management, marketing, 
distribution, finances, and ethics. Introduction to 
business terms and concepts."
BUS1070,Microeconomics,3,"Principles of economic analysis with emphasis on 
microeconomic theory as it applies to the decision-
making of households, businesses, and industries in the 
current economic environment, including scarcity of 
resources, opportunity cost, supply & demand, 
specialization and trade, and the role of government. 
Pre-requisite: MAT1250 or higher"
BUS1120,Business Communications,3,"Skills for effective and professional business 
communications in written, oral, and non-verbal forms, 
including communication theory, business 
communication principles, developing and delivering oral 
presentations, composing business messages, and 
preparing business reports."
BUS2070,Macroeconomics,3,"Introduction to economic analysis at the aggregate level, 
including the impact of both domestic and international 
policies on key economic indicators and on overall 
macroeconomic performance. 
Recommended: College-level economics course"
BUS2200,Entrepreneur Basics,3,"This course centers on investigating the feasibility of a 
business idea or concept. Areas of study will include 
recognizing business opportunities, developing the 
business concept, and testing an opportunity for 
feasibility. Startup and takeover situations will be studied 
and business plans will be created."
BUS2800,Business Ethics,3,"Theoretical and practical problems of ethical behavior 
and decision-making in the workplace, and development 
of a biblically based framework for moral and ethical 
issues."
BUS3010,Contemporary Issues in Business,3,"This course will study contemporary issues in the field of 
business through an historical lens and the managers, 
entrepreneurs, and leaders that built today’s global 
business environment."
BUS3050,Business Law,3,"Principles and practices of law, and their impact on 
business situations, emphasizing the dynamic interaction 
between the individual, organization, and society, in the 
context of Christian ethics and proper business conduct."
BUS3070,Current Economic Issues,3,"This course offers a broad and engaging survey of current 
economic issues and debates. Topics have been chosen to 
help students develop sound economic citizenship 
through a multi-faceted understanding of the complex 
choices facing a modern democracy. Students will explore 
and critically evaluate current economic events, policies, 
data, and conditions from opposing theoretical and 
philosophical perspectives.  
Prerequisites: BUS1070, BUS2070"
BUS3280,Business Analytics & Statistics,3,"Methods and tools to interpret, evaluate, and analyze 
business data and determine the appropriate statistical 
methods for decision-making in business, including the 
use of probability, distribution, sampling, simple linear 
regression, and correlation analysis in the presentation of 
business information, with emphasis on the interpretation 
and integrity of charts, graphs, and other numerical and 
statistical presentation of data. 
Prerequisite: MAT1250 or higher"
BUS3999,Selected Topics in Business,1-4,"A study of a faculty-selected topic in business. 
Repeatable with different topics."
BUS4060,Production Operations Management,3,"Introduction to operations management concepts and 
practices in manufacturing and service environments."
BUS4300,Business Internship,3,"A supervised experience in which the student gains 
expertise applying learned concepts and theories in a 
workplace setting, performed in an approved professional 
environment representing the student’s discipline. 
Prerequisites: Junior standing in OnlinePlus and program supervisor 
approval of internship site prior to enrolling."
BUS4600,International Business,3,"Operating a business in today’s international marketplace 
from a faith-based perspective, including how businesses 
interact with and are affected by political, economic, 
social, technological, environmental, and legal issues."
BUS4750,Investment Management Strategy,3,"Developing and managing personal or institutional 
investment portfolios to achieve consistent growth and 
preservation of principle. Includes strategies for 
development, recommendation, and management of a 
stock portfolio using electronic trading platforms, 
valuation techniques, and other financial analytics.  
Prerequisite: ACC2020"
BUS4900,Undergraduate Thesis,3,"A capstone experience in which the business major will 
utilize learning from previous courses, working with 
primary and secondary materials to craft an extended 
essay under the guidance of a faculty mentor. 
Prerequisite: 30 earned hours of business coursework"
BUS5000,Graduate Essentials,3,"An orientation to skills for graduate study, including 
graduate writing and research, and an introduction to 
management, finance, accounting, economics, and 
marketing. 
This course is the Prerequisite for the remaining courses in the program."
BUS5020,Project Management,3,"Principles and processes for project management, 
including initiation, planning, executing, monitoring, 
controlling, and closing."
BUS5030,Economics for Managers,3,"Economic theory for establishing, revising, and 
interpreting business policy, including identifying and 
interpreting economic indicators, and macroeconomic 
and microeconomic phenomena that aid decision-making 
for management. Political influences on the performance 
of markets, currency exchange, and economic growth."
BUS5050,Legal and Regulatory Environment,3,"Regulatory and legal systems and their causal effect on the 
legal environment of business, with analysis of relevant 
court cases and legal principles as a basis for 
understanding the depth and breadth of the law’s 
influence on free market enterprise systems."
BUS6030,Managing and Leading Operations,3,"This course is designed to provide students with an 
understanding of current strategic operations 
management approaches, with proven analytical 
techniques. Students will utilize operation management 
tools in simulations and apply the concepts to operational 
scenarios in the workplace."
BUS6050,Quantitative and Analytic Methods,3,"This course introduces the concepts and skills for 
integrating analytics into the decision-making process, to 
assist organizations in achieving their goals. Core statistics 
and basic analytical concepts are introduced. The course 
will include an overview of descriptive, predictive, and 
prescriptive analytics, focusing on the ability to 
communicate with numbers to assist organizations in 
improving performance."
BUS6800,Applied Business Administration Capstone,3,"Integration of learning from MBA coursework, including 
synthesis of the business and administration strategies and 
practices from leadership, economics, marketing, 
operational analysis, ethics, managerial accounting, and 
finance courses. 
Prerequisite: Completion of major courses and/or concentration courses. 
CHE  Chemistry"
CHE1060,General Chemistry,3,"Basic concepts of chemistry including the scientific 
method, metric system, structure of atoms, the periodic 
table, chemical bonds, mole concept, chemical 
calculations, states of matter, gas laws, solutions, acids, 
bases and salts, oxidation/reduction reactions, reaction 
rates, chemical equilibrium, and nuclear chemistry.  
Corequisite: CHE1061"
CHE1061,General Chemistry Lab,1,"Weekly laboratory activity for CHE1060. 
Corequisite: CHE1060 
Lab fee 
 
 

CHI  Chinese"
CHI2105,Chinese I,3,"Chinese I provides basic communication skills in Modern 
Standard Chinese. This course is designed for students 
with little or no prior experience in the Chinese language 
but who are interested in learning the basics of Chinese 
language and culture. Throughout the course, students 
are expected to develop language skills in listening, 
speaking, reading, and writing skills. However, the 
emphasis in this course will be on building students’ 
communicative competence. Students will be able to 
communicate through written and verbal means in 
Chinese within given situations. 
CJU  Criminal Justice"
CJU1010,Introduction to Justice Systems,3,"Fundamental justice system concepts, and roles within 
justice systems including law enforcement officers, court 
officers, corrections officers, victims, and defendants, in the 
context of a Christian worldview. Opportunities to plan 
strategic steps for the student’s program and career."
CJU2010,Law Enforcement,3,"The development and organizational designs of America’s 
law enforcement organizations, the role, behavior, and life 
of the officer, including the contexts of law enforcement 
culture and society, concepts of power and relational 
skills, and the relationship of Christian worldview to the 
life of a law enforcement officer. 
Prerequisite: CJU1010"
CJU3020,Criminal Investigation,3,"Criminal investigations, including interviewing witnesses 
and suspects, collecting, and preserving evidence, 
processing a crime scene, reporting, and following up. 
Prerequisite: CJU1010"
CJU3080,Juvenile Justice,3,"History, theories, policies, and practices of the juvenile 
justice system, including juvenile diversion programs, 
delinquency, child maltreatment, and gang behavior. 
Prerequisite: CJU1010"
CJU3210,Administration of Justice,3,"Organizational theory and managerial principles and the 
administration of justice, including typical command-
level problems and trends in criminal justice 
organizations. 
Prerequisite: CJU1010"
CJU3250,Corrections,3,"The historical, philosophical, and operational framework 
of the corrections system, including the goals of 
punishment, alternatives to the conventional penal 
approach and biblical perspectives on the government’s 
role in punishment and power. 
Prerequisite: CJU1010"
CJU3300,Technology in Criminal Justice,3,"Cybercrime and computer-related crime issues including 
trends in cyber law, inter-jurisdictional implications in the 
context of criminal justice, and use of technology and 
systems by agencies. 
Prerequisite: CJU1010"
CJU3400,Courts and Judicial Process,3,"The functions, operations, and decision-making processes 
of the judicial process in the United States, including an 
analysis of the role of courts and the function and 
responsibilities of the key personnel within them. 
Prerequisite: CJU1010"
CJU3510,Terrorism and Homeland Security,3,"Issues surrounding terrorism and the preventative and 
responsive nature of the Department of Homeland 
Security, including threats from domestic and 
international terrorism and the role of government, 
organizations, and citizens. 
Prerequisite: CJU1010"
CJU3999,Selected Topics in Criminal Justice,1-4,"A study of a faculty-selected topic in criminal justice. 
Repeatable with different topics."
CJU4000,Victimology,3,"The role of the victim and the relationship between 
victims and offenders in criminology, including historic 
and current treatment of victims, problems and dilemmas 
faced by victims, and theodicy as a basis for personal 
understanding and communication with victims. 
Prerequisite: CJU1010"
CJU4100,Criminal Law,3,"Principles and practices of law and how it impacts 
criminal justice, with emphasis on the dynamic 
interaction among the individual, criminal justice, and 
society in the context of Christian ethics and proper 
conduct. 
Prerequisite: CJU1010"
CJU4750,Criminal Justice Internship,3,"Experiential learning through not less than 90 clock hours 
in the criminal justice field. Interns gain experience, apply 
knowledge from program courses, and obtain feedback 
from the organization providing the internship. Students 
are responsible to arrange the internship.  
Prerequisite: CJU1010"
CJU4800,Criminal Justice Capstone,3,"A synthesis experience in the criminal justice system 
emphasizing the principles and applications of justice 
systems in context with human dignity and the healing of 
the community. Students will integrate learning from all 
course work and incorporate biblical principles to solve 
complex problems and engage in dilemmas that prepare 
them for their career. 
Prerequisite: CJU4000, CJU4100, CJU3510 
COM  Communication"
COM2000,Oral Communication,3,"Principles of speech composition, outlining, and delivery, 
including preparing and presenting speeches to introduce, 
inform, and persuade."
COM2210,Introduction to Oral Interpretation,3,"The oral reading of literature, with practice in 
performance, textual analysis, uses of voice and body, and 
adapting to audience reaction."
COM3040,Conflict Resolution,3,"Conflict analysis and appropriate resolution methodology, 
with effective methods of communication for conflict 
resolution, negotiation, and mediation."
COM4350,Leadership Communication,3,"Communication techniques of effective leaders, analysis 
of classic speeches, correspondence, and other modes of 
communication, practice of personal skills, and 
exploration of personality and emotions throughout 
communication."
COM5000,Communication Theory and Practice,3,"Theories and practices in communication studies, 
including the historical development of communication 
and the influence of technology on the definition of good 
communication between individuals, small groups, and 
organizations. 
Prerequisite: Graduate Admission"
COM5100,Intercultural Communication,3,"Theories and applications of intercultural 
communication, including exploration of students’ own 
cultural identities through a variety of cultural frames by 
considering the emotional, nonverbal, and verbal 
elements of communication. Specific contexts for 
intercultural communication are examined, including 
friendship, family, school, workplace, the media, and 
travel."
COM5130,"Nonprofit Communications and Public 
Relations",3,"Effective communication essential to success in nonprofit 
organizations, including principles of communication 
with internal and external constituents."
COM5200,"Communication Studies: Ethics, Media, and 
Society",3,"Ethical theories and issues related to mass media and 
other forms of communication, including application of 
ethical theory to communication in politics, journalism, 
public relations, advertising, and the internet, and an 
examination of how language influences decisions across 
the media."
COM5300,"Interpersonal and Small Group 
Communication",3,"Theories, roles, and functions of communication in 
personal relationships and small group contexts, including 
social meaning, relationship maintenance, conflict 
management, leadership, and successful group 
interactions. 
DMM  Digital Multi-Media"
DMM3000,Graphic Design,3,"Creating and editing graphic images for digital media, 
including vector and raster art, using industry standard 
programs like Adobe Photoshop and Illustrator."
DMM3100,Video Production,3,"Planning, shooting, and editing videos to promote 
awareness through media such as Facebook, YouTube, 
and TV commercials. Basic scriptwriting, how to use a 
digital video camera, associated terminology, shooting 
techniques, and post-production in an industry-standard 
video editing program such as Adobe Premiere."
DMM3200,Web Design,3,"Creating a basic web page or site using HTML and 
WordPress, with a focus on learning foundational HTML 
language and its implementation in WordPress."
DMM3300,Audio Production,3,"Recording, editing, and modification of digital audio for 
radio commercials, video, and music tracks, including use 
of microphones, recording devices, and audio editing 
software, and terminology associated with the audio 
industry. 
EDU  Education 
& ECE  Early Childhood Development 
 
Please Note:  Teacher Education Course Fees 
Fees associated with EDU courses are determined by the cost of associated 
third-party exams, or a background check, and are subject to change when 
the fee increases."
ECE1470,Educational Technology,3,See EDU1470
ECE2020,"Introduction to Early Childhood 
Development",3,"Introduction to the principles and philosophy of 
education in public, private and Christian pre-schools."
ECE2040,"Teaching Literature and Writing for Young 
Children",3,See EDU2040
ECE2110,Math Theory for Early Childhood,3,See EDU2110
ECE2180,Teaching Art in Early Childhood,3,See EDU2180
ECE2500,Teaching the Exceptional Child,3,See EDU2500
ECE3110,Teaching Music in Early Childhood,3,See EDU3110
EDU0999,Integrated Studies for Teachers,1,"This course provides deductive thinking in the areas of 
Reading, Writing and Math. This course will aid in 
understanding the PRAXIS CORE test format.  
Prerequisite: ACT score of 18 or higher 
Course Fee: $150 (PRAXIS CORE exam)"
EDU1470,Educational Technology,3,"Technologies available for classroom use and their 
adaptations to the promotion of learning, including the 
potential and the limitations of computers as tools for 
teachers. 
Course Fee: $139"
EDU2030,Foundations of Education,3,"This course is a prerequisite for entry into an education degree program. 
Introduction to principles and philosophy of education in 
public and Christian schools. 
Prerequisites: Composite ACT 21 or higher, or pass Praxis Core; 
Successful completion of 15 semester hours of college work; FBI & BCI 
background checks; Corequisite: EDU2031"
EDU2031,Foundations of Education Field Experience,0,60 clock-hour field experience corequisite for EDU2030
EDU2040,"Teaching Literature and Writing for Young 
Children",3,"Background, theory, and practice in literature for young 
children and its use in early literacy experiences for young 
readers and writers."
EDU2050,Math Methods for Middle Childhood I,3,"This course covers topics of elementary (grades 4 and 5) 
and middle childhood (grades 6-9) mathematics to meet 
the needs of students preparing to teach in the elementary 
and middle schools.  Topics include sets, logics, systems 
of numeration, whole numbers, integers, rational and real 
numbers, and informal geometry as well as diverse 
assessments and analysis for mathematics. 
Prerequisite: EDU 2030; Corequisite: EDU2051"
EDU2051,"Math Methods for Middle Childhood I  
Field Experience",3,40 clock-hour field experience corequisite for EDU2050.
EDU2060,Phonics and the English Language,3,"The English phonological cueing system and its use in a 
balanced literacy program. Emphasis on helping young 
students develop word analysis strategies for reading, 
spelling, and syllabication. 
Prerequisite: EDU2030 
Course Fee: $139"
EDU2110,"Math Theory and Methods for  
Early Childhood",3,"This course includes a study of mathematic concepts and 
procedures for teaching in early childhood and their 
application in the classroom. Topics include knowledge 
of CCSS standards, problem solving, numeration systems, 
number theory, number systems, measurement, data 
collection, organization, and interpretation.  
Prerequisites: EDU2030, Sophomore standing 
Corequisite: EDU2011"
EDU2111,"Math Theory and Methods for Early 
Childhood Field Experience",0,40 clock-hour field experience for EDU2110.
EDU2140,Math Methods for Middle Childhood II,3,"NCTM standards and the Ohio Learning Standards for 
Mathematics, pedagogy, assessment procedures, and 
materials for teaching mathematics in the intermediate 
grades. Numbers, number sense, and operations; 
measurement; geometry; expressions, equations, and 
functions; probability; statistics; and data analysis. 
Problem-solving using Standards for Mathematical 
Practice to understand mathematical concepts. 
Prerequisite: EDU2030; Corequisite: EDU2141"
EDU2141,"Math Methods for Middle Childhood II  
Field Experience",0,40 clock-hour field experience corequisite for EDU2140
EDU2180,Teaching Art in Early Childhood,3,"Contemporary philosophies of art education and basic art 
concepts as they relate to early childhood learners, with 
experiences in use of materials, processes, and curricula 
appropriate for early childhood. Field projects may be 
required. 
Course Fee: $50"
EDU2210,Math Methods for Early Childhood,3,"Curriculum content for early childhood mathematics 
based on the NCTM standards and the Ohio Learning 
Standards for Mathematics, with instructional 
methodology. Emphasis on the scope and sequence of 
teaching numbers, number sense, and operations; 
measurement; and geometry in the context of 
developmentally appropriate instruction for K-5 learners.
Prerequisites: EDU2110, EDU2030; Corequisite: EDU2211"
EDU2211,"Math Methods for Early Childhood Field 
Experience",0,40-hour field experience corequisite for EDU2210
EDU2240,Diversity in Education,3,"Theory and practice for teaching students of diverse 
cultures. 
Prerequisites: EDU2030"
EDU2440,"Teaching Health and Physical Education in 
Early Childhood",3,"Curriculum and methods for teaching health and physical 
education in the elementary school. Field projects may be 
required. 
Prerequisite: EDU2030"
EDU2500,Teaching the Exceptional Child,3,"Methods for teaching students with exceptional 
attributes, including giftedness, behavioral difficulties, 
developmental delays, and English language learners. 
Prerequisite: EDU2030"
EDU3110,Teaching Music in Early Childhood,3,"Music learning theory and current methodology. Field 
projects may be required."
EDU3130,Educational Psychology,3,"Psychological perspectives of education as applied to 
classroom procedures. Essential preparation for Ohio 
Assessments for Educators dealing with principles of 
learning and teaching. 
Prerequisites: EDU2030; Junior standing 
Course Fee: $109"
EDU3200,Fundamentals of Communication,3,"Typical speech and language development in children, 
and common speech and language disorders, signs of such 
disorders, and intervention strategies to allow students 
with language disorders access to the general curriculum.
Prerequisite: EDU2030"
EDU3220,"Reading/Language Arts Methods for Early 
Childhood",3,"Young children’s written language acquisition and 
implications for instruction. 
Prerequisite: EDU3330; Corequisite: EDU3221 
Course Fee: $109"
EDU3221,"Reading/Language Arts Methods EC Field 
Experience",0,40 clock-hour field experience corequisite for EDU3220
EDU3260,"Reading/Language Arts Methods for Middle 
Childhood",3,"Literacy development for middle grade learners, including 
knowledge of the learner, reading-writing process, 
knowledge of instructional strategies, instructional 
decision making, instructional materials, and 
environments for literacy learning. 
Prerequisite: EDU2140; Corequisite: EDU3261"
EDU3261,"Reading/Language Arts Methods for MC Field 
Experience",0,40 clock-hour field experience corequisite for EDU3260
EDU3290,"Adolescence to Young Adult Curriculum and 
Instruction",3,"Development of personal and ethical views of education, 
consideration of the evolving realm of teaching, and 
expertise to plan, implement, assess, and reflect on the 
practices of secondary school teaching and learning. 
Emphasis on efficient design, cooperative learning, direct 
instruction, differentiation of content instruction, 
effective classroom interaction and student-centered 
instruction. Designed to address Ohio Standards for the 
Teaching Profession and Ohio Assessments for Educators.
Prerequisite: EDU2030"
EDU3300,"Adolescence to Young Adult Learning and 
Assessment",3,"Understanding, positions, and abilities required by Praxis 
Core and Ohio Standards for the Teaching Profession. 
Opportunities to recognize the part that assessment plays 
in curriculum, cultivate numerous assessment tools, 
evaluate assessment data to drive instruction and confirm 
knowledge and learning. Tactics and models of classroom 
management that create an encouraging learning 
atmosphere. 
Prerequisite: EDU2030"
EDU3310,"Instructional Techniques for AYA Learners 
with Exceptionalities",3,"Skills for teaching exceptional students and managing 
inclusive adolescent to young adult classrooms. Course 
modifications, range, and suitable uses of reading 
resources, instructional and reading variations, classroom 
management alterations, applicable collaboration 
approaches, and accessing support services. 
Prerequisites: EDU2030; EDU2500 
Corequisite: EDU3311"
EDU3311,"Instructional Techniques for AYA Learners 
with Exceptionalities Field Experience",0,40 clock-hour field experience corequisite for EDU3310.
EDU3320,Teaching Reading in the Content Area,3,"Integrating the language processes, especially reading and 
writing, into in all early and middle childhood subject 
areas, and developing an understanding of instructional 
strategies that facilitate a learner’s interaction with text. 
Prerequisite: EDU2030"
EDU3330,Foundations of Literacy for Early Childhood,3,"Young children’s written language and written language 
acquisition, assessment of learners’ knowledge, diagnosis, 
prescription, and delivery of developmentally appropriate 
instruction to the individual child. 
Prerequisite: EDU2210; Corequisite: EDU3331"
EDU3331,"Foundations of Literacy for EC Field 
Experience",0,40 clock-hour field experience corequisite for EDU3330
EDU3350,"Teaching Reading with Literature for Middle 
Childhood",3,"Selection and instruction of literature for the middle 
childhood student for fostering a lifelong love of reading. 
Collaborative development of reading comprehension 
strategies, critical thinking, aesthetic appreciation of 
literature, communication skills, and extend writing skills.
Prerequisite: EDU3260 
Course Fee: $218"
EDU3351,"Math Methods for Middle Childhood I  
Field Experience",3,40 clock-hour field experience corequisite for EDU3350.
