code,title,credits,description
ARTS 3350 - Art 1900,1950,3,"Art History. Examines the art of Europe, the United States and Latin America in the first half of the twentieth century. Topics include the birth and growth of modernism, the impact of the World Wars on the artistic communities of the regions studied and major movements such as Cubism, Dadaism, Fauvism, Impressionism and Surrealism. (Cross-listed with"
ARTS 3341,Fibers,3,
ARTS 3340,Printmaking,3,"An exploration of the processes involved in a variety of printmaking media, including color linocut, copper etching and monotype. Other techniques that may also be covered include woodcut, collagraph and/or book arts."
ARTS 3335,Intermediate Painting,3,This course expands upon the methods and techniques introduced in beginning painting courses. Studio assignments will encourage students to relate conceptual ideas with their technical skills while exploring a range of painting media.
ARTS 3333,Life Drawing,3,"Introduction to techniques of proportion and accuracy in drawing the human form starting from the skeleton and progressing to a live model. Students work in pencil, pastel, and charcoal in both detailed and gesture drawings. Topics vary;"
ARTS 3320,Ceramics,3,"Introduction to basic ceramic approaches, materials, and processes including wheel throwing, hand-building, glazing and kiln firing. Examines contemporary and historical approaches to ceramics, focusing on the vessel and sculptural objects."
ARTS 3310,Sculpture,3,"A study of three-dimensional forms as related to techniques, processes, aesthetics and other materials."
ARTS 3305,Digital Photography 2,3,Introduction to Digital Photo Manipulation. Introduction to combining images and computer collage in Photoshop. Lectures on professional practices. Prerequisite:
ARTS 3331,Intermediate Drawing,3,"Expands upon the methods and techniques introduced in beginning drawing courses. Studio assignments will encourage students to relate conceptual ideas with their technical skills, while exploring a range of drawing media."
ARTS 2379,Arts and the Child,3,
BIOL 4334,Environmental Microbiology,3,"Study of activity and mechanisms of microbial contribution to global ecosystems, with emphasis on geochemical cycling, bioremediation, wastewater treatment, metagenomics and independent investigations."
BIOL 4332,Histology,3,"Study of microscopic structure of animal and human tissues, including theories of fixation and staining of clinical samples."
BIOL 4325,Environmental Toxicology,3,"Physiological and systemic effects of chemical pollutants on animals, with special emphasis on human health and disease."
BIOL 4327,Plant Identification,3,
BIOL 4323,Field Biology,3,
BIOL 4315,Biology Practicum,3,"Practical experience at an off-campus facility, such as a laboratory, aquarium, park, wetlands center or Galveston Bay non-profit. Requires junior or senior standing, pre-acceptance interview, minimum of 10 hours of work per week and approval of instructor."
BIOL 4314,Freshwater Biology,3,
BIOL 4313,Biology of Fishes,3,"Systematic study of freshwater and marine fishes, including evolution, ecology, life history and economics of important species."
BIOL 4311,Ecology,3,
BIOL 4305,Ecology of the Amazon,3,"Study of the physical, chemical and ecological aspects of the Amazon flooded forest. Students completing the course qualify for a discounted optional ecology study trip to the Amazon flooded forest areas of Brazil."
BIOL 4291,Laboratory Topics in Biology,2,
BIOL 4289,Independent Study in Biology,2,
BIOL 4278,Seminar in Biology,2,"Study of objectives, methods and culture of biological science. Literature surveys, presentations and research papers are required. Students should be in their last 12 hours of coursework."
BIOL 4253,Laboratory for Biotechnology,2,"Current methods used in biotechnological industry and research as applied to medical, biological, agricultural and environmental aspects. Students will learn modern techniques used in genetic engineering, DNA sequencing, gene cloning, etc."
BIOL 4254,Laboratory for Eukaryotic Gene Expression,2,"Practical training in current gene expression studies, including isolation, quantification and handling of RNA, cDNA synthesis, RT-PCR and quantitative PCR. Microarrays and RNAi techniques are also discussed."
BIOL 4252,Molecular Biology Laboratory,2,
BIOL 4242,Laboratory for Biochemistry,2,
BIOL 4225,Environmental Toxicology Laboratory,2,
BIOL 4241,Laboratory for Physiology,2,
BIOL 4195,Cooperative Education Work Term,1,Educational paid work assignment by a student in the field of career interest and course of study. A technical report is required at the end of the semester. (Specific requirements are noted in the Cooperative Education catalog description.)
BIOL 4211,Laboratory for Ecology,2,"Four laboratory hours per week. Conduct experiments on population growth, competition and predation to test theoretical models; construct life tables."
BIOL 4114,Laboratory for Freshwater Biology,1,Laboratory study of freshwater organisms; multiple weekends and/or weekday field trips to study sites off campus.
BIOL 4191,Laboratory Topics in Biology,1,
BIOL 4189,Independent Study in Biology,1,
CENG 4279,Internship in Computer Engineering,2,Supervised work experience in an approved industrial firm or government agency. Written and oral report required.
CENG 4266,Senior Project,2,Project course requiring each student to complete a project approved by the instructor. The student must submit a written final report and give an oral presentation to faculty and students. Laboratory instruction.
CENG 4195,Cooperative Education Work Term,1,Educational paid work assignment by a student in the field of career interest and course of study. A technical report will be required at the end of the semester. (Specific requirements are noted in the Cooperative Education Catalog description.)
CENG 4265,Senior Project,2,Project course requiring each student to complete a project approved by the instructor. The student must submit a written final report and give an oral presentation to faculty and students. Laboratory instruction.
CENG 4189,Independent Study in Computer Engineering,1,
CENG 4179,Internship in Computer Engineering,1,Supervised work experience in an approved industrial firm or government agency. Written and oral report required.
CENG 4113,Laboratory for Microprocessor Interfacing,1,"Laboratory experiments interfacing the Intel microcomputer to peripherals, memory and other devices."
CENG 3351,Computer Architecture,3,"Performance analysis of computer systems, representing data and instructions, instruction set architecture, datapath and controller design, pipelining, superscalar architectures, memory components such as cache, main memory and virtual memory, multiprocessors."
CENG 3331,Introduction to Telecommunications and Networks,3,"Introduction to data communications, error detecting/correcting codes, multiplexing, circuit and packet switching and local area networks."
CENG 3316,Electronics,3,"The course is a study of the physical behavior of electronic devices. Emphasis is on analysis and application of electronic circuits utilizing semiconductor diodes, operational amplifiers, BJT and FET transistors. EDA tools are used to reinforce the theory through electronic analysis simulations."
CENG 3264,Engineering Design and Project Management,2,"Introduction to engineering concepts including problem solving, the design process, engineering tools and topics in ethics. Laboratory instruction."
CENG 3314,Advanced Linear Circuits,3,"Polyphase AC circuit analysis and design, network and passive and active analog filter design using MATLAB and Multisim, time and frequency domain analysis utilizing Fourier series and Fourier analysis techniques."
CENG 3315,Introduction to Digital Signal Processing,3,"Sinusoids, spectrum representation, sampling and aliasing, FIR and IIR digital filters. Laboratory instruction."
CENG 3313,Linear Circuits,3,"Basic electrical concepts; network theorems; circuit laws; resistance, capacitance, inductance, operational amplifiers, response of RC, RL and RLC circuits to initial conditions and constant forcing functions. Steady-state and transient analysis. Introduction to S-domain circuit analysis. Integration of computer applications using Multisim and MATLAB."
CENG 3151,Laboratory for Computer Architecture,1,
CENG 3131,Laboratory for Telecommunications and Networks,1,
CENG 3116,Laboratory for Electronics,1,"The course consists of experimental laboratory projects that explore the design, construction and debugging of basic electronic circuits. Projects involve EDA tool-based simulation and hands-on experiments, investigate the performance characteristics of diodes, transistors, JFETs and op-amps including the construction of differential amplifier, summing amplifier, full-wave rectifier and common emitter amplifier."
CENG 2112,Laboratory for Digital Circuits,1,
CENG 3113,Laboratory for Linear Circuits,1,Laboratory experiments demonstrating AC/DC circuits. Experiments using lumped constants and integrated circuits will be stressed.
CENG 3114,Laboratory for Advanced Linear Circuits,1,
CENG 2371,Microcontroller Programming,3,
CHEM 4391,Selected Topics in Chemistry,3,
CHEM 4389,Independent Study in Chemistry,3,
CENG 2312,Digital Circuits,3,Applications of point set theory and Boolean Algebra to the analysis and design of asynchronous and synchronous digital circuits.
CHEM 4379,Undergraduate Research II,3,
CHEM 4376,Introduction to Petroleum Chemistry,3,"This course provides a broad understanding of the composition, chemical/physical properties of crude oil and petroleum products as well as the relative unit operations in industrial process."
CHEM 4375,Petroleum Geology,3,"This course studies the topics of the “petroleum system,” origin and migration of hydrocarbons, reservoirs, traps and seals, sedimentary basins and some of the most commonly used methods in exploration and development."
CHEM 4374,Surface Chemical Processing,3,The course topics cover relevant surface chemical phenomena as encountered in environmental and chemical/industrial applications. The course material will discuss the fundamental surface chemical processes and the role of surface/interface properties in scientific and industrial applications as well as the principles of conventional and advanced surface analytical techniques.
CHEM 4372,Undergraduate Research I and Seminar,3,"The selection, study and formal oral and written presentation of topics from the chemical literature and/or original research findings."
CHEM 4373,Quantitative Chemical Analysis,3,"The goal of the two-semester sequence of analytical chemistry is to understand the underlying principles and limitations of analytical chemistry methods and learn how to make reliable measurements. This course emphasizes relevant mathematical approaches, chemical equilibria, and “wet” methods of chemical analysis (volumetric and gravimetric techniques, titration, electrochemistry, and spectrophotometry)."
CINF 4289,Independent Study in Computer Information Systems,2,
CINF 4312,Network Protocols,3,Data communications systems software concepts; computer network architecture; ISO model. Laboratory instruction.
CINF 4308,Topics in Computer Information Systems-Non-Majors,3,Identified by specific title each time course is offered. Not to be taken by majors in computing program. Laboratory instruction.
CINF 4189,Independent Study in Computer Information Systems,1,
CINF 4195,Cooperative Education Work Term,1,Educational paid work assignment by a student in the field of career interest and course of study. A technical report will be required at the end of the semester. (Specific requirements are noted in the Cooperative Education Catalog description.)
CINF 3391,Topics in Computer Information Systems,3,
CINF 3331,Business Data Communications,3,"Introduction to business data communications. WANs, LANs and internet concepts. A survey of data communications with emphasis on the impact of digital technology on the operation, management and economics of computer information systems."
CINF 3341,Cyber Attacks and Defense,3,"This course introduces the basics of cyber attacks and cyber defense mechanisms, with an emphasis on cyber operations. It discusses what cybersecurity entails in organizational and enterprise settings, plus other non-technical factors in securing cyberspace. The overall objective is to help our future computing professionals develop an essential understanding of the fundamental concepts underlying cybersecurity. Students will perform hands-on activities, which enhance the understanding by allowing students to see security in action."
CINF 3311,Programming With Visual Basic,3,"Programming with Visual Basic with emphasis on object-oriented programming and the users of integrated development environments. Data types, control structures, functions, subroutines, files, classes and controls. Development using the .Net framework. Laboratory instruction."
CINF 3321,Information Systems Theory and Practice,3,"Introduction to the theory and practice of information systems, development, application and management of IS, hardware and software issues for IS. Ethical, social and security-related issues of IS. IS environments."
COMM 4389,Independent Study in Communication,3,"Permission of instructor required. May be taken for 3 hours of credit. For 1 hour of Independent Study credit, students should enroll in COMM 4189 Independent Study in Communications."
CINF 1370,Introduction to Computer Information Systems,3,"A general overview of the computing field and its typical applications, information systems concepts and terminologies. Topics include hardware, software and telecommunication fundamentals, the internet, systems development methods and career opportunities. Hands-on experience using application software."
COMM 4655,Media Production,6,"Laboratory course covering journalistic writing, fact gathering, photography, videography, graphic design, social media-, and advertising. Students will produce"
COMM 4391,Selected Topics in Communication,3,
COMM 4379,Communication Internship,3,
COMM 4359,Studio-Based Video Production,3,"In this class, students are introduced to multi-camera studio set-ups. Students will rotate through all relevant positions of a typical production studio, including camera, sound, directing, etc."
COMM 4358,Publication Design,3,"Coverage of theory and technology related to the creation of graphic products for offset printing. Includes examination of Photoshop, Illustrator, InDesign and other software applications."
COMM 4355,Narrative Video Production,3,"This class focuses on the creation of short, narrative, Hollywood-inspired videos. It takes students all the way from the first idea to writing a script, shooting and editing, to the final distribution of the film. (Cross-listed with DMST 5535.)."
COMM 4357,Documentary Video Production,3,"This class teaches the basics of documentary video production, including the proper use of production equipment, developing a story line and developing interview skills and research methods. (Cross-listed with DMST 5537.)"
COMM 4350,3-D Computer Modeling,3,"Introduction to 3-D modeling techniques for animation, images, and 3-D computer sculptures, including building 3-D models, modeling techniques used in 3-D software applications, texture mapping and lighting in a 3-D environment."
COMM 4354,Video Production I,3,"This course is an introduction to the basics of video production, including camera work, capturing video and sound using DSLR and traditional video cameras, working with lights, fundamental storytelling and interview skills, as well as basic non-linear editing skills using either Premiere Pro or Final Cut X. A portion of the course will also be dedicated to the basics of studio-based video production. (Cross-listed with DMST 5534.)."
COMM 4352,Photojournalism,3,Exploration of photography as a form of journalistic storytelling. Includes study of technical and emotional aspects of photographs as well as techniques in Photoshop.
COMM 4351,3-D Animation,3,"Fundamental principles of animation. Introduces students to 3-D computer animation techniques including keyframing, path animation, nonlinear animation and hierarchical animation. Covers storyboarding and animation project planning."
COMM 4334,Adaptation and Text,3,"of evolving theories and aesthetics of performance-studies stagecraft, with hands-on, systematic training"
COMM 4324,Strategic Social Media,3,"Strategic Social Media is designed to teach the practices necessary for creating high-touch customer experiences that drive community across multiple social media platforms. In this course, students will learn how strategic collaboration, tactical execution, and measurement of social media efforts are handled in today’s businesses. The course will cover blog writing, video marketing, Facebook, Twitter, LinkedIn, and an array of niche social media platforms."
COMM 4323,Public Relations Campaigns,3,"This course is designed to teach you how to think like a public relations professional. To do so, the course emphasizes the preparation of problem-solving campaigns, programs and projects. Students will implement the four-step public relations process in the form of group and individual proposals. Students will be expected to apply skills in critical thinking, numeracy, writing, reading, research and new technologies. (Cross-listed with DMST 5330.)"
COMM 4322,Public Relations Writing,3,"Professional approach to crafting messages that build mutually beneficial relationships between organizations and their constituents. Includes press releases, public service announcements, newsletters, brochures, speeches and social media."
COMM 4061,Communication Portfolio,0,"A pass/fail exit requirement included as part of the degree plan’s capstone requirement. Students showcase their best work, both textual and graphic, in an electronic portfolio."
CINF 4388,Senior Project in Computer Information Systems,3,"May be taken only during the final semester before graduation. Registration is restricted to students with an approved Candidate Plan of Study. Students develop a significant computer application for a realistic project in CIS that emphasizes the entire software lifecycle. Professional behavior, ethics and teamwork will be developed. Students prepare written reports and give oral presentations. Laboratory instruction."
COMM 4301,Global Issues in Film,3,"Global issues in media are addressed using a critical/cultural studies approach. Focuses on global mediated issues (film, texts, news, internet, etc.), to foster an understanding of diversity and to teach global media literacy."
ECED 4391,Selected Topics in Early Childhood Education,3,
ECED 4378,Pre-Clinical Teaching,3,Field experiences required in a public school setting. ECED 4100 must be taken prior to consideration for Internship I (ECED 4378).
ECED 4389,Independent Study in Early Childhood Education,3,
ECED 4377,Practicum,3,Supervised field experience in an approved early childhood educational setting. Permission of instructor required.
ECED 4343,Science Methods for PK-3,3,Development of science concepts in PK-3 instruction. An emphasis on curriculum materials and the process approach as a science teaching method. Field experiences required.
ECED 4344,Mathematics Methods for PK-3,3,Methods of developing students’ understanding of mathematics; emphasis on problem solving with manipulative and curriculum materials appropriate for use with PreK-3 students. Field experiences required.
ECED 4342,Social Studies Methods for PK-3,3,"Curriculum planning, instructional activities and assessment techniques for developing social studies knowledge, citizenship and critical thinking skills; emphasis on sound practice and research-based strategies for teaching social studies for PK-3 students. Field experiences required."
ECED 4341,The Science of Teaching Reading for PK-3,3,"This course is designed to assist candidates seeking Early Childhood: PreKindergarten - Grade 3 certification to address the discipline that considers the theory and practice of teaching early reading development and reading pedagogy, including proper teaching techniques, strategies, teacher actions, and teacher judgments, as well as applying knowledge of developmentally appropriate assessment and instructional practices in order to meet the needs of all learners. Field experience required."
ECED 4332,Teaching Young Children with Special Needs,3,"This course integrates theory, law, research, and current evidence-based practices associated with serving young children (birth through age 8), who present a wide range of special needs, and their families. Emphasis includes the assessment process, eligibility of services, program design and an eclectic blend of approaches and strategies that can be utilized to meet individual child needs within the context of inclusive, natural environments. Field experiences required."
ECED 4333,Advanced Studies in Young Children with Special Needs,3,"course, specifically the strategies and techniques used by practitioners across a variety of settings serving children from birth to age 8. Focus of course aims to enhance the critical analysis of issues while broadening pedagogy knowledge and decision-making skills. Field experiences required."
ECED 4328,Early Childhood Curriculum and Pedagogy,3,"Overview of the principles involved in planning, implementing, and evaluating developmentally appropriate curriculum for young children in Pre-Kindergarten through third-grade classrooms. This course emphasizes an integrated approach to early childhood curriculum and pedagogy with a focus on methods, materials and environments as they relate to national and state early learning standards. The course will include the integration of early childhood pedagogy, research and content area knowledge to thematic and inquiry curriculum design. Field experiences required."
ECED 4329,Early Childhood Program Development and Management III - Implementing and Evaluating the Program,3,"In this course, students will learn to support young children’s development and learning by understanding the interactive environment, the advantages of different groupings and staffing patterns and continuity of care. Students will learn how to implement a developmentally appropriate early childhood curriculum and the importance of observation and child assessment in achieving program goals. The students will explore the early childhood administrator’s role in creating family partnerships, promoting an appreciation of diversity, nurturing open communication, the importance of program evaluation and how to implement continuous quality improvement. This course is part of the Early Childhood Leadership Certificate. Only students pursuing this certificate may enroll in this course. This course has an additional course fee that will be applied towards the National Director’s Credential."
ECED 4327,Early Childhood Program Development and Management II - Managing Center Operations and Finance,3,"This course will introduce the components of effective management including: systems and the importance of systems thinking; stakeholder analysis and management; the strategic planning process; how policies, procedures, and systems are interconnected; and tools for taking charge of program operations. Students will learn to manage a fiscally responsible early childhood business and be introduced to effective budgeting and accounting. Students will develop the skills needed to promote a positive public image and create environments that welcome and support the learning of children and adults. This course is part of the Early Childhood Leadership Certificate. Only students pursuing this certificate may enroll in this course. This course has an additional course fee that will be applied towards the National Director’s Credential."
ECED 4325,Early Childhood Program Development and Management I - Leadership Strategies and Staff Development,3,This course will introduce a model of facilitative leadership as a way to empower staff to support shared decision-making. Students will identify effective employment practices that will help them find and keep the right people for available jobs in their organizations. The course will also introduce a comprehensive model for supervising staff and promoting their ongoing professional development based on recognizing and appreciating individual differences. This course is part of the Early Childhood Leadership Certificate. Only students pursuing this certificate may enroll in this course. This course has an additional course fee that will be applied towards the National Director’s Credential.
ECED 4326,Effective and Positive Classroom Interactions for Young Children,3,"This course is designed to improve practitioner’s knowledge and skills regarding specific types of adult-child interactions that can have a positive impact on young children’s development. Using state and nationally recognized criteria for high-quality interactions, this course will provide strategies that align with those criteria and that will prepare professionals to engage in positive and effective interactions with young children, up to grade 3. This course requires some students to identify and work with an individual child (birth - age 8)."
ECED 4320,Play in Early Childhood Curriculum,3,"Focus on philosophy, research and applications of modern play and environments for play. Influences of play on child development, cognition, culture and overall health. The role of play in the early childhood curriculum will be emphasized. Field experiences required."
ECED 4321,Advanced Topics: Infants and Toddlers,3,"Overview of human development from prenatal stages through the first two years of life. Emphasis is placed on the interrelationship of cognitive, physical, social and emotional development in a variety of contexts and cultures. Appropriate curriculum and environment for infants and toddlers will be emphasized. Field experiences required."
ECED 4324,"Early Childhood Leadership, Program Development, and Management",3,"This course will introduce leadership skills necessary to manage and strengthen early care and education program. The course will also cover skills to go beyond individual programs to leadership in communities and in the field. The focus will be on collaboration, interconnections, relationships and program quality. Overarching themes include the importance of excellence and diversity in early childhood programs and the role of vision and reflective practice in reaching these goals. This course requires some visits to off-campus locations."
ECED 4323,Advanced Topics: Preschool Curriculum,3,"Overview of integrated curriculum for children ages 3 to 5, including appropriate content, methodology, environment, materials and resources. This course requires some visits to off-campus locations."
ECED 4322,Cultural Awareness for Young Children,3,Focus on impact of diversity on development of young children. The influence of culture and social class on children’s socialization and cognition will be discussed. Research and theories to support the development of minority children will be emphasized.
ECED 4318,"Nutrition, Health and Physical Education EC-3",3,"This course is designed to assist EC-3 candidates seeking Early Childhood (PreKindergarten-Grade 3) certification with the study of nutrition, health and physical education-related activities. Includes skills development in applying knowledge of developmentally appropriate, research and evidence-based assessment and instructional practices to promote students’ development of grade-level skills. Integration of these principles applies to a variety of early childhood settings."
ECED 4308,Creativity in Early Childhood,3,"This course explores the theory, content and practice of integrating the performing arts into the curriculum design and early learning environments. Emphasis is placed on aesthetic development of young children through play, visual art, music, movement and creative dramatics."
ECED 4309,Advocacy and Parent Engagement,3,"This course focuses on the historical and current role of advocacy in Early Childhood Education, the development of advocacy skills, as well as collaboration with stakeholders such as parents, schools, communities and federal, state and local government leaders. Strategies for developing successful parent, school and community involvement programs will be analyzed. Field experience will be required."
ECED 4314,Observational/Developmental Assessment of Young Children,3,"Evaluation and uses of developmental and cognitive assessment instruments and their theoretical bases will be explored. Students will develop informal assessments of the intellectual, language, social, physical and motor development of young children. This course requires students to identify and work with an individual child (pre-K - 3rd grade)."
ECED 4311,Reading Development in Young Children,3,"Focus on early language and literacy development of young children. Oral language development, beginning reading and writing strategies and family literacy are featured. Field experiences required."
ECED 4306,Assessment of Young Children Birth-Age 5,3,"This course will cover formal and informal assessment strategies appropriate for children birth through age 5. Assessment for children’s cognitive, social, physical and motor development for curriculum planning will be addressed as well as identifying children with developmental needs. This course requires students to identify and work with an individual child."
ECED 4305,Language Development Birth-Age 5,3,"This course will cover language and literacy development for children birth through age 5, including the beginning stages of reading and writing development, oral language development, parent involvement in literacy learning and appropriate curriculum for young children’s literacy development. Field experience required."
ECED 4307,Mathematics and Science in Early Childhood Education,3,"This course will explore principles, methods and materials for integrating and applying appropriate mathematics and science education into early childhood curriculum. Field experience required."
HLTH 3316,Applied Kinesiology,3,"The study of functional anatomy with relevance to the kinesiology of exercise, exercise movements and sports participation."
HLTH 3315,Health Promotion Planning and Evaluation,3,
HLTH 3309,Evidence-Based Practice,3,Introduction to the philosophy and methodology of evidence-based practice with a particular emphasis on critically appraising and integrating research findings into exercise prescriptions.
HLTH 3304,Principles of Physical Fitness,3,"Role of exercise in the development of health and fitness. Techniques for exercise prescription, injury prevention, strength, cardiovascular endurance and flexibility."
HLTH 3303,Nutrition and Weight Management,3,"Study of relationship among nutrition, exercise and weight control and their role in health and performance. Techniques for dietary analysis."
HLTH 3302,Health and Physical Education EC-6 Survey,3,Overview of the health and physical education information required by core subjects EC-6 teacher. Covers specific material from the Texas State Board for Educator Certification and prepares students for certification exams.
HLTH 3301,"Health, Emergency Care and First Aid",3,Emergency care for victims of sudden illness or injury; etiology of accidents; current safety concerns and practices. Basic Red Cross and CPR competencies.
HLTH 2372,Research and Writing in Public Health,3,This course will introduce the required skills and techniques necessary for conducting evidence-based research and writing in the field of public health.
HLTH 2374,Human Disease,3,This course provides public health practitioners with an overview of the ecological and medical aspects of human disease and the body’s response to disease processes and the effects on normal function.
HLTH 2303,Personal Health and Fitness,3,"Introduction to the key components of a healthy lifestyle including nutrition, exercise, behavioral modification and physical activity. Course will include lecture and activity-based learning."
HLTH 2301,Introduction to Exercise Science,3,"An introduction to the primary and secondary disciplines within exercise and health science with particular emphasis on early career development, goals and academic planning."
FINC 4389,Independent Studies in Finance,3,
HLTH 2115,Innovative Games and Sports,1,"Practical-based instruction, skill learning, demonstration, rules and organizations of unique or non-traditional games and sports used to promote activity in secondary physical education classes."
FINC 4391,Selected Topics in Finance,3,
HLTH 2113,Individual Games and Sports,1,"Practical-based instruction, skill learning, demonstration, rules and organizations of various individual sports used to promote activity in secondary physical education classes."
HLTH 2110,Team Games and Sports,1,"Practical-based instruction, skill learning, demonstration, rules and organizations of various team sports used to promote activity in secondary physical education classes."
FINC 4376,Estate Planning,3,Examination of federal and state laws concerning the distribution of assets in an estate. Significant attention is made to tax minimization strategies.
FINC 4379,Internship in Finance,3,
FINC 4361,Treasury Management,3,"Short-term asset and liability management, including the issues essential to the day-to-day management of cash flows associated with the operating cycle of a firm."
FINC 4353,Financial Derivatives,3,"Quantitative concepts relating to financial derivatives, including options, futures, forwards, swaps and other securities with a primary emphasis on the valuation of these contracts and how they can be used to manage risk by hedging."
FINC 4373,Retirement and Benefits Planning,3,"Examination of the various retirement vehicles, group life and health programs and government-required benefits. Integration into an overall financial planning process is emphasized."
